Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K04109.01,1,1.48,2411.0,0.655939788,1.755,4968.0,0.944,3.924,0.007708,2
K04120.01,1,1.93,420.0,110.461746,1.058,6321.0,1.108,4.434,0.016739,2
K04123.01,1,1.73,613.0,44.6226725,1.239,6198.0,0.998,4.252,0.012823,2
K07673.01,1,1.87,475.0,80.769893,1.708,4965.0,0.973,3.961,0.01003,2
K04060.01,1,2.36,329.0,225.26213,1.191,5799.0,0.977,4.276,0.018148,2
K04129.01,1,0.69,1237.0,2.31482311,0.923,5240.0,0.833,4.428,0.006844,2
K04341.01,1,1.25,1067.0,10.778313,1.258,6726.0,1.054,4.262,0.009117,2
K04345.01,1,26.6,1397.0,4.32710895,1.455,5776.0,0.804,4.018,0.16744,2
K02859.04,5,0.57,1075.0,2.90512019,0.721,5374.0,0.68,4.555,0.007269,2
K04410.01,1,1.47,1078.0,5.04404366,0.951,6039.0,1.027,4.493,0.01411,2
K04205.01,1,0.88,1596.0,1.166960319,0.904,5632.0,1.026,4.537,0.008944,2
K04207.01,1,0.8,1227.0,0.701944362,0.539,4236.0,0.528,4.698,0.013524,2
K04208.01,1,1.23,878.0,3.05772668,0.731,4483.0,0.723,4.57,0.015465,2
K04209.01,1,2.35,693.0,9.9092109,0.702,5396.0,0.784,4.632,0.030624,2
K04346.01,1,1.21,890.0,6.39269778,0.943,5248.0,0.844,4.416,0.011795,2
K02585.03,3,0.78,989.0,7.87845756,1.135,5767.0,0.91,4.287,0.00628,2
K02433.04,7,2.19,677.0,27.9040511,1.112,6325.0,1.157,4.409,0.018051,2
K04351.01,1,24.39,1592.0,0.644322147,0.612,5136.0,0.608,4.648,0.365023,2
K04353.01,1,3.92,742.0,17.8075656,0.981,6194.0,0.988,4.45,0.03662,2
K04418.01,1,3.19,247.0,333.03842,0.903,5743.0,1.018,4.534,0.032328,2
K02949.02,2,0.87,1374.0,3.75030469,1.339,5866.0,1.016,4.191,0.005966,2
K04419.01,1,1.22,1559.0,0.259819659,0.526,3939.0,0.55,4.736,0.021215,2
K04421.01,2,0.61,1203.0,4.72693131,1.196,5950.0,1.1,4.323,0.004665,2
K04212.02,2,1.03,1016.0,10.0989634,1.318,6174.0,1.109,4.244,0.007123,2
K04287.01,2,1.29,1030.0,13.12297275,1.665,6134.0,1.173,4.065,0.007074,2
K02590.02,2,1.38,862.0,22.7909233,1.642,6311.0,1.286,4.116,0.007715,2
K04357.01,1,2.97,2782.0,0.681180633,2.377,4939.0,0.889,3.635,0.011435,2
K04426.01,1,2.14,328.0,369.13236,1.449,6282.0,1.084,4.151,0.013526,2
K04288.02,4,0.73,980.0,9.08745206,1.227,5888.0,1.036,4.275,0.005459,2
K04358.01,1,2.4,394.0,106.957467,0.969,6075.0,1.048,4.486,0.022719,2
K04361.01,1,3.39,417.0,75.8781344,0.972,5579.0,0.893,4.413,0.031915,2
K04427.01,1,1.59,176.0,147.661729,0.49,3788.0,0.52,4.774,0.029669,2
K04428.01,1,1.28,710.0,13.00291716,0.8,5796.0,0.882,4.575,0.01467,2
K02972.02,2,2.33,578.0,42.0292298,1.217,5850.0,1.072,4.297,0.017546,2
K04430.01,1,1.58,1886.0,0.505111993,0.783,5262.0,0.875,4.59,0.018445,2
K04296.01,1,0.59,1251.0,2.49385348,0.85,5615.0,0.79,4.477,0.006317,2
K04363.01,1,7.45,620.0,18.22211768,0.958,5162.0,0.862,4.411,0.071242,2
K02722.05,5,1.17,819.0,16.5340022,1.202,6052.0,1.015,4.285,0.008904,2
K04442.01,1,2.53,1063.0,13.9482197,2.346,5529.0,1.291,3.808,0.009882,2
K04443.01,1,1.22,1357.0,5.67577999,1.438,6681.0,1.294,4.233,0.007755,2
K04226.01,1,1.63,588.0,49.564693,1.442,5907.0,1.234,4.212,0.010347,2
K04298.01,2,1.16,1919.0,2.89494709,1.684,7087.0,1.418,4.137,0.006304,2
K04366.01,1,1.0,1651.0,0.762950224,0.731,5385.0,0.797,4.61,0.012509,2
K04367.01,1,4.9,463.0,170.995748,1.983,6127.0,1.405,3.991,0.022611,2
K04431.01,2,0.97,791.0,19.5650801,1.235,6180.0,1.09,4.294,0.007198,2
K04302.01,1,1.05,1303.0,5.53312006,1.425,6170.0,1.047,4.15,0.006746,2
K04303.01,1,3.32,327.0,200.721168,1.17,5566.0,0.94,4.275,0.025993,2
K04435.01,2,1.01,899.0,10.8614163,1.017,6339.0,1.069,4.454,0.009066,2
K03004.02,2,2.72,1171.0,7.03965141,1.513,5902.0,1.12,4.128,0.016479,2
K07662.01,1,3.98,2250.0,4.72519164,3.831,6655.0,1.653,3.49,0.009524,2
K04235.01,1,2.99,476.0,66.6434565,1.164,5751.0,1.079,4.339,0.023533,2
K04307.01,1,3.41,413.0,160.850075,1.507,5999.0,1.225,4.168,0.020695,2
K02563.02,2,0.81,1146.0,6.2614227,1.121,6384.0,1.046,4.361,0.006608,2
K04374.01,1,0.86,1012.0,3.70386741,0.776,5496.0,0.869,4.592,0.010182,2
K04377.01,1,2.49,1061.0,19.8751355,2.004,6918.0,1.536,4.021,0.011384,2
K03043.02,2,0.73,904.0,7.2929891,0.856,5959.0,0.945,4.549,0.0078,2
K04242.01,1,1.82,331.0,145.786556,0.95,5578.0,0.905,4.44,0.017576,2
K07668.01,1,1.47,1483.0,2.5093344,1.081,6278.0,1.132,4.425,0.01249,2
K02732.04,4,1.13,787.0,24.5607107,1.499,6170.0,1.282,4.192,0.006883,2
K04245.01,1,1.76,788.0,24.6683831,1.554,6059.0,1.249,4.151,0.010372,2
K04247.01,1,2.41,253.0,349.41047,0.945,5878.0,1.058,4.512,0.023379,2
K04318.01,1,1.57,912.0,14.8162925,1.325,6356.0,1.191,4.27,0.010848,2
K04382.02,2,0.79,1356.0,3.98167088,1.173,6484.0,1.195,4.377,0.006188,2
K04178.01,1,1.72,1138.0,7.016016,1.136,6642.0,1.157,4.39,0.013829,2
K00566.03,3,1.32,541.0,42.068554,0.964,6122.0,1.041,4.487,0.01251,2
K04251.01,1,1.55,1060.0,6.23968392,1.143,5751.0,0.956,4.303,0.012425,2
K02579.02,3,1.66,1327.0,3.59645081,1.235,5887.0,1.09,4.292,0.012319,2
K04389.01,1,1.27,642.0,16.3368863,0.859,5410.0,0.834,4.49,0.013517,2
K04390.01,1,103.99,2562.0,1.63668262,3.739,5234.0,1.39,3.436,0.254701,2
K02744.02,2,2.84,905.0,11.615625,1.453,5332.0,0.932,4.083,0.017915,2
K04253.01,1,117.29,376.0,173.2578372,1.162,6392.0,1.232,4.399,0.924361,2
K04257.01,1,2.1,690.0,41.6757509,1.763,5745.0,1.027,3.957,0.010904,2
K04323.01,2,1.59,1057.0,11.49589567,1.506,6290.0,1.123,4.133,0.00965,2
K04325.01,1,1.12,2141.0,0.609926502,0.965,5936.0,1.075,4.501,0.010654,2
K07670.01,1,1.18,865.0,8.4795266,0.931,5841.0,1.047,4.52,0.011632,2
K04391.01,1,1.62,498.0,49.4746966,0.928,5952.0,0.94,4.475,0.015994,2
K04393.01,1,0.92,1327.0,1.62888267,0.811,5398.0,0.896,4.571,0.010339,2
K04395.01,1,1.12,1189.0,1.920062587,0.741,5266.0,0.83,4.611,0.013851,2
K04259.01,1,0.98,1818.0,0.909127736,0.996,5486.0,0.885,4.389,0.008986,2
K02579.03,3,1.6,934.0,10.30148508,1.235,5887.0,1.09,4.292,0.011853,2
K04329.01,1,1.02,816.0,17.8007815,1.252,6240.0,1.214,4.326,0.007451,2
K04331.01,1,1.45,2212.0,1.717859841,1.732,6694.0,1.333,4.084,0.007668,2
K04398.01,1,1.6,837.0,7.3422467,0.839,5573.0,0.939,4.562,0.017463,2
K00647.02,2,0.92,1127.0,8.1134681,1.409,6011.0,0.963,4.123,0.005948,2
K02420.02,2,1.07,1078.0,5.4675514,1.151,5557.0,0.936,4.288,0.008485,2
K04264.01,1,1.51,1665.0,0.888478095,0.806,5553.0,0.903,4.577,0.01717,2
K04333.01,1,2.18,287.0,309.25581,1.057,6060.0,1.067,4.419,0.018899,2
K04334.01,1,1.1,1029.0,2.44232399,0.738,4849.0,0.723,4.561,0.013601,2
K04399.01,1,1.42,466.0,42.1003351,0.82,5595.0,0.917,4.57,0.015845,2
K04198.01,1,1.26,2800.0,1.182862515,2.639,6017.0,1.269,3.699,0.004368,2
K04269.01,2,4.15,903.0,26.6565737,3.062,5159.0,1.373,3.604,0.012413,2
K04269.02,2,1.74,1642.0,4.4408541,3.062,5159.0,1.373,3.604,0.005195,2
K07679.01,1,0.7,1291.0,1.8679943,0.815,5487.0,0.899,4.568,0.007812,2
K04405.01,1,1.39,931.0,8.9172863,0.986,6210.0,1.035,4.467,0.012876,2
K04407.01,1,0.6,2008.0,1.33807075,1.319,6355.0,1.269,4.299,0.004143,2
K04273.01,1,1.31,901.0,17.3731821,1.54,6180.0,1.237,4.155,0.007795,2
K04274.01,1,1.08,1477.0,1.97507424,0.947,6065.0,1.022,4.495,0.010488,2
K04691.01,1,1.09,1336.0,3.3879165,1.245,5702.0,0.997,4.247,0.008048,2
K04480.01,1,1.75,425.0,58.7488629,0.805,5574.0,0.756,4.505,0.019865,2
K07685.01,2,1.35,518.0,64.740274,1.177,5999.0,0.926,4.263,0.010514,2
K04482.01,1,0.78,1253.0,5.38299284,1.293,6256.0,1.135,4.27,0.005534,2
K04549.01,1,1.16,1346.0,2.0481582,0.86,5799.0,0.955,4.548,0.012387,2
K04551.01,1,1.25,784.0,14.7179342,1.018,6102.0,1.058,4.449,0.011244,2
K04694.01,1,1.24,740.0,19.2527652,1.046,6258.0,1.102,4.442,0.010815,2
K07680.01,1,2.66,456.0,219.20579,1.785,6990.0,1.515,4.115,0.01367,2
K04487.01,1,0.72,988.0,3.48754109,0.783,5252.0,0.896,4.593,0.008377,2
K04554.01,1,2.61,1228.0,8.0772455,2.032,5684.0,1.239,3.915,0.011741,2
K04555.01,1,1.39,211.0,364.08733,0.727,5376.0,0.769,4.601,0.017474,2
K04557.01,1,0.83,1089.0,5.75651958,1.024,6208.0,1.086,4.454,0.007466,2
K04626.01,1,2.66,497.0,91.95723,1.528,5854.0,1.107,4.114,0.015948,2
K04627.01,1,1.19,861.0,7.51731745,0.923,5525.0,0.957,4.488,0.011854,2
K04630.01,1,2.46,637.0,44.6966177,1.518,5929.0,1.116,4.123,0.014812,2
K04698.01,1,1.28,1049.0,8.5275894,1.193,6469.0,1.26,4.385,0.00985,2
K04699.01,1,1.08,1493.0,3.07714195,1.336,6108.0,1.162,4.251,0.007413,2
K04700.01,2,1.2,1003.0,3.83488354,0.775,5515.0,0.868,4.592,0.014219,2
K04558.01,1,1.13,929.0,8.8233996,1.121,5602.0,0.852,4.269,0.009255,2
K04632.01,1,13.25,458.0,40.0691482,0.762,5485.0,0.796,4.575,0.159185,2
K04633.01,1,1.12,950.0,11.6933447,1.354,6049.0,1.189,4.248,0.007556,2
K04634.01,1,0.98,1250.0,4.02745396,1.041,6174.0,0.987,4.398,0.008577,2
K03196.01,2,0.59,1272.0,4.96061094,1.298,6117.0,1.079,4.244,0.004139,2
K04705.01,1,1.03,1576.0,1.4733245,0.921,5751.0,0.834,4.431,0.010226,2
K04495.01,1,1.39,1000.0,5.93218209,0.977,5843.0,1.036,4.474,0.013028,2
K04496.01,1,2.41,400.0,96.384483,1.0,5919.0,1.114,4.485,0.022095,2
K07681.01,1,0.92,844.0,6.05552018,0.805,5352.0,0.919,4.585,0.010451,2
K04563.01,1,1.7,513.0,54.333582,1.221,5500.0,0.92,4.228,0.012734,2
K03165.01,1,1.02,1581.0,4.11754421,1.726,6263.0,1.147,4.024,0.005429,2
K04636.01,1,6.13,348.0,122.749053,0.976,5619.0,1.069,4.488,0.057538,2
K04637.01,1,0.81,1608.0,4.37992345,1.918,6311.0,1.324,3.993,0.003875,2
K04709.01,1,1.33,995.0,3.70858595,0.771,5420.0,0.864,4.596,0.015797,2
K04710.01,1,1.3,832.0,9.4527721,0.857,5973.0,0.945,4.547,0.013921,2
K04711.01,1,1.08,976.0,4.3638313,0.763,5623.0,0.853,4.596,0.012932,2
K04497.01,1,1.09,882.0,6.83006228,0.8,5807.0,0.886,4.576,0.01252,2
K04498.01,1,22.42,674.0,17.1622587,0.939,5729.0,1.037,4.509,0.218648,2
K04499.01,1,1.04,1035.0,5.19898615,0.867,6058.0,0.95,4.54,0.010944,2
K04567.01,2,8.1,784.0,14.74426,0.987,6146.0,1.006,4.454,0.07515,2
K04570.01,1,2.13,617.0,35.0175053,1.123,5944.0,0.905,4.293,0.017393,2
K03197.01,1,0.96,734.0,22.599501,1.087,6335.0,1.017,4.375,0.008084,2
K04500.02,3,2.09,433.0,44.9851885,0.8,5295.0,0.825,4.548,0.023975,2
K04503.01,1,1.54,985.0,5.89089509,0.942,5869.0,1.054,4.513,0.015019,2
K04504.01,2,1.44,995.0,4.13029832,0.81,5490.0,0.864,4.557,0.016301,2
K04575.01,1,1.98,410.0,201.325036,1.699,6120.0,1.306,4.093,0.01067,2
K04643.01,1,1.43,1008.0,5.59346375,0.933,5874.0,1.001,4.498,0.014042,2
K04644.01,1,1.23,966.0,3.44928111,0.781,5119.0,0.879,4.591,0.01441,2
K04647.01,2,1.97,693.0,37.9043889,1.964,5303.0,1.042,3.87,0.009164,2
K03196.02,2,0.77,1141.0,6.88297756,1.298,6117.0,1.079,4.244,0.005405,2
K04713.01,1,1.36,882.0,8.7963166,1.0,5780.0,1.0,4.438,0.012479,2
K04714.01,1,1.08,1203.0,2.049602348,0.78,5356.0,0.872,4.589,0.012687,2
K04715.01,1,1.44,537.0,53.285584,1.057,6015.0,0.806,4.297,0.012512,2
K04716.01,2,0.61,1092.0,5.8943338,1.145,5929.0,1.087,4.357,0.00489,2
K04504.02,2,1.5,794.0,8.119343,0.81,5490.0,0.864,4.557,0.016902,2
K04505.01,1,1.05,799.0,18.0071438,1.167,6173.0,1.023,4.314,0.008254,2
K04508.01,1,1.02,983.0,2.49915311,0.72,4705.0,0.707,4.572,0.012944,2
K04577.01,2,1.83,373.0,105.997107,0.831,6068.0,0.931,4.565,0.020118,2
K04580.01,1,1.23,1510.0,6.30432354,1.836,6728.0,1.192,3.987,0.00614,2
K04649.01,1,1.2,1074.0,3.38419892,0.795,5613.0,0.888,4.581,0.013798,2
K04651.01,1,0.77,1726.0,1.19260017,1.013,5600.0,0.837,4.349,0.006921,2
K04717.01,1,3.61,320.0,216.456055,1.155,5645.0,0.969,4.299,0.028585,2
K04509.01,1,0.97,503.0,12.003678,0.594,4328.0,0.58,4.654,0.014942,2
K04581.01,1,0.73,1130.0,6.0059966,1.16,6103.0,1.05,4.331,0.005742,2
K04582.01,1,0.35,1069.0,4.22426989,0.883,5735.0,0.903,4.501,0.003623,2
K04583.01,1,2.05,225.0,330.906041,0.769,5461.0,0.838,4.589,0.024381,2
K03168.01,1,1.06,586.0,56.3479517,1.471,5843.0,0.963,4.086,0.006599,2
K04653.01,1,1.07,773.0,19.9778599,1.162,6392.0,1.232,4.399,0.008414,2
K04655.01,1,1.15,658.0,17.543847,0.791,5957.0,0.865,4.579,0.013357,2
K04656.01,1,1.39,1683.0,3.8183717,1.692,6738.0,1.351,4.109,0.007521,2
K04730.01,1,3.69,984.0,9.07829171,1.611,5086.0,0.951,4.002,0.020947,2
K07693.01,1,1.4,886.0,6.41097179,0.933,5383.0,0.972,4.486,0.013772,2
K04586.01,1,2.83,516.0,75.2116373,1.5,5818.0,1.2,4.165,0.017266,2
K04587.01,1,1.12,956.0,6.36283414,0.883,5955.0,0.972,4.534,0.011578,2
K04588.01,1,0.93,1210.0,7.53737498,1.436,6483.0,1.212,4.206,0.005934,2
K04657.01,2,0.54,778.0,7.57600886,0.774,5361.0,0.848,4.588,0.00635,2
K04451.01,1,1.32,676.0,8.8303681,0.706,5051.0,0.786,4.628,0.017124,2
K04452.01,1,1.23,860.0,12.85755895,1.156,5860.0,0.922,4.276,0.009747,2
K07685.02,2,1.08,645.0,33.502923,1.177,5999.0,0.926,4.263,0.008374,2
K04519.01,1,5.97,555.0,148.568877,2.985,5814.0,1.556,3.68,0.018329,2
K04520.01,1,1.69,1082.0,9.3335486,1.863,5354.0,1.071,3.927,0.008311,2
K04590.01,1,1.75,735.0,9.54060855,0.831,5271.0,0.839,4.522,0.019272,2
K04591.01,1,0.89,1444.0,1.80926734,0.891,5897.0,0.983,4.531,0.009177,2
K00750.02,4,1.18,862.0,5.04413987,0.828,4954.0,0.791,4.5,0.012998,2
K07676.01,1,0.62,974.0,5.3694084,0.869,5753.0,0.951,4.538,0.006556,2
K04663.01,1,0.74,1159.0,5.65690281,1.32,5687.0,0.986,4.191,0.005131,2
K04456.01,1,1.81,1024.0,7.4299322,1.252,5635.0,0.972,4.23,0.013269,2
K04457.01,1,1.56,500.0,79.334347,1.15,6384.0,1.027,4.33,0.012408,2
K04523.01,1,1.03,1090.0,5.68251605,1.157,5753.0,1.016,4.319,0.008164,2
K04524.02,3,1.02,1089.0,4.52628739,1.006,5700.0,1.003,4.434,0.009313,2
K04595.01,1,1.09,1578.0,0.597018404,0.63,4985.0,0.688,4.675,0.015774,2
K04597.01,1,0.78,1018.0,4.82025124,0.777,6035.0,0.864,4.591,0.009212,2
K04666.01,1,1.49,713.0,12.4019263,0.832,5555.0,0.824,4.514,0.016357,2
K04667.01,1,2.45,395.0,152.823896,1.137,6452.0,1.167,4.394,0.019703,2
K04670.01,1,89.29,795.0,6.80899076,0.854,4992.0,0.81,4.483,0.957505,2
K03061.02,2,1.17,367.0,77.915425,0.874,5135.0,0.812,4.464,0.012253,2
K04460.01,1,2.02,278.0,284.727213,1.08,5497.0,0.913,4.332,0.017149,2
K04526.01,2,2.72,669.0,30.5392931,1.328,5803.0,1.046,4.211,0.01877,2
K04528.01,1,10.63,801.0,8.31224474,0.816,5421.0,0.739,4.483,0.119294,2
K04530.01,1,1.1,774.0,12.6362048,0.992,5772.0,1.028,4.457,0.010119,2
K07687.01,1,2.66,1156.0,23.266633,3.775,5758.0,1.487,3.456,0.006462,2
K04601.01,1,0.98,1010.0,7.94004281,1.081,6278.0,1.132,4.425,0.008315,2
K04602.01,1,1.23,1212.0,2.85855049,0.964,5441.0,0.881,4.415,0.011676,2
K03190.01,1,0.86,1012.0,8.95294046,1.207,6047.0,0.98,4.266,0.006519,2
K04674.01,1,0.9,1121.0,4.84350003,1.056,5762.0,0.906,4.348,0.007775,2
K04462.01,1,2.35,886.0,45.163025,2.015,7675.0,1.665,4.051,0.010664,2
K04463.01,1,1.52,475.0,36.7614011,0.823,5305.0,0.789,4.504,0.01687,2
K04464.01,1,1.23,727.0,4.373570433,0.64,4362.0,0.627,4.623,0.017534,2
K04466.01,1,2.29,371.0,154.674369,1.002,6338.0,1.023,4.449,0.020904,2
K04603.01,1,1.17,849.0,15.9513866,1.168,6451.0,1.181,4.375,0.00921,2
K04605.01,1,0.68,939.0,7.7859111,0.954,6045.0,0.994,4.479,0.006544,2
K04676.01,2,3.21,876.0,31.183688,2.407,5947.0,1.378,3.814,0.012202,2
K04467.01,1,1.42,1098.0,2.94242323,0.819,5436.0,0.919,4.573,0.015869,2
K07678.01,1,0.79,892.0,13.0914878,1.288,5919.0,1.048,4.238,0.005595,2
K04680.01,1,1.54,431.0,54.0812235,0.762,5757.0,0.865,4.597,0.018566,2
K04541.01,2,2.08,911.0,8.5291223,1.111,5543.0,0.937,4.318,0.017152,2
K04614.01,1,1.38,1244.0,6.4546845,1.362,6474.0,1.185,4.243,0.009295,2
K04685.01,1,1.51,2257.0,0.494247662,0.998,5763.0,1.107,4.484,0.013828,2
K04686.01,1,1.6,1177.0,11.8299383,2.431,5747.0,1.365,3.802,0.006011,2
K04477.01,2,1.22,973.0,5.30179786,0.864,5749.0,0.961,4.547,0.012946,2
K04545.01,1,0.85,1498.0,0.849362238,0.788,4973.0,0.891,4.595,0.009854,2
K04546.01,1,72.36,3380.0,0.741768294,3.147,5897.0,1.566,3.637,0.210554,2
K04548.01,1,1.61,465.0,61.083322,1.015,5803.0,1.044,4.444,0.014504,2
K04904.01,1,0.98,1178.0,3.5944891,1.046,5523.0,0.922,4.364,0.00854,2
K04906.01,1,1.21,925.0,4.8608059,0.757,5541.0,0.839,4.6,0.014666,2
K04907.01,1,0.67,1325.0,4.04481159,1.141,6358.0,1.082,4.359,0.005366,2
K07712.01,1,1.06,1453.0,4.8302364,2.247,5086.0,0.877,3.678,0.0043,2
K04763.01,1,1.57,522.0,56.446465,1.117,5995.0,0.988,4.337,0.012893,2
K04764.01,1,1.45,471.0,31.4202111,0.748,5269.0,0.822,4.603,0.017729,2
K04766.01,2,1.12,859.0,5.56676609,0.859,5032.0,0.81,4.479,0.011989,2
K04837.01,1,0.86,846.0,5.38613715,0.656,5516.0,0.74,4.669,0.011945,2
K04838.01,3,0.88,488.0,13.2965044,0.613,4352.0,0.64,4.671,0.013087,2
K04839.01,1,2.01,1016.0,21.8420304,2.241,6194.0,1.189,3.813,0.008228,2
K04912.01,1,1.35,2543.0,0.876850385,1.756,6102.0,1.32,4.069,0.007055,2
K07703.01,1,1.96,254.0,413.51856,0.992,6031.0,1.012,4.45,0.018088,2
K03301.01,1,1.12,626.0,20.7106368,0.901,5631.0,0.89,4.478,0.011371,2
K04768.01,1,1.44,945.0,3.43633133,0.651,5201.0,0.638,4.616,0.020187,2
K04771.01,1,1.95,440.0,142.703888,1.289,6701.0,1.292,4.326,0.013885,2
K04772.01,3,1.69,1362.0,3.38080537,1.193,6072.0,1.146,4.343,0.012949,2
K04840.01,1,1.74,1035.0,10.4716194,1.574,5812.0,1.095,4.083,0.010136,2
K03214.01,2,1.53,1105.0,11.49500229,1.788,6033.0,1.127,3.985,0.007853,2
K04913.01,2,2.44,1679.0,6.78788113,2.829,6537.0,1.677,3.76,0.007896,2
K04914.01,1,1.4,1155.0,5.47455167,1.312,5611.0,0.972,4.19,0.009788,2
K03224.01,1,1.01,1348.0,3.43861067,1.401,5383.0,0.926,4.112,0.006575,2
K03225.01,1,0.8,1180.0,4.8754765,1.286,5513.0,0.911,4.179,0.005681,2
K03307.01,1,1.41,737.0,10.5071781,0.865,5290.0,0.788,4.46,0.014877,2
K07704.01,1,1.0,1112.0,5.4398033,1.08,6108.0,1.147,4.43,0.008465,2
K04773.01,2,0.82,978.0,8.8493948,1.11,6095.0,1.004,4.349,0.006766,2
K04774.01,1,1.3,433.0,51.567801,0.876,5285.0,0.821,4.467,0.013584,2
K04775.01,1,2.75,1036.0,16.4491515,2.789,5334.0,1.464,3.712,0.009018,2
K04844.01,1,0.87,2017.0,0.428046051,0.775,5285.0,0.805,4.566,0.010262,2
K04846.01,2,1.32,625.0,19.254536,0.868,5668.0,0.963,4.545,0.013911,2
K04848.01,1,1.78,157.0,384.6961,0.623,4228.0,0.618,4.64,0.026101,2
K03309.01,1,5.91,390.0,71.05457555,0.865,5290.0,0.788,4.46,0.062584,2
K03310.01,1,1.64,607.0,20.5512722,0.918,5401.0,0.894,4.464,0.016358,2
K04776.01,1,1.07,928.0,7.5861587,0.871,5934.0,0.767,4.444,0.011302,2
K07706.01,1,1.19,303.0,42.04952379,0.48,4281.0,0.485,4.761,0.022658,2
K04780.01,1,1.25,875.0,6.60180003,0.86,5591.0,0.977,4.559,0.013259,2
K04849.01,1,0.62,1026.0,3.19938075,0.702,5483.0,0.779,4.632,0.008036,2
K04850.01,1,0.71,1184.0,3.04185157,0.857,5802.0,0.922,4.537,0.007624,2
K04852.01,1,0.93,1524.0,1.89873195,1.05,5942.0,1.104,4.439,0.008093,2
K01101.02,2,1.9,632.0,11.39110963,0.76,4999.0,0.814,4.587,0.022856,2
K03236.01,1,1.18,1400.0,7.13044117,2.074,6312.0,1.443,3.964,0.005193,2
K03312.01,1,1.91,665.0,18.0939004,0.867,5904.0,0.958,4.543,0.020174,2
K03313.01,1,21.74,429.0,34.9524256,0.779,4921.0,0.864,4.591,0.255517,2
K03206.01,1,1.38,736.0,15.1516409,1.0,5780.0,1.0,4.438,0.012596,2
K04782.01,2,1.73,953.0,7.4213444,0.973,6032.0,1.055,4.485,0.016313,2
K04853.01,1,1.14,684.0,17.7412303,0.956,5817.0,1.032,4.491,0.010924,2
K04854.01,1,0.76,1136.0,2.63527677,0.864,5215.0,0.854,4.496,0.008055,2
K04856.01,1,3.03,356.0,147.388124,1.007,6046.0,1.111,4.478,0.027522,2
K04857.01,1,1.17,1137.0,4.11497357,0.927,6011.0,1.006,4.507,0.011539,2
K04859.01,1,1.19,709.0,7.5019743,0.758,4807.0,0.737,4.546,0.014368,2
K04861.01,1,1.6,528.0,29.1206519,0.788,5671.0,0.872,4.582,0.01865,2
K03248.01,1,0.64,981.0,6.91261536,1.044,5761.0,0.96,4.383,0.005657,2
K07715.01,1,1.12,613.0,25.8616058,0.884,6067.0,0.954,4.524,0.011557,2
K01404.02,2,0.87,336.0,18.9060921,0.45,3751.0,0.479,4.813,0.017734,2
K03318.02,2,3.83,658.0,25.6970688,1.057,6020.0,1.03,4.403,0.033204,2
K04790.01,1,1.14,1115.0,6.07855,1.114,6119.0,1.003,4.346,0.009391,2
K03208.01,1,0.56,1438.0,2.131660527,0.997,5849.0,0.967,4.426,0.005172,2
K04792.01,1,0.91,1112.0,5.75902182,1.066,6247.0,1.122,4.433,0.007804,2
K04862.01,1,1.08,1254.0,0.903763067,0.651,4430.0,0.638,4.616,0.015146,2
K04864.01,1,0.78,1134.0,5.66494448,1.13,5888.0,0.865,4.269,0.006346,2
K03320.01,1,21.26,355.0,85.0624157,0.875,5223.0,0.923,4.52,0.222476,2
K03323.01,1,2.06,850.0,14.3196417,1.373,5562.0,0.973,4.151,0.013753,2
K04793.01,1,0.89,1014.0,5.2736268,0.918,5851.0,1.007,4.515,0.008831,2
K04794.01,1,1.03,574.0,24.5041103,0.962,5250.0,0.854,4.404,0.009779,2
K04797.01,1,1.26,627.0,9.97202023,0.696,4810.0,0.677,4.584,0.016575,2
K03258.01,1,1.88,479.0,40.3511707,0.82,5665.0,0.916,4.568,0.020966,2
K03259.01,1,2.45,389.0,72.9332762,0.902,5316.0,0.875,4.47,0.024847,2
K03329.01,1,2.16,851.0,12.6878176,1.046,6258.0,1.102,4.442,0.018899,2
K07716.01,1,1.27,202.0,483.36405,0.718,5700.0,0.806,4.626,0.01617,2
K04799.01,1,1.69,969.0,12.0729757,1.707,5436.0,1.046,3.993,0.009058,2
K04801.01,1,2.21,421.0,82.401274,1.0,5886.0,1.083,4.472,0.020272,2
K03209.01,2,2.61,1242.0,11.91256675,2.335,6337.0,1.556,3.893,0.010217,2
K04871.01,2,0.6,1372.0,4.08197713,1.156,6538.0,1.061,4.339,0.004772,2
K04875.01,1,0.65,1025.0,0.912179022,0.555,3880.0,0.591,4.722,0.010786,2
K03263.01,1,7.71,202.0,76.87935893,0.436,3638.0,0.467,4.828,0.161985,2
K03264.01,1,1.36,556.0,13.0151826,0.643,4794.0,0.632,4.622,0.019397,2
K04735.01,1,0.85,1024.0,2.87998334,0.806,4951.0,0.79,4.523,0.009652,2
K04804.01,1,2.08,651.0,21.08678557,0.863,6084.0,0.944,4.542,0.022065,2
K04877.01,1,0.99,1170.0,5.19206571,1.075,6322.0,1.124,4.426,0.008465,2
K04878.01,1,1.04,258.0,449.01499,1.068,6031.0,0.972,4.368,0.008921,2
K01151.04,5,0.76,639.0,17.4532945,0.853,5528.0,0.838,4.499,0.008165,2
K07708.01,1,1.82,1367.0,6.70242786,2.224,5466.0,0.979,3.735,0.007505,2
K04737.01,1,1.07,985.0,7.79534033,1.05,6156.0,1.114,4.443,0.009322,2
