Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K05228.01,1,1.03,94.0,546.53309,0.36,3434.0,0.368,4.892,0.026123,2
K05229.01,1,2.06,298.0,364.63189,1.155,6446.0,1.17,4.381,0.016329,2
K05230.01,1,4.42,375.0,330.738115,2.453,5458.0,1.248,3.755,0.016511,2
K05231.01,1,2.03,427.0,78.876125,0.927,6046.0,1.011,4.509,0.020017,2
K04986.01,1,1.48,211.0,444.04257,0.726,5776.0,0.807,4.622,0.018717,2
K04991.01,1,2.09,300.0,211.330867,0.911,5941.0,1.001,4.519,0.02104,2
K05110.01,1,8.16,670.0,105.5904748,4.383,4869.0,1.094,3.193,0.017042,2
K05236.01,1,2.06,238.0,550.86514,1.115,5912.0,1.056,4.367,0.016926,2
K05237.01,1,1.84,224.0,380.39474,0.745,5772.0,0.823,4.608,0.022564,2
K04992.01,1,1.45,693.0,12.5747207,0.774,5654.0,0.865,4.59,0.0171,2
K05117.01,1,1.95,491.0,33.3726538,0.796,5504.0,0.892,4.583,0.022464,2
K05119.01,1,20.03,741.0,143.163697,7.653,5145.0,2.394,3.05,0.023971,2
K05247.01,1,3.22,315.0,282.0309,1.137,6343.0,1.213,4.411,0.02593,2
K05248.01,1,1.35,301.0,179.25465,0.82,5692.0,0.77,4.496,0.015092,2
K04999.01,1,2.0,458.0,65.752109,1.03,5816.0,1.047,4.432,0.01775,2
K05001.01,1,1.92,481.0,59.9655175,1.105,5729.0,1.048,4.372,0.015933,2
K05003.01,1,15.19,783.0,112.951287,6.428,5215.0,1.782,3.073,0.02164,2
K05004.01,1,2.0,385.0,103.363691,1.022,5762.0,1.103,4.461,0.017948,2
K05124.01,1,11.67,260.0,276.879492,0.966,5324.0,0.846,4.396,0.11064,2
K05126.01,1,13.73,463.0,418.04355,5.469,5110.0,1.668,3.184,0.02299,2
K05130.01,1,1.9,206.0,370.05918,0.751,5228.0,0.806,4.592,0.023161,2
K05249.01,1,1.25,744.0,19.4534296,1.015,6372.0,1.066,4.453,0.011255,2
K05254.01,1,1.2,361.0,232.916142,1.496,5807.0,1.046,4.108,0.007353,2
K02150.02,2,72.59,509.0,44.7055876,0.938,5942.0,1.028,4.506,0.70871,2
K02422.02,2,1.88,406.0,57.3888262,0.856,5242.0,0.869,4.512,0.020101,2
K05007.01,2,1.82,1030.0,14.5168151,1.885,5934.0,1.141,3.945,0.008853,2
K05009.01,1,1.76,200.0,359.98653,0.677,5171.0,0.706,4.626,0.0238,2
K05134.01,1,6.93,338.0,573.23826,3.264,5172.0,1.33,3.534,0.019438,2
K05135.01,1,2.0,217.0,314.765374,0.755,5228.0,0.836,4.6,0.024308,2
K05262.01,1,32.58,599.0,438.98396,11.706,5053.0,2.939,2.77,0.025486,2
K05021.01,1,3.01,269.0,288.07937,0.965,5825.0,1.083,4.504,0.028528,2
K05142.01,1,3.33,264.0,198.895864,0.808,5184.0,0.756,4.502,0.037706,2
K05267.01,1,2.93,1636.0,5.1779065,2.589,5921.0,1.427,3.766,0.010359,2
K05268.01,1,2.0,225.0,474.22897,0.925,5818.0,1.039,4.523,0.019837,2
K05269.01,1,2.88,242.0,371.50631,0.924,5696.0,0.965,4.491,0.028498,2
K05027.01,1,6.15,838.0,62.312419,5.615,4999.0,2.012,3.243,0.010025,2
K05649.01,1,2.32,187.0,426.942225,0.669,5126.0,0.685,4.623,0.031713,2
K05651.01,1,1.72,343.0,83.499618,0.773,5141.0,0.731,4.526,0.020322,2
K05652.01,1,1.43,302.0,91.507044,0.626,5040.0,0.616,4.635,0.020947,2
K05653.01,1,2.02,232.0,188.664098,0.672,4788.0,0.655,4.599,0.027569,2
K05772.01,1,1.32,447.0,75.636309,0.994,6072.0,1.054,4.467,0.01218,2
K05775.01,1,2.19,209.0,492.23808,0.854,5609.0,0.937,4.546,0.023522,2
K05776.01,1,4.6,458.0,198.6004,2.522,5357.0,1.014,3.641,0.016695,2
K05406.01,1,0.82,1479.0,5.71966537,1.865,6356.0,1.227,3.985,0.004029,2
K05528.01,1,2.02,309.0,201.621794,0.923,5919.0,0.945,4.483,0.020086,2
K05532.01,1,6.04,1176.0,24.6777128,5.058,4995.0,1.225,3.118,0.010928,2
K05654.01,1,3.28,405.0,54.6957124,0.757,5299.0,0.715,4.535,0.039718,2
K05657.01,1,2.0,293.0,284.699924,1.028,6054.0,1.023,4.425,0.017795,2
K05660.01,1,10.03,452.0,402.20969,4.649,4961.0,1.067,3.131,0.01975,2
K05782.01,1,6.69,354.0,584.55603,3.62,5208.0,1.37,3.458,0.016922,2
K05787.01,1,1.19,480.0,69.775633,0.983,6224.0,0.91,4.413,0.011049,2
K05407.01,1,1.54,611.0,58.5029431,1.412,6525.0,1.196,4.215,0.010009,2
K05408.01,1,3.24,283.0,415.748785,1.534,5324.0,0.912,4.027,0.019329,2
K05410.01,1,0.97,701.0,24.1527864,1.095,6223.0,1.073,4.392,0.008131,2
K05411.01,1,1.4,1279.0,11.1734401,1.752,7372.0,1.552,4.142,0.007326,2
K05413.01,1,2.0,236.0,428.379308,0.953,5574.0,0.798,4.381,0.019261,2
K05536.01,1,1.85,226.0,392.72811,0.815,5701.0,0.877,4.558,0.020827,2
K05539.01,1,2.34,209.0,374.05697,0.771,5302.0,0.865,4.595,0.027834,2
K05541.01,1,2.04,250.0,339.633833,0.901,5823.0,0.984,4.522,0.020722,2
K05663.01,1,1.52,392.0,140.884533,1.213,5960.0,1.087,4.306,0.011447,2
K05665.01,1,1.33,523.0,100.494129,1.75,6018.0,1.24,4.036,0.006966,2
K05666.01,1,1.26,332.0,182.453195,0.927,6164.0,0.952,4.483,0.012479,2
K05789.01,1,1.57,203.0,383.26217,0.761,5074.0,0.725,4.536,0.018923,2
K05790.01,1,3.71,241.0,178.266978,0.713,4899.0,0.818,4.624,0.047601,2
K05794.01,1,4.3,950.0,30.9771151,3.784,5197.0,1.483,3.453,0.010402,2
K05418.01,1,1.21,657.0,14.2673439,0.837,5475.0,0.944,4.567,0.013275,2
K05545.01,1,1.08,206.0,541.04472,0.802,5829.0,0.879,4.575,0.01238,2
K05546.01,1,3.01,258.0,514.271499,1.137,6343.0,1.213,4.411,0.024231,2
K05547.01,1,2.22,210.0,571.14302,0.943,5751.0,1.06,4.514,0.021513,2
K05550.01,1,3.63,206.0,540.39267,0.856,5693.0,0.95,4.551,0.038802,2
K05671.01,1,1.73,356.0,190.905243,1.131,6098.0,0.976,4.321,0.014009,2
K05677.01,1,1.14,598.0,20.5142642,0.936,5221.0,0.843,4.422,0.011132,2
K05796.01,1,2.41,230.0,495.854189,1.044,5613.0,0.948,4.378,0.021121,2
K05798.01,1,2.03,212.0,318.25858,0.759,5108.0,0.833,4.596,0.02448,2
K05799.01,1,2.82,393.0,184.883155,1.621,5620.0,1.042,4.036,0.015929,2
K05800.01,1,1.34,874.0,11.006795,1.047,6091.0,1.058,4.424,0.011693,2
K05801.01,2,1.96,314.0,177.37583,0.919,5849.0,1.014,4.517,0.019514,2
K05423.01,1,2.63,266.0,366.55705,1.1,5857.0,1.116,4.403,0.021866,2
K05426.01,1,1.78,435.0,124.887214,1.234,6103.0,0.898,4.209,0.013187,2
K05552.01,1,2.1,265.0,295.958914,0.992,5505.0,0.871,4.386,0.019401,2
K05553.01,1,2.32,333.0,120.938669,0.843,5456.0,0.777,4.477,0.025231,2
K05554.01,1,0.96,312.0,362.22202,1.277,6113.0,0.874,4.168,0.006892,2
K05556.01,1,1.86,210.0,631.99116,1.006,5594.0,0.901,4.387,0.016903,2
K05680.01,1,2.97,300.0,557.92882,1.844,5553.0,0.792,3.805,0.014746,2
K05681.01,1,28199.3,702.0,77.51257,3.63,5261.0,1.383,3.459,71.139206,2
K05682.01,1,7.45,638.0,46.969389,1.717,5401.0,0.824,3.885,0.039755,2
K05684.01,1,24.34,675.0,206.801125,8.611,5048.0,2.571,2.978,0.025882,2
K05685.01,1,17.96,1646.0,14.0019064,6.502,4883.0,0.936,2.783,0.025298,2
K05805.01,1,11.07,372.0,525.757041,3.931,5277.0,1.764,3.495,0.025799,2
K05806.01,1,1.26,272.0,313.82752,0.973,5914.0,0.981,4.453,0.01184,2
K05810.01,1,2.25,278.0,425.593391,1.441,5458.0,0.931,4.09,0.014323,2
K05433.01,1,2.55,302.0,237.819002,1.035,5878.0,1.038,4.424,0.022527,2
K05434.01,1,2.96,218.0,581.87357,0.992,5897.0,1.106,4.489,0.027362,2
K05435.01,1,1.71,560.0,15.9961296,0.777,4949.0,0.855,4.588,0.020119,2
K05563.01,1,3.8,1422.0,7.62210397,3.162,5222.0,1.312,3.556,0.011018,2
K05566.01,1,3.18,3183.0,0.9886684,2.773,6456.0,1.49,3.725,0.010507,2
K05688.01,1,2.03,594.0,14.5555096,0.738,5176.0,0.826,4.612,0.025166,2
K05689.01,1,2.76,295.0,114.12716,0.823,4816.0,0.795,4.508,0.030705,2
K05690.01,1,45.89,1971.0,17.0497376,14.954,5039.0,3.149,2.587,0.028101,2
K05692.01,1,0.59,834.0,2.64181261,0.683,4147.0,0.678,4.601,0.007917,2
K05829.01,1,1.97,196.0,583.8531,0.86,5591.0,0.977,4.559,0.021006,2
K05830.01,1,11.19,924.0,72.782432,7.317,5099.0,2.049,3.021,0.014005,2
K05831.01,1,1.75,485.0,10.55224191,0.585,4031.0,0.578,4.666,0.027406,2
K05833.01,1,5.97,334.0,440.171272,1.679,6261.0,1.03,4.001,0.032546,2
K05834.01,1,1.77,583.0,37.537859,1.082,6095.0,1.15,4.429,0.014979,2
K05835.01,1,2.44,249.0,474.96952,0.962,6287.0,1.002,4.473,0.02321,2
K05440.01,1,1.75,448.0,74.624063,0.937,6187.0,1.011,4.499,0.017122,2
K05446.01,1,7.35,377.0,416.9504,2.611,5751.0,1.269,3.708,0.025788,2
K05570.01,1,2.28,196.0,574.65297,0.821,5596.0,0.879,4.553,0.025444,2
K05572.01,1,0.78,533.0,21.9578446,0.802,5192.0,0.896,4.583,0.008868,2
K05574.01,1,2.55,158.0,373.41509,0.612,4236.0,0.599,4.642,0.038118,2
K05694.01,1,1.26,337.0,107.904526,0.802,5565.0,0.879,4.574,0.014396,2
K05698.01,1,2.33,363.0,282.029084,1.287,6886.0,1.227,4.305,0.016613,2
K05812.01,1,1.5,1443.0,3.1318392,1.159,6070.0,0.863,4.246,0.011821,2
K05815.01,1,3.52,379.0,207.767894,1.849,5210.0,0.976,3.894,0.017454,2
K05816.01,1,14.04,878.0,82.508054,7.733,4986.0,2.231,3.01,0.016621,2
K05817.01,1,1.59,450.0,113.083522,1.4,5903.0,1.079,4.179,0.0104,2
K05819.01,1,1.24,212.0,381.37504,0.729,5513.0,0.796,4.614,0.015559,2
K05451.01,1,4.4,319.0,529.39169,2.504,5283.0,1.144,3.699,0.016075,2
K05577.01,1,2.94,305.0,495.51899,1.634,6043.0,1.062,4.038,0.016489,2
K05578.01,1,3.0,376.0,388.048463,2.46,5779.0,1.29,3.765,0.011183,2
K05579.01,1,1.57,455.0,34.0269868,0.801,4999.0,0.764,4.514,0.017904,2
K05580.01,1,2.41,405.0,173.219879,1.518,6007.0,1.215,4.158,0.014561,2
K05702.01,1,2.56,241.0,511.882,1.007,6141.0,1.046,4.454,0.023257,2
K05704.01,1,1.15,313.0,96.16705,0.716,5147.0,0.779,4.617,0.014748,2
K05707.01,1,2.88,347.0,208.800733,1.168,6208.0,1.175,4.372,0.022565,2
K05822.01,1,1.69,842.0,17.634272,1.979,4885.0,0.933,3.815,0.00782,2
K05825.01,1,2.05,363.0,208.047137,1.2,5991.0,0.784,4.175,0.015645,2
K05826.01,1,1.53,379.0,30.561533,0.664,4294.0,0.654,4.609,0.021046,2
K05455.01,1,2.09,267.0,292.09809,0.883,5955.0,0.972,4.534,0.021637,2
K05457.01,1,3.54,328.0,578.21623,3.244,5166.0,1.529,3.6,0.009991,2
K05458.01,1,2.19,377.0,56.648588,0.782,5023.0,0.821,4.565,0.025661,2
K05459.01,1,3.1,769.0,53.554546,2.622,6039.0,1.442,3.76,0.010812,2
K05461.01,1,17.89,795.0,119.079642,8.984,4849.0,2.573,2.942,0.018231,2
K05583.01,1,1.31,586.0,20.5858591,0.753,5523.0,0.695,4.526,0.015877,2
K05585.01,1,3.45,496.0,113.573945,2.233,5155.0,1.067,3.768,0.014147,2
K05588.01,1,2.27,199.0,542.91133,0.824,5583.0,0.899,4.559,0.025176,2
K05712.01,1,3.4,215.0,287.75613,0.781,4965.0,0.856,4.586,0.039865,2
K05715.01,1,1.93,260.0,189.961729,0.742,5335.0,0.83,4.613,0.023873,2
K05839.01,1,2.32,413.0,169.415073,1.378,6362.0,1.199,4.238,0.015394,2
K05842.01,1,1.85,524.0,57.7749373,1.097,6277.0,1.148,4.417,0.015468,2
K05468.01,1,1.65,442.0,81.704814,0.95,6099.0,0.867,4.421,0.015898,2
K05470.01,1,2.44,223.0,578.21805,0.95,6089.0,1.031,4.495,0.023475,2
K05591.01,1,4.03,345.0,317.009388,2.27,5066.0,1.15,3.787,0.016272,2
K05592.01,1,2.3,242.0,482.51701,0.96,6168.0,1.034,4.488,0.021978,2
K05597.01,1,0.73,773.0,7.77710639,0.851,5073.0,0.8,4.481,0.007848,2
K05718.01,1,5.2,296.0,233.64574,1.0,5780.0,1.0,4.438,0.047626,2
K05719.01,1,2.19,678.0,27.285315,1.094,6304.0,1.11,4.407,0.018366,2
K05344.01,1,3.66,370.0,445.351255,1.755,7202.0,1.454,4.112,0.019095,2
K05472.01,1,5.27,630.0,97.5137491,3.18,5437.0,1.372,3.57,0.015182,2
K05473.01,1,2.64,223.0,549.42772,0.971,5957.0,1.083,4.498,0.024905,2
K05474.01,1,8.98,486.0,284.666844,4.413,5248.0,1.66,3.368,0.018643,2
K05476.01,1,2.52,367.0,148.179343,1.183,5635.0,0.967,4.278,0.019514,2
K05598.01,1,2.13,274.0,376.934014,1.034,6074.0,0.913,4.369,0.018892,2
K05600.01,1,4.81,603.0,17.168095,1.907,5053.0,0.885,3.824,0.023077,2
K05602.01,1,2.49,240.0,403.163148,0.963,5812.0,1.079,4.504,0.023645,2
K05603.01,1,6.81,393.0,341.557931,3.098,5138.0,1.245,3.551,0.020144,2
K05604.01,1,2.49,321.0,476.91977,1.725,6282.0,1.257,4.063,0.013209,2
K05605.01,1,7.04,1105.0,9.011888,1.735,5627.0,1.103,4.002,0.03717,2
K05725.01,1,2.23,186.0,351.25069,0.63,4828.0,0.616,4.63,0.032459,2
K05727.01,1,2.61,337.0,65.3558881,0.764,4703.0,0.755,4.55,0.031252,2
K05732.01,1,1.52,499.0,39.399926,0.795,5913.0,0.898,4.581,0.017476,2
K05358.01,1,1.54,460.0,126.586058,1.249,6611.0,1.057,4.269,0.011288,2
K05359.01,1,1.53,713.0,2.7200197,0.527,3939.0,0.55,4.735,0.026506,2
K05479.01,1,5.65,855.0,18.347081,1.702,5465.0,0.983,3.968,0.030393,2
K05480.01,1,5.78,588.0,57.140035,1.46,5936.0,0.986,4.103,0.036227,2
K05482.01,1,2.96,547.0,31.70757465,0.865,5861.0,0.957,4.546,0.031358,2
K05485.01,1,17.37,1528.0,9.3589254,4.521,5188.0,1.583,3.327,0.03519,2
K05486.01,1,23.47,2292.0,4.15472242,3.359,6996.0,1.742,3.627,0.063974,2
K05608.01,1,2.12,437.0,87.565484,1.069,6064.0,1.121,4.429,0.018172,2
K05609.01,1,2.7,258.0,535.1515,1.423,5468.0,0.898,4.085,0.017373,2
K05610.01,1,152.21,248.0,495.40462,1.031,6225.0,1.091,4.45,1.35192,2
K05612.01,1,2.58,223.0,353.65927,0.82,5438.0,0.92,4.574,0.028863,2
K05613.01,1,2.41,251.0,346.4174,0.946,5754.0,1.008,4.49,0.023367,2
K05736.01,1,2.22,377.0,161.651504,1.289,5725.0,0.988,4.212,0.015758,2
K05737.01,1,1.32,254.0,376.24253,0.96,5916.0,0.976,4.463,0.012568,2
K05740.01,1,1.01,674.0,21.7997515,0.964,6122.0,1.041,4.487,0.009617,2
K05360.01,1,2.0,649.0,54.595746,1.699,6014.0,1.027,3.989,0.010802,2
K05365.01,1,2.2,207.0,585.64118,0.901,5779.0,0.993,4.526,0.022331,2
K05487.01,1,2.95,553.0,48.8130123,1.11,6202.0,1.113,4.395,0.024374,2
K05616.01,1,1.71,152.0,441.61919,0.592,4351.0,0.582,4.659,0.026475,2
K05618.01,1,3.01,301.0,318.49078,1.176,6026.0,1.01,4.302,0.023412,2
K05741.01,1,2.12,203.0,362.0619,0.698,5271.0,0.773,4.636,0.027809,2
K05745.01,1,22.86,687.0,11.37444271,0.808,5297.0,0.838,4.546,0.259038,2
K05747.01,1,2.86,342.0,411.447056,1.672,6519.0,1.311,4.108,0.015683,2
K05748.01,1,1.19,501.0,29.9371143,0.866,5115.0,0.808,4.47,0.012571,2
K05369.01,1,14.58,411.0,651.358046,6.261,5122.0,2.123,3.172,0.021318,2
K05371.01,1,1.14,422.0,33.3037881,0.713,4899.0,0.818,4.624,0.014605,2
K05372.01,1,1.64,337.0,212.60398,1.207,5834.0,1.022,4.284,0.012474,2
K05373.01,1,5.0,790.0,50.550788,3.859,5031.0,1.47,3.433,0.011871,2
K05375.01,1,5.94,423.0,285.374561,2.756,5142.0,0.817,3.47,0.019732,2
K05497.01,1,1.05,592.0,93.359737,1.673,6809.0,1.224,4.078,0.005735,2
K05499.01,1,1.19,279.0,122.58481,0.669,5003.0,0.654,4.602,0.016292,2
K05500.01,1,1.6,531.0,84.934357,1.395,6290.0,1.016,4.156,0.010518,2
K05502.01,1,2.02,334.0,421.98194,1.515,6760.0,1.314,4.193,0.01219,2
K05625.01,1,3.33,306.0,116.454312,0.736,5197.0,0.697,4.548,0.041405,2
K05626.01,1,6.57,293.0,397.499229,1.231,6423.0,1.296,4.37,0.048886,2
K05628.01,1,1.32,452.0,24.9093027,0.685,4810.0,0.751,4.633,0.017666,2
K05629.01,1,1.93,407.0,192.138741,1.569,6065.0,1.126,4.098,0.011257,2
K05749.01,1,2.31,204.0,281.95332,0.692,4864.0,0.746,4.628,0.030626,2
K05755.01,1,1.49,210.0,388.67155,0.788,5354.0,0.884,4.587,0.017278,2
K05379.01,1,7.58,401.0,520.655224,4.313,5227.0,1.419,3.321,0.016092,2
K05380.01,1,3.24,270.0,369.93355,1.024,6158.0,1.08,4.453,0.028954,2
K05506.01,1,1.61,230.0,641.60204,1.031,6277.0,1.085,4.449,0.014294,2
K05509.01,1,1.41,613.0,28.406342,0.936,6085.0,0.952,4.474,0.01379,2
K05632.01,1,2.61,346.0,264.466625,1.236,6551.0,1.213,4.337,0.019316,2
K05633.01,1,4.35,616.0,151.77884,3.134,6328.0,1.542,3.634,0.012709,2
K05635.01,1,2.23,729.0,113.993156,2.496,7892.0,1.894,3.921,0.008176,2
K05758.01,1,2.7,317.0,102.493119,0.791,5166.0,0.871,4.583,0.031265,2
K05761.01,1,1.56,1379.0,6.13292733,2.034,5877.0,1.316,3.941,0.007003,2
K05762.01,1,1.37,689.0,12.63063129,0.798,5579.0,0.892,4.58,0.015742,2
K05764.01,1,2.03,180.0,286.02266,0.637,4368.0,0.624,4.624,0.029179,2
K05384.01,1,9.5,1064.0,7.95445779,1.196,6217.0,1.052,4.306,0.072733,2
K05385.01,1,6815.75,221.0,331.70918,0.805,5282.0,0.868,4.565,77.534561,2
K05387.01,1,1.17,167.0,297.78282,0.59,4192.0,0.577,4.657,0.018124,2
K05388.01,1,3.38,517.0,137.396194,2.655,5425.0,1.304,3.704,0.01166,2
K05389.01,1,1.73,241.0,365.739893,0.953,5420.0,0.825,4.396,0.016649,2
K05390.01,1,5.13,497.0,104.198102,2.024,5087.0,0.857,3.759,0.023198,2
K05511.01,1,1.68,590.0,74.833577,1.807,5933.0,1.07,3.953,0.008507,2
K05512.01,1,3.02,777.0,8.5852872,0.818,5488.0,0.913,4.57,0.033832,2
K05514.01,1,2.63,551.0,102.100752,1.83,6359.0,1.358,4.046,0.013136,2
K05515.01,1,6.46,1180.0,6.263491873,1.194,6247.0,0.936,4.255,0.049515,2
K05517.01,1,7.12,468.0,335.43143,4.721,5172.0,1.679,3.315,0.01382,2
K05518.01,1,3.1,198.0,558.21886,0.794,5679.0,0.886,4.581,0.035749,2
K05638.01,1,1.56,321.0,290.02002,1.148,6452.0,1.164,4.384,0.012446,2
K05639.01,1,4.92,395.0,279.21957,2.604,5159.0,1.101,3.648,0.017301,2
K05640.01,1,9.56,493.0,348.665961,4.89,5183.0,1.276,3.166,0.017899,2
K05642.01,1,2.56,405.0,222.28056,1.531,6543.0,1.268,4.17,0.015286,2
K05643.01,1,1.62,190.0,570.01886,0.79,5496.0,0.863,4.579,0.018755,2
K05769.01,1,0.97,937.0,7.58062893,1.041,5753.0,1.034,4.417,0.00854,2
K05393.01,1,18.92,579.0,248.421771,6.428,4895.0,1.533,3.008,0.026949,2
K05398.01,1,2.1,206.0,551.22396,0.887,5691.0,1.003,4.544,0.021706,2
K05897.01,1,2.53,172.0,395.94327,0.678,4596.0,0.714,4.63,0.034141,2
K05898.01,1,1.73,406.0,76.37924,0.936,5451.0,0.81,4.404,0.016922,2
K05899.01,1,1.28,450.0,58.669218,0.986,5548.0,0.961,4.433,0.011875,2
K05900.01,2,1.68,354.0,355.84731,1.493,6823.0,1.332,4.212,0.010324,2
K05901.01,1,1.29,597.0,61.611129,1.386,6533.0,1.184,4.227,0.008499,2
K05902.01,1,1.27,321.0,150.728285,0.871,5778.0,0.967,4.544,0.013405,2
K05903.01,1,2.06,253.0,253.790434,0.85,5426.0,0.902,4.535,0.022145,2
K05907.01,1,36.77,527.0,587.38162,11.839,4784.0,2.629,2.711,0.028445,2
K05909.01,1,1.36,738.0,7.07987663,0.806,4808.0,0.785,4.521,0.015507,2
K05910.01,1,1.75,494.0,91.240335,1.205,6493.0,1.065,4.305,0.013278,2
K05911.01,1,3.01,283.0,357.41382,1.076,6233.0,1.086,4.412,0.025637,2
K05912.01,1,2.25,302.0,359.854745,1.168,6495.0,1.19,4.379,0.017642,2
K05913.01,1,1.97,391.0,89.366114,0.875,5861.0,0.929,4.522,0.020614,2
K05915.01,1,1.81,519.0,37.6259039,0.871,5874.0,0.963,4.542,0.018992,2
K05917.01,1,1.56,503.0,41.9934673,0.915,5766.0,0.963,4.498,0.015566,2
K05918.01,1,1.46,353.0,94.67782,0.866,5360.0,0.869,4.503,0.015477,2
K05919.01,1,2.35,341.0,290.196139,1.403,6238.0,1.204,4.224,0.015371,2
K05921.01,1,3.96,591.0,175.452812,3.304,6184.0,1.516,3.58,0.010969,2
K05922.01,1,2.15,287.0,367.07446,1.116,6315.0,1.161,4.407,0.017647,2
K05923.01,1,10.75,444.0,366.684634,4.962,5090.0,2.023,3.353,0.019839,2
K05924.01,1,2.49,219.0,291.306507,0.748,5031.0,0.72,4.548,0.030489,2
K05925.01,1,1.97,503.0,93.006,1.742,5518.0,1.04,3.973,0.010359,2
K05929.01,1,4.92,223.0,466.002988,0.876,5830.0,0.97,4.54,0.051475,2
K05930.01,1,1.0,106.0,302.77571,0.303,3358.0,0.294,4.944,0.03016,2
K05932.01,1,2.79,233.0,355.86134,0.801,5736.0,0.892,4.576,0.031879,2
K05933.01,1,10.37,480.0,236.506437,3.9,5066.0,1.442,3.414,0.024357,2
K05934.01,1,6.13,632.0,19.3854894,0.913,5432.0,0.801,4.42,0.061464,2
K05937.01,1,3.53,420.0,357.588538,1.876,7435.0,1.547,4.082,0.017246,2
K05938.01,1,1.66,257.0,545.205601,1.155,6273.0,1.073,4.345,0.01313,2
K05939.01,1,1.52,449.0,105.053389,1.13,6471.0,1.147,4.392,0.012324,2
K05940.01,1,3.14,537.0,24.7967294,0.776,5496.0,0.869,4.592,0.037093,2
K05941.01,1,60.47,465.0,44.7060191,0.811,5509.0,0.727,4.482,0.682839,2
K05942.01,1,15.75,799.0,125.277815,7.738,5119.0,1.997,2.961,0.018635,2
K05943.01,1,1.87,719.0,27.2020672,1.396,5869.0,1.065,4.175,0.012294,2
K05945.01,1,4.58,829.0,40.7282314,2.231,6531.0,1.566,3.936,0.018806,2
K05948.01,1,1.23,222.0,398.51312,0.759,5776.0,0.83,4.596,0.014876,2
K05949.01,1,1.88,249.0,559.785594,1.111,6201.0,1.011,4.352,0.015474,2
K05950.01,1,1.0,314.0,109.43946,0.741,5359.0,0.823,4.611,0.012326,2
K05952.01,1,2.15,346.0,164.507439,1.02,5866.0,0.916,4.382,0.019279,2
K05953.01,1,4.03,219.0,370.84786,0.886,5291.0,0.989,4.539,0.041614,2
K05954.01,1,0.94,421.0,73.908995,0.918,5865.0,1.012,4.518,0.009385,2
K05956.01,1,3.19,321.0,212.646179,1.03,6108.0,1.132,4.466,0.028341,2
K05959.01,1,1.74,284.0,251.48808,0.902,5979.0,0.984,4.52,0.017704,2
K05960.01,1,1.62,687.0,32.4185265,1.441,5622.0,0.84,4.044,0.010304,2
K05961.01,1,25.24,424.0,19.15976088,0.516,4492.0,0.518,4.727,0.447952,2
K05964.01,1,0.85,591.0,32.033211,1.005,6039.0,1.108,4.478,0.007707,2
K05965.01,1,1.69,388.0,43.3975622,0.725,4871.0,0.778,4.608,0.021385,2
K05845.01,1,1.18,896.0,22.2659599,1.492,6888.0,1.363,4.223,0.007252,2
K05846.01,1,6.12,483.0,199.064336,3.436,5157.0,1.496,3.541,0.016309,2
K05847.01,1,17.56,605.0,277.114286,7.549,5117.0,2.012,2.986,0.021302,2
K05848.01,1,3.41,331.0,323.159363,1.811,5251.0,0.891,3.872,0.017259,2
K05849.01,1,1.13,639.0,21.512259,0.997,5611.0,0.962,4.424,0.010344,2
K05850.01,1,3.66,274.0,303.226376,0.955,5952.0,0.982,4.469,0.035058,2
K05967.01,1,4.84,1112.0,22.8631517,4.874,5043.0,1.893,3.339,0.00909,2
K05968.01,1,2.29,600.0,97.942437,2.284,5997.0,1.217,3.806,0.009176,2
K05971.01,1,1.08,149.0,493.30572,0.548,4558.0,0.544,4.697,0.018001,2
K05972.01,1,2.59,199.0,449.87203,0.786,5310.0,0.853,4.578,0.030192,2
K05973.01,1,1.82,285.0,419.93373,1.053,6686.0,1.074,4.425,0.01585,2
K05851.01,1,2.18,277.0,322.221973,1.006,6026.0,1.007,4.437,0.019817,2
K05852.01,1,3.2,304.0,235.413973,1.001,6028.0,1.073,4.468,0.029306,2
K05853.01,1,3.15,222.0,366.68293,0.869,5217.0,0.799,4.462,0.033201,2
K05854.01,1,2.93,302.0,240.57135,0.943,6146.0,1.02,4.497,0.028417,2
K05855.01,1,6.15,334.0,217.792748,1.283,5600.0,0.97,4.209,0.043916,2
K05974.01,1,0.49,761.0,4.76815507,0.649,4680.0,0.638,4.618,0.006925,2
K05978.01,1,1.78,209.0,364.18129,0.85,4988.0,0.829,4.498,0.019149,2
K05979.01,1,0.89,592.0,37.7935113,1.076,6178.0,1.098,4.417,0.007533,2
K05859.01,1,26.09,790.0,172.621943,9.343,5119.0,1.983,2.795,0.025576,2
K05860.01,1,6.17,425.0,264.708077,2.907,5283.0,1.277,3.617,0.019432,2
K05863.01,1,0.87,825.0,8.67237968,0.882,5620.0,0.893,4.498,0.009044,2
K05864.01,1,1.38,468.0,35.9216912,0.829,5161.0,0.775,4.49,0.015255,2
K05866.01,1,35.36,984.0,102.300622,9.435,4895.0,1.195,2.566,0.03432,2
K05867.01,1,14.76,510.0,359.8455,6.632,4945.0,1.835,3.058,0.020375,2
K05868.01,1,1.89,863.0,22.7783121,1.477,6538.0,1.153,4.162,0.011708,2
K05869.01,1,2.42,267.0,114.406187,0.691,4641.0,0.677,4.589,0.03211,2
