Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.02019,493.74242,7.15,358.0,5015.0,3.243,1.031,3.429,2
1,0.24062,9.942228056,22.15,740.0,5268.0,0.843,0.775,4.475,2
1,0.010324,22.2903562,1.13,632.0,5597.0,1.0,0.956,4.418,2
1,0.020178,55.180772,2.37,531.0,6306.0,1.076,1.126,4.426,2
1,0.024985,84.6405853,1.72,271.0,4386.0,0.63,0.616,4.629,2
1,0.02523,15.2024426,113.97,2955.0,3984.0,41.367,1.803,1.461,2
1,0.029248,110.089267,2.4,322.0,5465.0,0.75,0.817,4.6,2
1,0.023063,219.931324,2.3,279.0,5557.0,0.912,0.958,4.5,2
1,0.013645,385.29212,1.57,290.0,6440.0,1.053,0.916,4.355,2
1,0.015827,455.195496,2.09,290.0,6478.0,1.209,1.035,4.29,2
1,0.012561,50.55398,0.94,367.0,4895.0,0.687,0.698,4.609,2
1,0.100988,200.2350497,10.99,325.0,6108.0,0.997,1.072,4.471,2
1,0.012966,31.5034587,1.17,484.0,5269.0,0.823,0.91,4.567,2
1,0.009435,22.2381062,1.09,702.0,6192.0,1.055,1.097,4.433,2
1,0.014482,20.5477769,1.67,690.0,5922.0,1.057,1.095,4.429,2
1,0.083414,180.4118581,8.86,329.0,6032.0,0.973,1.055,4.485,2
1,0.018505,392.47291,5.46,442.0,6626.0,2.704,1.426,3.728,2
1,0.01253,581.729006,2.74,308.0,5765.0,2.005,1.007,3.837,2
1,0.010573,56.001782,1.54,584.0,6116.0,1.332,0.974,4.178,2
1,0.014575,69.932459,8.25,812.0,5207.0,5.183,1.946,3.298,2
1,0.017502,535.93723,1.83,227.0,6014.0,0.958,1.043,4.494,2
1,0.02246,313.051405,2.91,310.0,6218.0,1.185,1.072,4.322,2
1,0.006377,18.9828305,0.72,707.0,5962.0,1.035,1.083,4.443,2
1,0.015415,357.437578,3.13,422.0,7610.0,1.862,1.693,4.127,2
1,0.011192,215.634356,1.92,404.0,6163.0,1.568,1.03,4.06,2
1,0.014471,30.928898,8.1,1051.0,5029.0,5.127,1.653,3.237,2
1,0.020508,293.392635,6.84,428.0,5203.0,3.055,1.051,3.489,2
1,0.033746,5.43361347,2.09,548.0,3694.0,0.566,0.567,4.686,2
1,0.023531,348.96347,2.04,198.0,4823.0,0.792,0.837,4.564,2
1,0.012476,59.4037839,1.65,570.0,6373.0,1.209,0.961,4.256,2
1,0.017259,43.581043,1.94,558.0,6225.0,1.031,1.091,4.45,2
1,0.02929,327.063,2.82,248.0,5750.0,0.882,0.98,4.538,2
1,0.011226,651.07431,1.55,234.0,5696.0,1.261,0.959,4.218,2
1,0.019512,49.1782244,1.79,468.0,5674.0,0.839,0.764,4.473,2
1,0.016478,271.790292,2.38,354.0,6484.0,1.32,1.151,4.258,2
1,0.006634,3.5645249,0.6,1029.0,5435.0,0.824,0.937,4.578,2
1,0.007137,48.2455501,0.64,449.0,5441.0,0.827,0.756,4.481,2
1,0.026277,377.311149,2.56,243.0,5897.0,0.891,0.983,4.531,2
1,0.015977,265.741374,3.24,413.0,6537.0,1.859,1.397,4.044,2
1,0.028801,470.65357,2.99,238.0,6039.0,0.951,1.027,4.493,2
1,0.015424,15.18575582,2.26,922.0,6311.0,1.339,1.05,4.207,2
1,0.010161,26.092284,1.35,717.0,6346.0,1.214,1.241,4.362,2
1,0.04181,47.0628978,4.1,483.0,5838.0,0.897,0.992,4.529,2
1,0.018008,100.345648,1.57,325.0,5180.0,0.8,0.825,4.548,2
1,0.010762,111.187116,1.51,440.0,5806.0,1.281,0.881,4.168,2
1,0.011039,27.765596,1.2,605.0,5897.0,0.999,1.088,4.476,2
1,0.024198,367.6758,2.77,271.0,6140.0,1.048,1.142,4.455,2
1,0.025386,354.21154,8.41,363.0,4842.0,3.035,1.227,3.562,2
1,0.018205,171.028691,2.49,376.0,6123.0,1.252,1.229,4.332,2
1,0.014651,624.90338,2.77,320.0,7089.0,1.729,1.532,4.148,2
1,0.01702,25.5338535,1.18,410.0,4445.0,0.635,0.629,4.63,2
1,0.026027,339.18998,2.75,253.0,5544.0,0.966,0.859,4.402,2
1,0.026683,349.73652,2.32,216.0,5310.0,0.796,0.886,4.582,2
1,0.010045,436.18813,1.64,331.0,6499.0,1.497,0.993,4.084,2
1,0.014732,21.1579573,1.63,682.0,6063.0,1.012,1.117,4.476,2
1,0.021658,169.330666,16.68,698.0,5106.0,7.052,1.839,3.006,2
1,0.040458,249.35154,4.42,289.0,5780.0,1.0,1.0,4.438,2
1,0.017835,371.56492,1.89,259.0,5735.0,0.972,0.773,4.351,2
1,0.026123,546.53309,1.03,94.0,3434.0,0.36,0.368,4.892,2
1,0.016329,364.63189,2.06,298.0,6446.0,1.155,1.17,4.381,2
1,0.016511,330.738115,4.42,375.0,5458.0,2.453,1.248,3.755,2
1,0.020017,78.876125,2.03,427.0,6046.0,0.927,1.011,4.509,2
1,0.018717,444.04257,1.48,211.0,5776.0,0.726,0.807,4.622,2
1,0.02104,211.330867,2.09,300.0,5941.0,0.911,1.001,4.519,2
1,0.017042,105.5904748,8.16,670.0,4869.0,4.383,1.094,3.193,2
1,0.016926,550.86514,2.06,238.0,5912.0,1.115,1.056,4.367,2
1,0.022564,380.39474,1.84,224.0,5772.0,0.745,0.823,4.608,2
1,0.0171,12.5747207,1.45,693.0,5654.0,0.774,0.865,4.59,2
1,0.022464,33.3726538,1.95,491.0,5504.0,0.796,0.892,4.583,2
1,0.023971,143.163697,20.03,741.0,5145.0,7.653,2.394,3.05,2
1,0.02593,282.0309,3.22,315.0,6343.0,1.137,1.213,4.411,2
1,0.015092,179.25465,1.35,301.0,5692.0,0.82,0.77,4.496,2
1,0.01775,65.752109,2.0,458.0,5816.0,1.03,1.047,4.432,2
1,0.015933,59.9655175,1.92,481.0,5729.0,1.105,1.048,4.372,2
1,0.02164,112.951287,15.19,783.0,5215.0,6.428,1.782,3.073,2
1,0.017948,103.363691,2.0,385.0,5762.0,1.022,1.103,4.461,2
1,0.11064,276.879492,11.67,260.0,5324.0,0.966,0.846,4.396,2
1,0.02299,418.04355,13.73,463.0,5110.0,5.469,1.668,3.184,2
1,0.023161,370.05918,1.9,206.0,5228.0,0.751,0.806,4.592,2
1,0.011255,19.4534296,1.25,744.0,6372.0,1.015,1.066,4.453,2
1,0.007353,232.916142,1.2,361.0,5807.0,1.496,1.046,4.108,2
2,0.70871,44.7055876,72.59,509.0,5942.0,0.938,1.028,4.506,2
2,0.020101,57.3888262,1.88,406.0,5242.0,0.856,0.869,4.512,2
2,0.008853,14.5168151,1.82,1030.0,5934.0,1.885,1.141,3.945,2
1,0.0238,359.98653,1.76,200.0,5171.0,0.677,0.706,4.626,2
1,0.019438,573.23826,6.93,338.0,5172.0,3.264,1.33,3.534,2
1,0.024308,314.765374,2.0,217.0,5228.0,0.755,0.836,4.6,2
1,0.025486,438.98396,32.58,599.0,5053.0,11.706,2.939,2.77,2
1,0.028528,288.07937,3.01,269.0,5825.0,0.965,1.083,4.504,2
1,0.037706,198.895864,3.33,264.0,5184.0,0.808,0.756,4.502,2
1,0.010359,5.1779065,2.93,1636.0,5921.0,2.589,1.427,3.766,2
1,0.019837,474.22897,2.0,225.0,5818.0,0.925,1.039,4.523,2
1,0.028498,371.50631,2.88,242.0,5696.0,0.924,0.965,4.491,2
1,0.010025,62.312419,6.15,838.0,4999.0,5.615,2.012,3.243,2
1,0.031713,426.942225,2.32,187.0,5126.0,0.669,0.685,4.623,2
1,0.020322,83.499618,1.72,343.0,5141.0,0.773,0.731,4.526,2
1,0.020947,91.507044,1.43,302.0,5040.0,0.626,0.616,4.635,2
1,0.027569,188.664098,2.02,232.0,4788.0,0.672,0.655,4.599,2
1,0.01218,75.636309,1.32,447.0,6072.0,0.994,1.054,4.467,2
1,0.023522,492.23808,2.19,209.0,5609.0,0.854,0.937,4.546,2
1,0.016695,198.6004,4.6,458.0,5357.0,2.522,1.014,3.641,2
1,0.004029,5.71966537,0.82,1479.0,6356.0,1.865,1.227,3.985,2
1,0.020086,201.621794,2.02,309.0,5919.0,0.923,0.945,4.483,2
1,0.010928,24.6777128,6.04,1176.0,4995.0,5.058,1.225,3.118,2
1,0.039718,54.6957124,3.28,405.0,5299.0,0.757,0.715,4.535,2
1,0.017795,284.699924,2.0,293.0,6054.0,1.028,1.023,4.425,2
1,0.01975,402.20969,10.03,452.0,4961.0,4.649,1.067,3.131,2
1,0.016922,584.55603,6.69,354.0,5208.0,3.62,1.37,3.458,2
1,0.011049,69.775633,1.19,480.0,6224.0,0.983,0.91,4.413,2
1,0.010009,58.5029431,1.54,611.0,6525.0,1.412,1.196,4.215,2
1,0.019329,415.748785,3.24,283.0,5324.0,1.534,0.912,4.027,2
1,0.008131,24.1527864,0.97,701.0,6223.0,1.095,1.073,4.392,2
1,0.007326,11.1734401,1.4,1279.0,7372.0,1.752,1.552,4.142,2
1,0.019261,428.379308,2.0,236.0,5574.0,0.953,0.798,4.381,2
1,0.020827,392.72811,1.85,226.0,5701.0,0.815,0.877,4.558,2
1,0.027834,374.05697,2.34,209.0,5302.0,0.771,0.865,4.595,2
1,0.020722,339.633833,2.04,250.0,5823.0,0.901,0.984,4.522,2
1,0.011447,140.884533,1.52,392.0,5960.0,1.213,1.087,4.306,2
1,0.006966,100.494129,1.33,523.0,6018.0,1.75,1.24,4.036,2
1,0.012479,182.453195,1.26,332.0,6164.0,0.927,0.952,4.483,2
1,0.018923,383.26217,1.57,203.0,5074.0,0.761,0.725,4.536,2
1,0.047601,178.266978,3.71,241.0,4899.0,0.713,0.818,4.624,2
1,0.010402,30.9771151,4.3,950.0,5197.0,3.784,1.483,3.453,2
1,0.013275,14.2673439,1.21,657.0,5475.0,0.837,0.944,4.567,2
1,0.01238,541.04472,1.08,206.0,5829.0,0.802,0.879,4.575,2
1,0.024231,514.271499,3.01,258.0,6343.0,1.137,1.213,4.411,2
1,0.021513,571.14302,2.22,210.0,5751.0,0.943,1.06,4.514,2
1,0.038802,540.39267,3.63,206.0,5693.0,0.856,0.95,4.551,2
1,0.014009,190.905243,1.73,356.0,6098.0,1.131,0.976,4.321,2
1,0.011132,20.5142642,1.14,598.0,5221.0,0.936,0.843,4.422,2
1,0.021121,495.854189,2.41,230.0,5613.0,1.044,0.948,4.378,2
1,0.02448,318.25858,2.03,212.0,5108.0,0.759,0.833,4.596,2
1,0.015929,184.883155,2.82,393.0,5620.0,1.621,1.042,4.036,2
1,0.011693,11.006795,1.34,874.0,6091.0,1.047,1.058,4.424,2
2,0.019514,177.37583,1.96,314.0,5849.0,0.919,1.014,4.517,2
1,0.021866,366.55705,2.63,266.0,5857.0,1.1,1.116,4.403,2
1,0.013187,124.887214,1.78,435.0,6103.0,1.234,0.898,4.209,2
1,0.019401,295.958914,2.1,265.0,5505.0,0.992,0.871,4.386,2
1,0.025231,120.938669,2.32,333.0,5456.0,0.843,0.777,4.477,2
1,0.006892,362.22202,0.96,312.0,6113.0,1.277,0.874,4.168,2
1,0.016903,631.99116,1.86,210.0,5594.0,1.006,0.901,4.387,2
1,0.014746,557.92882,2.97,300.0,5553.0,1.844,0.792,3.805,2
1,71.139206,77.51257,28199.3,702.0,5261.0,3.63,1.383,3.459,2
1,0.039755,46.969389,7.45,638.0,5401.0,1.717,0.824,3.885,2
1,0.025882,206.801125,24.34,675.0,5048.0,8.611,2.571,2.978,2
1,0.025298,14.0019064,17.96,1646.0,4883.0,6.502,0.936,2.783,2
1,0.025799,525.757041,11.07,372.0,5277.0,3.931,1.764,3.495,2
1,0.01184,313.82752,1.26,272.0,5914.0,0.973,0.981,4.453,2
1,0.014323,425.593391,2.25,278.0,5458.0,1.441,0.931,4.09,2
1,0.022527,237.819002,2.55,302.0,5878.0,1.035,1.038,4.424,2
1,0.027362,581.87357,2.96,218.0,5897.0,0.992,1.106,4.489,2
1,0.020119,15.9961296,1.71,560.0,4949.0,0.777,0.855,4.588,2
1,0.011018,7.62210397,3.8,1422.0,5222.0,3.162,1.312,3.556,2
1,0.010507,0.9886684,3.18,3183.0,6456.0,2.773,1.49,3.725,2
1,0.025166,14.5555096,2.03,594.0,5176.0,0.738,0.826,4.612,2
1,0.030705,114.12716,2.76,295.0,4816.0,0.823,0.795,4.508,2
1,0.028101,17.0497376,45.89,1971.0,5039.0,14.954,3.149,2.587,2
1,0.007917,2.64181261,0.59,834.0,4147.0,0.683,0.678,4.601,2
1,0.021006,583.8531,1.97,196.0,5591.0,0.86,0.977,4.559,2
1,0.014005,72.782432,11.19,924.0,5099.0,7.317,2.049,3.021,2
1,0.027406,10.55224191,1.75,485.0,4031.0,0.585,0.578,4.666,2
1,0.032546,440.171272,5.97,334.0,6261.0,1.679,1.03,4.001,2
1,0.014979,37.537859,1.77,583.0,6095.0,1.082,1.15,4.429,2
1,0.02321,474.96952,2.44,249.0,6287.0,0.962,1.002,4.473,2
1,0.017122,74.624063,1.75,448.0,6187.0,0.937,1.011,4.499,2
1,0.025788,416.9504,7.35,377.0,5751.0,2.611,1.269,3.708,2
1,0.025444,574.65297,2.28,196.0,5596.0,0.821,0.879,4.553,2
1,0.008868,21.9578446,0.78,533.0,5192.0,0.802,0.896,4.583,2
1,0.038118,373.41509,2.55,158.0,4236.0,0.612,0.599,4.642,2
1,0.014396,107.904526,1.26,337.0,5565.0,0.802,0.879,4.574,2
1,0.016613,282.029084,2.33,363.0,6886.0,1.287,1.227,4.305,2
1,0.011821,3.1318392,1.5,1443.0,6070.0,1.159,0.863,4.246,2
1,0.017454,207.767894,3.52,379.0,5210.0,1.849,0.976,3.894,2
1,0.016621,82.508054,14.04,878.0,4986.0,7.733,2.231,3.01,2
1,0.0104,113.083522,1.59,450.0,5903.0,1.4,1.079,4.179,2
1,0.015559,381.37504,1.24,212.0,5513.0,0.729,0.796,4.614,2
1,0.016075,529.39169,4.4,319.0,5283.0,2.504,1.144,3.699,2
1,0.016489,495.51899,2.94,305.0,6043.0,1.634,1.062,4.038,2
1,0.011183,388.048463,3.0,376.0,5779.0,2.46,1.29,3.765,2
1,0.017904,34.0269868,1.57,455.0,4999.0,0.801,0.764,4.514,2
1,0.014561,173.219879,2.41,405.0,6007.0,1.518,1.215,4.158,2
1,0.023257,511.882,2.56,241.0,6141.0,1.007,1.046,4.454,2
1,0.014748,96.16705,1.15,313.0,5147.0,0.716,0.779,4.617,2
1,0.022565,208.800733,2.88,347.0,6208.0,1.168,1.175,4.372,2
1,0.00782,17.634272,1.69,842.0,4885.0,1.979,0.933,3.815,2
1,0.015645,208.047137,2.05,363.0,5991.0,1.2,0.784,4.175,2
1,0.021046,30.561533,1.53,379.0,4294.0,0.664,0.654,4.609,2
1,0.021637,292.09809,2.09,267.0,5955.0,0.883,0.972,4.534,2
1,0.009991,578.21623,3.54,328.0,5166.0,3.244,1.529,3.6,2
1,0.025661,56.648588,2.19,377.0,5023.0,0.782,0.821,4.565,2
1,0.010812,53.554546,3.1,769.0,6039.0,2.622,1.442,3.76,2
1,0.018231,119.079642,17.89,795.0,4849.0,8.984,2.573,2.942,2
1,0.015877,20.5858591,1.31,586.0,5523.0,0.753,0.695,4.526,2
1,0.014147,113.573945,3.45,496.0,5155.0,2.233,1.067,3.768,2
1,0.025176,542.91133,2.27,199.0,5583.0,0.824,0.899,4.559,2
1,0.039865,287.75613,3.4,215.0,4965.0,0.781,0.856,4.586,2
1,0.023873,189.961729,1.93,260.0,5335.0,0.742,0.83,4.613,2
1,0.015394,169.415073,2.32,413.0,6362.0,1.378,1.199,4.238,2
1,0.015468,57.7749373,1.85,524.0,6277.0,1.097,1.148,4.417,2
1,0.015898,81.704814,1.65,442.0,6099.0,0.95,0.867,4.421,2
1,0.023475,578.21805,2.44,223.0,6089.0,0.95,1.031,4.495,2
1,0.016272,317.009388,4.03,345.0,5066.0,2.27,1.15,3.787,2
1,0.021978,482.51701,2.3,242.0,6168.0,0.96,1.034,4.488,2
1,0.007848,7.77710639,0.73,773.0,5073.0,0.851,0.8,4.481,2
1,0.047626,233.64574,5.2,296.0,5780.0,1.0,1.0,4.438,2
1,0.018366,27.285315,2.19,678.0,6304.0,1.094,1.11,4.407,2
1,0.019095,445.351255,3.66,370.0,7202.0,1.755,1.454,4.112,2
1,0.015182,97.5137491,5.27,630.0,5437.0,3.18,1.372,3.57,2
1,0.024905,549.42772,2.64,223.0,5957.0,0.971,1.083,4.498,2
1,0.018643,284.666844,8.98,486.0,5248.0,4.413,1.66,3.368,2
1,0.019514,148.179343,2.52,367.0,5635.0,1.183,0.967,4.278,2
1,0.018892,376.934014,2.13,274.0,6074.0,1.034,0.913,4.369,2
1,0.023077,17.168095,4.81,603.0,5053.0,1.907,0.885,3.824,2
1,0.023645,403.163148,2.49,240.0,5812.0,0.963,1.079,4.504,2
1,0.020144,341.557931,6.81,393.0,5138.0,3.098,1.245,3.551,2
1,0.013209,476.91977,2.49,321.0,6282.0,1.725,1.257,4.063,2
1,0.03717,9.011888,7.04,1105.0,5627.0,1.735,1.103,4.002,2
1,0.032459,351.25069,2.23,186.0,4828.0,0.63,0.616,4.63,2
1,0.031252,65.3558881,2.61,337.0,4703.0,0.764,0.755,4.55,2
1,0.017476,39.399926,1.52,499.0,5913.0,0.795,0.898,4.581,2
1,0.011288,126.586058,1.54,460.0,6611.0,1.249,1.057,4.269,2
1,0.026506,2.7200197,1.53,713.0,3939.0,0.527,0.55,4.735,2
1,0.030393,18.347081,5.65,855.0,5465.0,1.702,0.983,3.968,2
1,0.036227,57.140035,5.78,588.0,5936.0,1.46,0.986,4.103,2
1,0.031358,31.70757465,2.96,547.0,5861.0,0.865,0.957,4.546,2
1,0.03519,9.3589254,17.37,1528.0,5188.0,4.521,1.583,3.327,2
1,0.063974,4.15472242,23.47,2292.0,6996.0,3.359,1.742,3.627,2
1,0.018172,87.565484,2.12,437.0,6064.0,1.069,1.121,4.429,2
1,0.017373,535.1515,2.7,258.0,5468.0,1.423,0.898,4.085,2
1,1.35192,495.40462,152.21,248.0,6225.0,1.031,1.091,4.45,2
1,0.028863,353.65927,2.58,223.0,5438.0,0.82,0.92,4.574,2
1,0.023367,346.4174,2.41,251.0,5754.0,0.946,1.008,4.49,2
1,0.015758,161.651504,2.22,377.0,5725.0,1.289,0.988,4.212,2
1,0.012568,376.24253,1.32,254.0,5916.0,0.96,0.976,4.463,2
1,0.009617,21.7997515,1.01,674.0,6122.0,0.964,1.041,4.487,2
1,0.010802,54.595746,2.0,649.0,6014.0,1.699,1.027,3.989,2
1,0.022331,585.64118,2.2,207.0,5779.0,0.901,0.993,4.526,2
1,0.024374,48.8130123,2.95,553.0,6202.0,1.11,1.113,4.395,2
1,0.026475,441.61919,1.71,152.0,4351.0,0.592,0.582,4.659,2
1,0.023412,318.49078,3.01,301.0,6026.0,1.176,1.01,4.302,2
1,0.027809,362.0619,2.12,203.0,5271.0,0.698,0.773,4.636,2
1,0.259038,11.37444271,22.86,687.0,5297.0,0.808,0.838,4.546,2
1,0.015683,411.447056,2.86,342.0,6519.0,1.672,1.311,4.108,2
1,0.012571,29.9371143,1.19,501.0,5115.0,0.866,0.808,4.47,2
1,0.021318,651.358046,14.58,411.0,5122.0,6.261,2.123,3.172,2
1,0.014605,33.3037881,1.14,422.0,4899.0,0.713,0.818,4.624,2
1,0.012474,212.60398,1.64,337.0,5834.0,1.207,1.022,4.284,2
1,0.011871,50.550788,5.0,790.0,5031.0,3.859,1.47,3.433,2
1,0.019732,285.374561,5.94,423.0,5142.0,2.756,0.817,3.47,2
1,0.005735,93.359737,1.05,592.0,6809.0,1.673,1.224,4.078,2
1,0.016292,122.58481,1.19,279.0,5003.0,0.669,0.654,4.602,2
1,0.010518,84.934357,1.6,531.0,6290.0,1.395,1.016,4.156,2
1,0.01219,421.98194,2.02,334.0,6760.0,1.515,1.314,4.193,2
1,0.041405,116.454312,3.33,306.0,5197.0,0.736,0.697,4.548,2
1,0.048886,397.499229,6.57,293.0,6423.0,1.231,1.296,4.37,2
1,0.017666,24.9093027,1.32,452.0,4810.0,0.685,0.751,4.633,2
1,0.011257,192.138741,1.93,407.0,6065.0,1.569,1.126,4.098,2
1,0.030626,281.95332,2.31,204.0,4864.0,0.692,0.746,4.628,2
1,0.017278,388.67155,1.49,210.0,5354.0,0.788,0.884,4.587,2
1,0.016092,520.655224,7.58,401.0,5227.0,4.313,1.419,3.321,2
1,0.028954,369.93355,3.24,270.0,6158.0,1.024,1.08,4.453,2
1,0.014294,641.60204,1.61,230.0,6277.0,1.031,1.085,4.449,2
1,0.01379,28.406342,1.41,613.0,6085.0,0.936,0.952,4.474,2
1,0.019316,264.466625,2.61,346.0,6551.0,1.236,1.213,4.337,2
1,0.012709,151.77884,4.35,616.0,6328.0,3.134,1.542,3.634,2
1,0.008176,113.993156,2.23,729.0,7892.0,2.496,1.894,3.921,2
1,0.031265,102.493119,2.7,317.0,5166.0,0.791,0.871,4.583,2
1,0.007003,6.13292733,1.56,1379.0,5877.0,2.034,1.316,3.941,2
1,0.015742,12.63063129,1.37,689.0,5579.0,0.798,0.892,4.58,2
1,0.029179,286.02266,2.03,180.0,4368.0,0.637,0.624,4.624,2
1,0.072733,7.95445779,9.5,1064.0,6217.0,1.196,1.052,4.306,2
1,77.534561,331.70918,6815.75,221.0,5282.0,0.805,0.868,4.565,2
1,0.018124,297.78282,1.17,167.0,4192.0,0.59,0.577,4.657,2
1,0.01166,137.396194,3.38,517.0,5425.0,2.655,1.304,3.704,2
1,0.016649,365.739893,1.73,241.0,5420.0,0.953,0.825,4.396,2
1,0.023198,104.198102,5.13,497.0,5087.0,2.024,0.857,3.759,2
1,0.008507,74.833577,1.68,590.0,5933.0,1.807,1.07,3.953,2
1,0.033832,8.5852872,3.02,777.0,5488.0,0.818,0.913,4.57,2
1,0.013136,102.100752,2.63,551.0,6359.0,1.83,1.358,4.046,2
1,0.049515,6.263491873,6.46,1180.0,6247.0,1.194,0.936,4.255,2
1,0.01382,335.43143,7.12,468.0,5172.0,4.721,1.679,3.315,2
1,0.035749,558.21886,3.1,198.0,5679.0,0.794,0.886,4.581,2
1,0.012446,290.02002,1.56,321.0,6452.0,1.148,1.164,4.384,2
1,0.017301,279.21957,4.92,395.0,5159.0,2.604,1.101,3.648,2
1,0.017899,348.665961,9.56,493.0,5183.0,4.89,1.276,3.166,2
1,0.015286,222.28056,2.56,405.0,6543.0,1.531,1.268,4.17,2
1,0.018755,570.01886,1.62,190.0,5496.0,0.79,0.863,4.579,2
1,0.00854,7.58062893,0.97,937.0,5753.0,1.041,1.034,4.417,2
1,0.026949,248.421771,18.92,579.0,4895.0,6.428,1.533,3.008,2
1,0.021706,551.22396,2.1,206.0,5691.0,0.887,1.003,4.544,2
1,0.034141,395.94327,2.53,172.0,4596.0,0.678,0.714,4.63,2
1,0.016922,76.37924,1.73,406.0,5451.0,0.936,0.81,4.404,2
1,0.011875,58.669218,1.28,450.0,5548.0,0.986,0.961,4.433,2
2,0.010324,355.84731,1.68,354.0,6823.0,1.493,1.332,4.212,2
1,0.008499,61.611129,1.29,597.0,6533.0,1.386,1.184,4.227,2
1,0.013405,150.728285,1.27,321.0,5778.0,0.871,0.967,4.544,2
1,0.022145,253.790434,2.06,253.0,5426.0,0.85,0.902,4.535,2
1,0.028445,587.38162,36.77,527.0,4784.0,11.839,2.629,2.711,2
1,0.015507,7.07987663,1.36,738.0,4808.0,0.806,0.785,4.521,2
1,0.013278,91.240335,1.75,494.0,6493.0,1.205,1.065,4.305,2
1,0.025637,357.41382,3.01,283.0,6233.0,1.076,1.086,4.412,2
1,0.017642,359.854745,2.25,302.0,6495.0,1.168,1.19,4.379,2
1,0.020614,89.366114,1.97,391.0,5861.0,0.875,0.929,4.522,2
1,0.018992,37.6259039,1.81,519.0,5874.0,0.871,0.963,4.542,2
1,0.015566,41.9934673,1.56,503.0,5766.0,0.915,0.963,4.498,2
1,0.015477,94.67782,1.46,353.0,5360.0,0.866,0.869,4.503,2
1,0.015371,290.196139,2.35,341.0,6238.0,1.403,1.204,4.224,2
1,0.010969,175.452812,3.96,591.0,6184.0,3.304,1.516,3.58,2
1,0.017647,367.07446,2.15,287.0,6315.0,1.116,1.161,4.407,2
1,0.019839,366.684634,10.75,444.0,5090.0,4.962,2.023,3.353,2
1,0.030489,291.306507,2.49,219.0,5031.0,0.748,0.72,4.548,2
1,0.010359,93.006,1.97,503.0,5518.0,1.742,1.04,3.973,2
1,0.051475,466.002988,4.92,223.0,5830.0,0.876,0.97,4.54,2
1,0.03016,302.77571,1.0,106.0,3358.0,0.303,0.294,4.944,2
1,0.031879,355.86134,2.79,233.0,5736.0,0.801,0.892,4.576,2
1,0.024357,236.506437,10.37,480.0,5066.0,3.9,1.442,3.414,2
1,0.061464,19.3854894,6.13,632.0,5432.0,0.913,0.801,4.42,2
1,0.017246,357.588538,3.53,420.0,7435.0,1.876,1.547,4.082,2
1,0.01313,545.205601,1.66,257.0,6273.0,1.155,1.073,4.345,2
1,0.012324,105.053389,1.52,449.0,6471.0,1.13,1.147,4.392,2
1,0.037093,24.7967294,3.14,537.0,5496.0,0.776,0.869,4.592,2
1,0.682839,44.7060191,60.47,465.0,5509.0,0.811,0.727,4.482,2
1,0.018635,125.277815,15.75,799.0,5119.0,7.738,1.997,2.961,2
1,0.012294,27.2020672,1.87,719.0,5869.0,1.396,1.065,4.175,2
1,0.018806,40.7282314,4.58,829.0,6531.0,2.231,1.566,3.936,2
1,0.014876,398.51312,1.23,222.0,5776.0,0.759,0.83,4.596,2
1,0.015474,559.785594,1.88,249.0,6201.0,1.111,1.011,4.352,2
1,0.012326,109.43946,1.0,314.0,5359.0,0.741,0.823,4.611,2
1,0.019279,164.507439,2.15,346.0,5866.0,1.02,0.916,4.382,2
1,0.041614,370.84786,4.03,219.0,5291.0,0.886,0.989,4.539,2
1,0.009385,73.908995,0.94,421.0,5865.0,0.918,1.012,4.518,2
1,0.028341,212.646179,3.19,321.0,6108.0,1.03,1.132,4.466,2
1,0.017704,251.48808,1.74,284.0,5979.0,0.902,0.984,4.52,2
1,0.010304,32.4185265,1.62,687.0,5622.0,1.441,0.84,4.044,2
1,0.447952,19.15976088,25.24,424.0,4492.0,0.516,0.518,4.727,2
1,0.007707,32.033211,0.85,591.0,6039.0,1.005,1.108,4.478,2
1,0.021385,43.3975622,1.69,388.0,4871.0,0.725,0.778,4.608,2
1,0.007252,22.2659599,1.18,896.0,6888.0,1.492,1.363,4.223,2
1,0.016309,199.064336,6.12,483.0,5157.0,3.436,1.496,3.541,2
1,0.021302,277.114286,17.56,605.0,5117.0,7.549,2.012,2.986,2
1,0.017259,323.159363,3.41,331.0,5251.0,1.811,0.891,3.872,2
1,0.010344,21.512259,1.13,639.0,5611.0,0.997,0.962,4.424,2
1,0.035058,303.226376,3.66,274.0,5952.0,0.955,0.982,4.469,2
1,0.00909,22.8631517,4.84,1112.0,5043.0,4.874,1.893,3.339,2
1,0.009176,97.942437,2.29,600.0,5997.0,2.284,1.217,3.806,2
1,0.018001,493.30572,1.08,149.0,4558.0,0.548,0.544,4.697,2
1,0.030192,449.87203,2.59,199.0,5310.0,0.786,0.853,4.578,2
1,0.01585,419.93373,1.82,285.0,6686.0,1.053,1.074,4.425,2
1,0.019817,322.221973,2.18,277.0,6026.0,1.006,1.007,4.437,2
1,0.029306,235.413973,3.2,304.0,6028.0,1.001,1.073,4.468,2
1,0.033201,366.68293,3.15,222.0,5217.0,0.869,0.799,4.462,2
1,0.028417,240.57135,2.93,302.0,6146.0,0.943,1.02,4.497,2
1,0.043916,217.792748,6.15,334.0,5600.0,1.283,0.97,4.209,2
1,0.006925,4.76815507,0.49,761.0,4680.0,0.649,0.638,4.618,2
