Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
2,0.008903,3.08942807,1.07,1361.0,6137.0,1.103,1.165,4.418,2
1,0.009391,21.2360024,2.62,1048.0,6035.0,2.559,1.328,3.745,2
1,0.257211,14.59150445,36.85,879.0,5940.0,1.312,0.993,4.199,2
1,0.011446,1.242639742,1.02,1487.0,5520.0,0.818,0.917,4.572,2
1,0.006191,0.536650319,1.35,3195.0,6020.0,2.0,1.22,3.922,2
2,0.007881,6.09595681,1.26,1259.0,6313.0,1.467,1.325,4.228,2
2,0.014901,13.2511214,1.98,850.0,5850.0,1.217,1.072,4.297,2
2,0.014968,11.682369,1.45,802.0,6089.0,0.889,0.971,4.527,2
2,0.008451,10.12956201,0.78,736.0,5383.0,0.842,0.874,4.528,2
2,0.009854,15.6112238,0.91,637.0,5383.0,0.842,0.874,4.528,2
1,0.028166,21.61313362,1.94,503.0,5267.0,0.632,0.701,4.681,2
1,0.016161,27.9430245,2.21,718.0,6468.0,1.25,1.313,4.363,2
2,0.022053,4.53702121,1.66,798.0,4805.0,0.688,0.769,4.633,2
2,0.014052,0.977311489,1.06,1331.0,4805.0,0.688,0.769,4.633,2
2,0.024449,7.32851947,2.33,807.0,5135.0,0.874,0.812,4.464,2
1,0.010913,0.896382269,1.0,1810.0,5837.0,0.843,0.824,4.502,2
1,0.007587,11.45541896,1.12,975.0,6231.0,1.356,1.269,4.276,2
4,0.01478,44.433726,1.85,538.0,5596.0,1.145,0.95,4.298,2
2,0.011285,3.91679553,0.85,851.0,4889.0,0.686,0.759,4.637,2
1,0.015664,43.1024434,1.88,539.0,5741.0,1.097,1.017,4.365,2
3,0.028295,31.4452709,4.55,721.0,6172.0,1.471,1.25,4.198,2
2,0.021548,8.85686712,1.88,714.0,5017.0,0.797,0.76,4.516,2
1,0.018005,12.99065074,2.02,790.0,5787.0,1.027,0.971,4.402,2
1,0.033535,82.6595174,2.03,233.0,3952.0,0.553,0.572,4.716,2
1,0.022134,24.3367026,1.95,526.0,5141.0,0.806,0.758,4.505,2
1,0.012934,7.40985182,1.18,818.0,5462.0,0.836,0.926,4.56,2
3,0.009192,15.5943758,1.08,801.0,6249.0,1.076,1.13,4.428,2
5,0.056351,75.731195,3.47,237.0,3891.0,0.564,0.605,4.718,2
3,0.064635,152.1060435,11.58,458.0,6200.0,1.64,1.158,4.072,2
2,0.010066,7.25101997,0.91,807.0,5382.0,0.827,0.928,4.571,2
2,0.018721,57.3840375,1.62,397.0,5250.0,0.79,0.79,4.541,2
2,0.006083,2.5738437,0.57,1129.0,5115.0,0.854,0.798,4.477,2
4,0.022291,98.353149,4.13,552.0,6366.0,1.697,1.164,4.045,2
3,0.006649,10.18318233,0.79,867.0,5843.0,1.084,1.131,4.421,2
3,0.005154,6.2321233,0.61,1021.0,5843.0,1.084,1.131,4.421,2
3,0.005482,8.2942929,0.65,928.0,5843.0,1.084,1.131,4.421,2
2,0.039948,10.16102353,4.62,904.0,6032.0,1.06,0.999,4.387,2
1,0.035889,12.82993461,3.31,734.0,5862.0,0.844,0.935,4.555,2
1,0.125784,809.0141881,14.38,216.0,6230.0,1.047,0.993,4.397,2
3,0.006282,2.47240869,0.36,887.0,4729.0,0.525,0.534,4.726,2
1,0.031664,11.53029332,3.98,873.0,5770.0,1.152,0.942,4.289,2
2,0.010353,7.9069765,1.13,994.0,6347.0,0.996,1.053,4.464,2
4,0.00557,13.9509565,0.75,849.0,5888.0,1.227,1.036,4.275,2
1,0.030924,16.30141333,3.84,805.0,6072.0,1.138,1.004,4.328,2
3,0.038975,24.61480613,4.2,586.0,5312.0,0.986,0.859,4.384,2
1,0.087283,3.687469832,5.78,690.0,4004.0,0.606,0.611,4.659,2
4,0.007581,84.799829,1.16,491.0,5619.0,1.406,0.848,4.07,2
2,0.012708,9.340538,0.84,530.0,4200.0,0.607,0.622,4.664,2
3,0.024125,330.071558,2.94,286.0,5933.0,1.115,0.998,4.342,2
2,0.006463,11.505879,0.99,1000.0,6336.0,1.403,1.324,4.266,2
6,0.086844,934.0941846,7.89,177.0,5937.0,0.832,0.916,4.559,2
1,0.226393,199.8392053,21.48,276.0,5457.0,0.869,0.974,4.548,2
1,0.219737,15.84132627,16.84,575.0,5119.0,0.702,0.675,4.575,2
3,0.005962,20.605501,0.85,806.0,6099.0,1.308,0.974,4.193,2
2,0.004735,9.5539134,0.68,1012.0,6175.0,1.307,1.244,4.299,2
2,0.00746,6.77067637,1.9,1499.0,6337.0,2.335,1.556,3.893,2
3,0.008399,0.589376952,0.93,2162.0,5714.0,1.015,1.007,4.428,2
2,0.006491,1.74610057,1.24,1689.0,4854.0,1.749,0.97,3.939,2
1,0.021704,24.7962801,2.7,664.0,5770.0,1.141,1.02,4.333,2
2,0.008773,6.93650854,1.51,1305.0,6615.0,1.574,1.343,4.173,2
3,0.039589,11.67894236,4.17,830.0,6122.0,0.964,1.041,4.487,2
2,0.012082,18.3848331,1.15,587.0,5083.0,0.872,0.815,4.468,2
2,0.005287,2.2165905,0.48,1215.0,5397.0,0.831,0.878,4.543,2
1,0.073444,3.65849707,14.61,1583.0,5857.0,1.822,1.135,3.972,2
2,0.019596,2.433703498,1.66,1112.0,5251.0,0.778,0.869,4.592,2
4,0.008249,7.9788198,0.99,927.0,5553.0,1.098,0.941,4.33,2
2,0.13197,10.52286678,23.26,1008.0,5548.0,1.614,1.038,4.038,2
1,0.066227,53.71798494,155.12,1550.0,4959.0,21.449,3.601,2.332,2
1,0.037215,105.8817667,10.16,595.0,5903.0,2.499,1.301,3.757,2
2,0.010324,4.57797412,0.96,1024.0,5795.0,0.848,0.938,4.554,2
4,0.013746,3.01609637,0.96,795.0,4245.0,0.637,0.649,4.641,2
3,0.007921,21.9424316,1.23,797.0,6052.0,1.424,1.128,4.183,2
1,0.015636,330.025002,5.92,478.0,6126.0,3.466,1.658,3.578,2
1,0.071734,9.391039263,11.73,1068.0,5944.0,1.498,1.11,4.132,2
1,0.032509,77.4794704,10.33,778.0,6711.0,2.909,1.657,3.73,2
2,0.006202,11.1438086,0.75,906.0,6095.0,1.11,1.004,4.349,2
2,0.013319,32.526674,1.26,525.0,5668.0,0.868,0.963,4.545,2
1,0.053874,10.32906563,6.17,908.0,6228.0,1.049,1.107,4.441,2
1,0.062452,166.7876551,7.03,334.0,5663.0,1.031,0.923,4.377,2
2,0.013263,49.537365,1.48,532.0,6118.0,1.023,0.995,4.416,2
4,0.035401,94.886902,4.24,429.0,5888.0,1.097,0.966,4.342,2
3,0.016375,24.0721647,1.1,400.0,4352.0,0.613,0.64,4.671,2
1,0.125536,19.19310355,12.23,656.0,5883.0,0.892,0.985,4.53,2
2,0.011018,80.881757,2.27,581.0,5934.0,1.885,1.141,3.945,2
1,0.267107,9.250572762,96.08,1966.0,8133.0,3.294,2.053,3.715,2
1,0.10163,7.189379172,11.94,1026.0,6214.0,1.076,1.169,4.442,2
1,0.009047,1.8134378,0.69,1158.0,5094.0,0.7,0.743,4.618,2
1,0.077456,562.1725914,10.9,241.0,5589.0,1.289,1.026,4.229,2
1,0.051146,278.1243979,5.86,286.0,5799.0,1.05,1.028,4.408,2
1,0.035486,4.034914368,6.95,1452.0,5548.0,1.793,1.079,3.964,2
1,0.116129,52.51354873,12.43,472.0,5589.0,0.98,0.925,4.421,2
1,0.016989,4.17838675,3.13,1430.0,5746.0,1.687,1.136,4.039,2
1,0.013741,16.2982201,0.78,388.0,3905.0,0.521,0.538,4.736,2
2,0.038811,2190.701035,3.12,109.0,4965.0,0.736,0.709,4.555,2
3,0.011781,3.29534567,1.23,1139.0,5550.0,0.954,1.05,4.5,2
3,0.013572,5.25449393,1.41,975.0,5550.0,0.954,1.05,4.5,2
2,0.00678,6.0799457,0.86,1101.0,6008.0,1.168,1.117,4.35,2
2,0.025584,70.2780911,2.54,434.0,5955.0,0.91,0.999,4.52,2
1,0.050235,9.9664004,16.89,1578.0,6638.0,3.079,1.595,3.664,2
1,0.038325,14.85185526,2.73,457.0,4129.0,0.652,0.671,4.636,2
2,0.052224,56.391062,3.58,310.0,4406.0,0.628,0.632,4.643,2
1,0.067166,22.34213536,5.19,526.0,5237.0,0.707,0.674,4.568,2
1,0.04377,10.47490332,15.45,1567.0,6526.0,3.232,1.573,3.616,2
2,0.008029,61.858947,2.47,699.0,5529.0,2.817,1.402,3.685,2
2,0.027957,1.73513619,3.27,1554.0,5751.0,1.071,1.028,4.391,2
2,0.008409,4.06844957,0.98,1170.0,5751.0,1.071,1.028,4.391,2
2,0.008751,3.07365139,0.79,1215.0,6068.0,0.831,0.931,4.565,2
1,0.014379,275.07365,1.86,303.0,5604.0,1.187,0.864,4.226,2
2,0.012009,4.50158249,0.73,676.0,4339.0,0.553,0.573,4.711,2
2,0.010226,5.06546874,0.62,592.0,3939.0,0.557,0.575,4.705,2
1,0.114425,5.89399142,11.16,940.0,5713.0,0.893,1.01,4.541,2
2,0.008203,7.6720844,0.72,875.0,5972.0,0.807,0.884,4.57,2
1,0.082842,3.251659087,9.83,1384.0,6367.0,1.087,1.131,4.419,2
2,0.021656,66.47762,1.83,388.0,5515.0,0.775,0.868,4.592,2
1,0.068343,26.89316101,6.78,614.0,6096.0,0.908,0.975,4.511,2
1,0.008044,0.702739679,0.73,1765.0,5269.0,0.836,0.819,4.508,2
1,0.195094,17.76199841,14.25,538.0,5088.0,0.669,0.667,4.612,2
1,0.072873,155.042265,26.44,511.0,4994.0,3.322,1.3,3.509,2
1,0.007962,25.0032023,1.47,837.0,6148.0,1.685,1.176,4.055,2
1,0.08665,80.84069,15.11,500.0,5511.0,1.597,1.089,4.069,2
1,0.012311,60.458443,1.59,511.0,5865.0,1.181,1.008,4.297,2
2,0.007627,8.0292018,0.99,1040.0,6063.0,1.191,1.009,4.29,2
2,0.008341,2.41750021,1.19,1507.0,5575.0,1.308,0.965,4.189,2
2,0.008579,4.03357434,1.23,1270.0,5575.0,1.308,0.965,4.189,2
5,0.009699,7.66462913,1.6,1106.0,5640.0,1.515,1.024,4.087,2
1,0.009643,0.487656278,0.99,2299.0,5957.0,0.937,1.026,4.506,2
1,0.008748,3.25424652,0.96,1220.0,5692.0,1.004,0.968,4.421,2
5,0.010682,11.9294568,1.05,797.0,5975.0,0.9,0.891,4.48,2
2,0.012712,9.54699216,1.71,996.0,6274.0,1.232,1.261,4.357,2
2,0.013504,14.708641,1.82,862.0,6274.0,1.232,1.261,4.357,2
2,0.006294,3.82315697,0.77,1282.0,6202.0,1.122,1.213,4.422,2
3,0.013466,13.6032081,0.75,397.0,3780.0,0.511,0.531,4.746,2
2,0.009843,7.23531329,1.53,1207.0,6422.0,1.421,1.22,4.219,2
1,0.026574,64.1862264,8.0,839.0,6951.0,2.758,1.618,3.766,2
2,0.012415,8.93484887,1.83,1124.0,6688.0,1.347,1.336,4.304,2
2,0.00655,4.93211932,1.02,1372.0,6422.0,1.421,1.22,4.219,2
1,0.008031,4.85819429,2.04,1685.0,6109.0,2.326,1.188,3.78,2
1,0.007945,3.39904814,0.81,1191.0,5766.0,0.929,0.876,4.444,2
2,0.019583,0.626281766,1.76,1711.0,4922.0,0.823,0.79,4.505,2
1,0.00985,1.183505016,0.8,1293.0,4832.0,0.746,0.791,4.592,2
2,0.022682,15.9042402,3.79,863.0,5583.0,1.53,1.017,4.077,2
2,0.018573,4.16288745,1.32,763.0,4478.0,0.651,0.637,4.615,2
2,0.00834,4.44902309,0.55,699.0,4353.0,0.603,0.648,4.681,2
1,0.008523,1.121733366,2.39,2384.0,5023.0,2.571,1.157,3.682,2
1,0.008244,3.79437277,1.36,1383.0,5455.0,1.507,0.877,4.025,2
1,0.028751,363.41165,3.14,263.0,6025.0,0.999,1.08,4.472,2
2,0.0193,59.284064,1.81,401.0,5225.0,0.859,0.861,4.505,2
1,0.023402,215.956008,3.36,361.0,6163.0,1.313,1.174,4.27,2
1,0.006628,2.00870696,0.55,1232.0,5341.0,0.759,0.705,4.526,2
1,0.007708,0.655939788,1.48,2411.0,4968.0,1.755,0.944,3.924,2
1,0.016739,110.461746,1.93,420.0,6321.0,1.058,1.108,4.434,2
1,0.012823,44.6226725,1.73,613.0,6198.0,1.239,0.998,4.252,2
1,0.01003,80.769893,1.87,475.0,4965.0,1.708,0.973,3.961,2
1,0.018148,225.26213,2.36,329.0,5799.0,1.191,0.977,4.276,2
1,0.006844,2.31482311,0.69,1237.0,5240.0,0.923,0.833,4.428,2
1,0.009117,10.778313,1.25,1067.0,6726.0,1.258,1.054,4.262,2
1,0.16744,4.32710895,26.6,1397.0,5776.0,1.455,0.804,4.018,2
5,0.007269,2.90512019,0.57,1075.0,5374.0,0.721,0.68,4.555,2
1,0.01411,5.04404366,1.47,1078.0,6039.0,0.951,1.027,4.493,2
1,0.008944,1.166960319,0.88,1596.0,5632.0,0.904,1.026,4.537,2
1,0.013524,0.701944362,0.8,1227.0,4236.0,0.539,0.528,4.698,2
1,0.015465,3.05772668,1.23,878.0,4483.0,0.731,0.723,4.57,2
1,0.030624,9.9092109,2.35,693.0,5396.0,0.702,0.784,4.632,2
1,0.011795,6.39269778,1.21,890.0,5248.0,0.943,0.844,4.416,2
3,0.00628,7.87845756,0.78,989.0,5767.0,1.135,0.91,4.287,2
7,0.018051,27.9040511,2.19,677.0,6325.0,1.112,1.157,4.409,2
1,0.365023,0.644322147,24.39,1592.0,5136.0,0.612,0.608,4.648,2
1,0.03662,17.8075656,3.92,742.0,6194.0,0.981,0.988,4.45,2
1,0.032328,333.03842,3.19,247.0,5743.0,0.903,1.018,4.534,2
2,0.005966,3.75030469,0.87,1374.0,5866.0,1.339,1.016,4.191,2
1,0.021215,0.259819659,1.22,1559.0,3939.0,0.526,0.55,4.736,2
2,0.004665,4.72693131,0.61,1203.0,5950.0,1.196,1.1,4.323,2
2,0.007123,10.0989634,1.03,1016.0,6174.0,1.318,1.109,4.244,2
2,0.007074,13.12297275,1.29,1030.0,6134.0,1.665,1.173,4.065,2
2,0.007715,22.7909233,1.38,862.0,6311.0,1.642,1.286,4.116,2
1,0.011435,0.681180633,2.97,2782.0,4939.0,2.377,0.889,3.635,2
1,0.013526,369.13236,2.14,328.0,6282.0,1.449,1.084,4.151,2
4,0.005459,9.08745206,0.73,980.0,5888.0,1.227,1.036,4.275,2
1,0.022719,106.957467,2.4,394.0,6075.0,0.969,1.048,4.486,2
1,0.031915,75.8781344,3.39,417.0,5579.0,0.972,0.893,4.413,2
1,0.029669,147.661729,1.59,176.0,3788.0,0.49,0.52,4.774,2
1,0.01467,13.00291716,1.28,710.0,5796.0,0.8,0.882,4.575,2
2,0.017546,42.0292298,2.33,578.0,5850.0,1.217,1.072,4.297,2
1,0.018445,0.505111993,1.58,1886.0,5262.0,0.783,0.875,4.59,2
1,0.006317,2.49385348,0.59,1251.0,5615.0,0.85,0.79,4.477,2
1,0.071242,18.22211768,7.45,620.0,5162.0,0.958,0.862,4.411,2
5,0.008904,16.5340022,1.17,819.0,6052.0,1.202,1.015,4.285,2
1,0.009882,13.9482197,2.53,1063.0,5529.0,2.346,1.291,3.808,2
1,0.007755,5.67577999,1.22,1357.0,6681.0,1.438,1.294,4.233,2
1,0.010347,49.564693,1.63,588.0,5907.0,1.442,1.234,4.212,2
2,0.006304,2.89494709,1.16,1919.0,7087.0,1.684,1.418,4.137,2
1,0.012509,0.762950224,1.0,1651.0,5385.0,0.731,0.797,4.61,2
1,0.022611,170.995748,4.9,463.0,6127.0,1.983,1.405,3.991,2
2,0.007198,19.5650801,0.97,791.0,6180.0,1.235,1.09,4.294,2
1,0.006746,5.53312006,1.05,1303.0,6170.0,1.425,1.047,4.15,2
1,0.025993,200.721168,3.32,327.0,5566.0,1.17,0.94,4.275,2
2,0.009066,10.8614163,1.01,899.0,6339.0,1.017,1.069,4.454,2
2,0.016479,7.03965141,2.72,1171.0,5902.0,1.513,1.12,4.128,2
1,0.009524,4.72519164,3.98,2250.0,6655.0,3.831,1.653,3.49,2
1,0.023533,66.6434565,2.99,476.0,5751.0,1.164,1.079,4.339,2
1,0.020695,160.850075,3.41,413.0,5999.0,1.507,1.225,4.168,2
2,0.006608,6.2614227,0.81,1146.0,6384.0,1.121,1.046,4.361,2
1,0.010182,3.70386741,0.86,1012.0,5496.0,0.776,0.869,4.592,2
1,0.011384,19.8751355,2.49,1061.0,6918.0,2.004,1.536,4.021,2
2,0.0078,7.2929891,0.73,904.0,5959.0,0.856,0.945,4.549,2
1,0.017576,145.786556,1.82,331.0,5578.0,0.95,0.905,4.44,2
1,0.01249,2.5093344,1.47,1483.0,6278.0,1.081,1.132,4.425,2
4,0.006883,24.5607107,1.13,787.0,6170.0,1.499,1.282,4.192,2
1,0.010372,24.6683831,1.76,788.0,6059.0,1.554,1.249,4.151,2
1,0.023379,349.41047,2.41,253.0,5878.0,0.945,1.058,4.512,2
1,0.010848,14.8162925,1.57,912.0,6356.0,1.325,1.191,4.27,2
2,0.006188,3.98167088,0.79,1356.0,6484.0,1.173,1.195,4.377,2
1,0.013829,7.016016,1.72,1138.0,6642.0,1.136,1.157,4.39,2
3,0.01251,42.068554,1.32,541.0,6122.0,0.964,1.041,4.487,2
1,0.012425,6.23968392,1.55,1060.0,5751.0,1.143,0.956,4.303,2
3,0.012319,3.59645081,1.66,1327.0,5887.0,1.235,1.09,4.292,2
1,0.013517,16.3368863,1.27,642.0,5410.0,0.859,0.834,4.49,2
1,0.254701,1.63668262,103.99,2562.0,5234.0,3.739,1.39,3.436,2
2,0.017915,11.615625,2.84,905.0,5332.0,1.453,0.932,4.083,2
1,0.924361,173.2578372,117.29,376.0,6392.0,1.162,1.232,4.399,2
1,0.010904,41.6757509,2.1,690.0,5745.0,1.763,1.027,3.957,2
2,0.00965,11.49589567,1.59,1057.0,6290.0,1.506,1.123,4.133,2
1,0.010654,0.609926502,1.12,2141.0,5936.0,0.965,1.075,4.501,2
1,0.011632,8.4795266,1.18,865.0,5841.0,0.931,1.047,4.52,2
1,0.015994,49.4746966,1.62,498.0,5952.0,0.928,0.94,4.475,2
1,0.010339,1.62888267,0.92,1327.0,5398.0,0.811,0.896,4.571,2
1,0.013851,1.920062587,1.12,1189.0,5266.0,0.741,0.83,4.611,2
1,0.008986,0.909127736,0.98,1818.0,5486.0,0.996,0.885,4.389,2
3,0.011853,10.30148508,1.6,934.0,5887.0,1.235,1.09,4.292,2
1,0.007451,17.8007815,1.02,816.0,6240.0,1.252,1.214,4.326,2
1,0.007668,1.717859841,1.45,2212.0,6694.0,1.732,1.333,4.084,2
1,0.017463,7.3422467,1.6,837.0,5573.0,0.839,0.939,4.562,2
2,0.005948,8.1134681,0.92,1127.0,6011.0,1.409,0.963,4.123,2
2,0.008485,5.4675514,1.07,1078.0,5557.0,1.151,0.936,4.288,2
1,0.01717,0.888478095,1.51,1665.0,5553.0,0.806,0.903,4.577,2
1,0.018899,309.25581,2.18,287.0,6060.0,1.057,1.067,4.419,2
1,0.013601,2.44232399,1.1,1029.0,4849.0,0.738,0.723,4.561,2
1,0.015845,42.1003351,1.42,466.0,5595.0,0.82,0.917,4.57,2
1,0.004368,1.182862515,1.26,2800.0,6017.0,2.639,1.269,3.699,2
2,0.012413,26.6565737,4.15,903.0,5159.0,3.062,1.373,3.604,2
2,0.005195,4.4408541,1.74,1642.0,5159.0,3.062,1.373,3.604,2
1,0.007812,1.8679943,0.7,1291.0,5487.0,0.815,0.899,4.568,2
1,0.012876,8.9172863,1.39,931.0,6210.0,0.986,1.035,4.467,2
1,0.004143,1.33807075,0.6,2008.0,6355.0,1.319,1.269,4.299,2
1,0.007795,17.3731821,1.31,901.0,6180.0,1.54,1.237,4.155,2
1,0.010488,1.97507424,1.08,1477.0,6065.0,0.947,1.022,4.495,2
1,0.008048,3.3879165,1.09,1336.0,5702.0,1.245,0.997,4.247,2
1,0.019865,58.7488629,1.75,425.0,5574.0,0.805,0.756,4.505,2
2,0.010514,64.740274,1.35,518.0,5999.0,1.177,0.926,4.263,2
1,0.005534,5.38299284,0.78,1253.0,6256.0,1.293,1.135,4.27,2
1,0.012387,2.0481582,1.16,1346.0,5799.0,0.86,0.955,4.548,2
1,0.011244,14.7179342,1.25,784.0,6102.0,1.018,1.058,4.449,2
1,0.010815,19.2527652,1.24,740.0,6258.0,1.046,1.102,4.442,2
1,0.01367,219.20579,2.66,456.0,6990.0,1.785,1.515,4.115,2
1,0.008377,3.48754109,0.72,988.0,5252.0,0.783,0.896,4.593,2
1,0.011741,8.0772455,2.61,1228.0,5684.0,2.032,1.239,3.915,2
1,0.017474,364.08733,1.39,211.0,5376.0,0.727,0.769,4.601,2
1,0.007466,5.75651958,0.83,1089.0,6208.0,1.024,1.086,4.454,2
1,0.015948,91.95723,2.66,497.0,5854.0,1.528,1.107,4.114,2
1,0.011854,7.51731745,1.19,861.0,5525.0,0.923,0.957,4.488,2
1,0.014812,44.6966177,2.46,637.0,5929.0,1.518,1.116,4.123,2
1,0.00985,8.5275894,1.28,1049.0,6469.0,1.193,1.26,4.385,2
1,0.007413,3.07714195,1.08,1493.0,6108.0,1.336,1.162,4.251,2
2,0.014219,3.83488354,1.2,1003.0,5515.0,0.775,0.868,4.592,2
1,0.009255,8.8233996,1.13,929.0,5602.0,1.121,0.852,4.269,2
1,0.159185,40.0691482,13.25,458.0,5485.0,0.762,0.796,4.575,2
1,0.007556,11.6933447,1.12,950.0,6049.0,1.354,1.189,4.248,2
1,0.008577,4.02745396,0.98,1250.0,6174.0,1.041,0.987,4.398,2
2,0.004139,4.96061094,0.59,1272.0,6117.0,1.298,1.079,4.244,2
1,0.010226,1.4733245,1.03,1576.0,5751.0,0.921,0.834,4.431,2
1,0.013028,5.93218209,1.39,1000.0,5843.0,0.977,1.036,4.474,2
1,0.022095,96.384483,2.41,400.0,5919.0,1.0,1.114,4.485,2
1,0.010451,6.05552018,0.92,844.0,5352.0,0.805,0.919,4.585,2
1,0.012734,54.333582,1.7,513.0,5500.0,1.221,0.92,4.228,2
1,0.005429,4.11754421,1.02,1581.0,6263.0,1.726,1.147,4.024,2
1,0.057538,122.749053,6.13,348.0,5619.0,0.976,1.069,4.488,2
1,0.003875,4.37992345,0.81,1608.0,6311.0,1.918,1.324,3.993,2
1,0.015797,3.70858595,1.33,995.0,5420.0,0.771,0.864,4.596,2
1,0.013921,9.4527721,1.3,832.0,5973.0,0.857,0.945,4.547,2
1,0.012932,4.3638313,1.08,976.0,5623.0,0.763,0.853,4.596,2
1,0.01252,6.83006228,1.09,882.0,5807.0,0.8,0.886,4.576,2
1,0.218648,17.1622587,22.42,674.0,5729.0,0.939,1.037,4.509,2
1,0.010944,5.19898615,1.04,1035.0,6058.0,0.867,0.95,4.54,2
2,0.07515,14.74426,8.1,784.0,6146.0,0.987,1.006,4.454,2
1,0.017393,35.0175053,2.13,617.0,5944.0,1.123,0.905,4.293,2
1,0.008084,22.599501,0.96,734.0,6335.0,1.087,1.017,4.375,2
3,0.023975,44.9851885,2.09,433.0,5295.0,0.8,0.825,4.548,2
1,0.015019,5.89089509,1.54,985.0,5869.0,0.942,1.054,4.513,2
2,0.016301,4.13029832,1.44,995.0,5490.0,0.81,0.864,4.557,2
1,0.01067,201.325036,1.98,410.0,6120.0,1.699,1.306,4.093,2
1,0.014042,5.59346375,1.43,1008.0,5874.0,0.933,1.001,4.498,2
1,0.01441,3.44928111,1.23,966.0,5119.0,0.781,0.879,4.591,2
2,0.009164,37.9043889,1.97,693.0,5303.0,1.964,1.042,3.87,2
2,0.005405,6.88297756,0.77,1141.0,6117.0,1.298,1.079,4.244,2
1,0.012479,8.7963166,1.36,882.0,5780.0,1.0,1.0,4.438,2
1,0.012687,2.049602348,1.08,1203.0,5356.0,0.78,0.872,4.589,2
1,0.012512,53.285584,1.44,537.0,6015.0,1.057,0.806,4.297,2
2,0.00489,5.8943338,0.61,1092.0,5929.0,1.145,1.087,4.357,2
2,0.016902,8.119343,1.5,794.0,5490.0,0.81,0.864,4.557,2
1,0.008254,18.0071438,1.05,799.0,6173.0,1.167,1.023,4.314,2
1,0.012944,2.49915311,1.02,983.0,4705.0,0.72,0.707,4.572,2
2,0.020118,105.997107,1.83,373.0,6068.0,0.831,0.931,4.565,2
1,0.00614,6.30432354,1.23,1510.0,6728.0,1.836,1.192,3.987,2
1,0.013798,3.38419892,1.2,1074.0,5613.0,0.795,0.888,4.581,2
1,0.006921,1.19260017,0.77,1726.0,5600.0,1.013,0.837,4.349,2
1,0.028585,216.456055,3.61,320.0,5645.0,1.155,0.969,4.299,2
1,0.014942,12.003678,0.97,503.0,4328.0,0.594,0.58,4.654,2
1,0.005742,6.0059966,0.73,1130.0,6103.0,1.16,1.05,4.331,2
1,0.003623,4.22426989,0.35,1069.0,5735.0,0.883,0.903,4.501,2
1,0.024381,330.906041,2.05,225.0,5461.0,0.769,0.838,4.589,2
1,0.006599,56.3479517,1.06,586.0,5843.0,1.471,0.963,4.086,2
1,0.008414,19.9778599,1.07,773.0,6392.0,1.162,1.232,4.399,2
1,0.013357,17.543847,1.15,658.0,5957.0,0.791,0.865,4.579,2
1,0.007521,3.8183717,1.39,1683.0,6738.0,1.692,1.351,4.109,2
1,0.020947,9.07829171,3.69,984.0,5086.0,1.611,0.951,4.002,2
1,0.013772,6.41097179,1.4,886.0,5383.0,0.933,0.972,4.486,2
1,0.017266,75.2116373,2.83,516.0,5818.0,1.5,1.2,4.165,2
1,0.011578,6.36283414,1.12,956.0,5955.0,0.883,0.972,4.534,2
1,0.005934,7.53737498,0.93,1210.0,6483.0,1.436,1.212,4.206,2
2,0.00635,7.57600886,0.54,778.0,5361.0,0.774,0.848,4.588,2
1,0.017124,8.8303681,1.32,676.0,5051.0,0.706,0.786,4.628,2
1,0.009747,12.85755895,1.23,860.0,5860.0,1.156,0.922,4.276,2
2,0.008374,33.502923,1.08,645.0,5999.0,1.177,0.926,4.263,2
1,0.018329,148.568877,5.97,555.0,5814.0,2.985,1.556,3.68,2
1,0.008311,9.3335486,1.69,1082.0,5354.0,1.863,1.071,3.927,2
1,0.019272,9.54060855,1.75,735.0,5271.0,0.831,0.839,4.522,2
1,0.009177,1.80926734,0.89,1444.0,5897.0,0.891,0.983,4.531,2
4,0.012998,5.04413987,1.18,862.0,4954.0,0.828,0.791,4.5,2
1,0.006556,5.3694084,0.62,974.0,5753.0,0.869,0.951,4.538,2
1,0.005131,5.65690281,0.74,1159.0,5687.0,1.32,0.986,4.191,2
1,0.013269,7.4299322,1.81,1024.0,5635.0,1.252,0.972,4.23,2
1,0.012408,79.334347,1.56,500.0,6384.0,1.15,1.027,4.33,2
1,0.008164,5.68251605,1.03,1090.0,5753.0,1.157,1.016,4.319,2
3,0.009313,4.52628739,1.02,1089.0,5700.0,1.006,1.003,4.434,2
1,0.015774,0.597018404,1.09,1578.0,4985.0,0.63,0.688,4.675,2
1,0.009212,4.82025124,0.78,1018.0,6035.0,0.777,0.864,4.591,2
1,0.016357,12.4019263,1.49,713.0,5555.0,0.832,0.824,4.514,2
1,0.019703,152.823896,2.45,395.0,6452.0,1.137,1.167,4.394,2
1,0.957505,6.80899076,89.29,795.0,4992.0,0.854,0.81,4.483,2
2,0.012253,77.915425,1.17,367.0,5135.0,0.874,0.812,4.464,2
1,0.017149,284.727213,2.02,278.0,5497.0,1.08,0.913,4.332,2
2,0.01877,30.5392931,2.72,669.0,5803.0,1.328,1.046,4.211,2
1,0.119294,8.31224474,10.63,801.0,5421.0,0.816,0.739,4.483,2
1,0.010119,12.6362048,1.1,774.0,5772.0,0.992,1.028,4.457,2
1,0.006462,23.266633,2.66,1156.0,5758.0,3.775,1.487,3.456,2
1,0.008315,7.94004281,0.98,1010.0,6278.0,1.081,1.132,4.425,2
