Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.013835,2.514628496,1.27,1217.0,5662.0,0.84,0.937,4.56,1
1,0.052128,8.025118521,7.79,1093.0,6002.0,1.369,1.073,4.196,1
2,0.01791,5.79529495,1.05,534.0,3757.0,0.539,0.552,4.718,1
4,0.017763,8.30537702,1.69,809.0,5435.0,0.873,0.87,4.495,1
2,0.025421,13.22714056,2.22,638.0,5180.0,0.8,0.825,4.548,1
4,0.028842,51.8098276,2.6,410.0,5191.0,0.826,0.844,4.53,1
4,0.012779,4.38536428,1.15,935.0,5191.0,0.826,0.844,4.53,1
4,0.012235,34.20578508,1.1,471.0,5191.0,0.826,0.844,4.53,1
4,0.021836,13.97945055,1.97,635.0,5191.0,0.826,0.844,4.53,1
1,0.014177,3.554856338,1.29,1157.0,6068.0,0.831,0.931,4.565,1
1,0.017041,5.28790754,7.1,1661.0,4994.0,3.818,1.441,3.433,1
3,0.03274,8.45746636,1.87,540.0,4347.0,0.524,0.537,4.73,1
3,0.035589,17.28116957,2.04,425.0,4347.0,0.524,0.537,4.73,1
3,0.032079,32.1340014,1.84,346.0,4347.0,0.524,0.537,4.73,1
1,0.025906,59.7711433,3.17,522.0,6214.0,1.122,1.101,4.382,1
1,0.021644,4.417692516,1.57,790.0,4766.0,0.664,0.723,4.645,1
1,0.026351,10.08744556,3.15,942.0,6310.0,1.095,1.143,4.417,1
1,0.02826,16.34355902,3.26,730.0,5730.0,1.056,1.008,4.394,1
2,0.0246,21.96401646,2.57,643.0,5774.0,0.958,0.937,4.447,1
2,0.027646,125.602323,2.89,360.0,5774.0,0.958,0.937,4.447,1
4,0.019678,12.51353325,1.88,706.0,5435.0,0.873,0.87,4.495,1
4,0.014619,17.9134215,1.39,626.0,5435.0,0.873,0.87,4.495,1
4,0.012512,25.2149143,1.19,559.0,5435.0,0.873,0.87,4.495,1
2,0.01453,5.42586901,1.48,973.0,5594.0,0.934,0.981,4.489,1
1,0.028415,19.58561177,3.09,666.0,5618.0,0.996,0.911,4.401,1
3,0.029367,4.544436472,3.0,1017.0,5445.0,0.937,0.919,4.458,1
3,0.03105,12.76220558,3.18,721.0,5445.0,0.937,0.919,4.458,1
3,0.025654,38.7149617,2.62,498.0,5445.0,0.937,0.919,4.458,1
2,0.014093,8.78458274,2.6,1149.0,5927.0,1.691,1.161,4.046,0
3,0.027871,3.69298623,1.74,745.0,4402.0,0.572,0.575,4.682,1
1,0.062872,5.334082429,13.08,1495.0,6332.0,1.905,1.373,4.016,1
1,0.015491,6.4980147,1.87,1026.0,5727.0,1.104,0.946,4.328,1
2,0.021935,19.76169247,2.81,791.0,6327.0,1.175,1.064,4.327,1
1,0.018775,5.18498961,1.15,652.0,4325.0,0.56,0.547,4.68,1
1,0.019774,85.6542476,3.56,522.0,5818.0,1.647,1.149,4.065,1
1,0.027084,19.32945602,2.26,529.0,5026.0,0.763,0.875,4.604,1
1,0.02297,3.290114076,1.49,802.0,4484.0,0.594,0.58,4.654,1
1,0.066543,2.086075752,10.3,1845.0,6131.0,1.417,0.862,4.071,0
1,0.088567,3.311864148,9.06,1116.0,5461.0,0.937,1.012,4.499,1
2,0.039181,2.422084188,3.55,1213.0,5598.0,0.83,0.928,4.565,1
1,0.023284,78.5461106,3.55,501.0,5808.0,1.397,1.058,4.172,1
1,0.031414,16.92342126,3.4,702.0,5786.0,0.99,1.044,4.465,1
3,0.026032,5.47665801,2.01,741.0,4650.0,0.706,0.704,4.589,1
3,0.015995,4.580346161,1.38,889.0,5103.0,0.789,0.82,4.558,1
3,0.014461,2.248288213,1.25,1127.0,5103.0,0.789,0.82,4.558,1
3,0.015191,6.76690759,1.31,781.0,5103.0,0.789,0.82,4.558,1
2,0.026045,34.1732156,2.37,465.0,5201.0,0.834,0.948,4.573,1
1,0.038278,16.7364755,2.73,464.0,4334.0,0.653,0.646,4.618,1
1,0.324187,137.8645881,15.9,170.0,3645.0,0.449,0.46,4.797,0
1,0.015366,12.43929428,1.3,627.0,4987.0,0.773,0.742,4.531,1
3,0.0154,7.62635494,1.21,703.0,4955.0,0.721,0.774,4.61,1
1,0.031169,11.35010642,1.75,403.0,3597.0,0.514,0.522,4.734,1
1,0.032089,109.4450597,3.04,340.0,5403.0,0.868,0.868,4.5,1
1,0.02342,7.56052209,2.4,914.0,5895.0,0.94,1.026,4.503,1
1,0.024936,12.12401737,2.37,675.0,5094.0,0.87,0.813,4.469,1
2,0.024006,9.38740646,1.69,575.0,4500.0,0.646,0.71,4.656,1
2,0.011162,7.41556471,0.79,622.0,4500.0,0.646,0.71,4.656,1
3,0.019502,24.2101973,1.5,451.0,4650.0,0.706,0.704,4.589,1
1,0.015456,23.8990075,3.26,823.0,5511.0,1.93,1.115,3.914,1
1,0.013264,6.22161107,1.59,1101.0,6277.0,1.097,1.148,4.417,1
2,0.024584,6.17998508,2.12,814.0,5149.0,0.791,0.811,4.551,1
1,0.011031,1.569066598,1.68,1849.0,5821.0,1.395,1.054,4.172,1
2,0.021503,9.59068586,3.93,1087.0,5476.0,1.673,0.819,3.904,1
2,0.034474,7.03932913,4.67,1060.0,5846.0,1.24,1.064,4.278,1
1,0.025127,49.6075771,2.12,402.0,5187.0,0.774,0.858,4.592,1
1,0.027911,16.84183355,3.08,699.0,5602.0,1.009,0.941,4.404,1
1,0.087453,7.340714946,14.31,1155.0,6056.0,1.498,1.268,4.191,1
2,0.020536,12.55111099,1.34,480.0,4213.0,0.598,0.609,4.669,1
1,0.085668,3.003879547,10.96,1438.0,6311.0,1.172,1.253,4.398,1
2,0.017719,24.0884178,1.16,386.0,4213.0,0.598,0.609,4.669,1
3,0.012453,12.75800092,1.49,822.0,5782.0,1.095,0.957,4.34,1
3,0.00962,5.47033376,1.15,1090.0,5782.0,1.095,0.957,4.34,1
2,0.028261,6.51112385,3.09,1008.0,6032.0,1.001,1.065,4.465,1
2,0.030835,23.85163321,3.37,654.0,6032.0,1.001,1.065,4.465,1
1,0.012781,2.714078374,1.38,1301.0,5815.0,0.992,1.038,4.461,1
1,0.028739,122.8799543,2.7,326.0,5413.0,0.861,0.875,4.51,1
1,0.023483,4.88753111,2.45,1003.0,5568.0,0.957,1.053,4.499,1
2,0.009757,6.14728341,0.79,770.0,4997.0,0.746,0.806,4.598,1
1,0.027766,2.800111267,2.13,956.0,4786.0,0.704,0.686,4.579,1
1,0.026053,34.3511339,2.75,576.0,6091.0,0.967,1.045,4.487,1
2,0.055812,3.413036353,6.62,1200.0,5392.0,1.087,0.888,4.314,1
1,0.018345,3.00725068,1.56,1122.0,5667.0,0.781,0.873,4.587,1
2,0.027522,4.194496867,1.57,577.0,3706.0,0.522,0.555,4.747,1
2,0.021783,1.970340203,3.97,1599.0,4883.0,1.667,0.951,3.972,1
1,0.027896,26.85323647,2.65,544.0,5329.0,0.869,0.786,4.455,1
3,0.013257,25.0985083,1.59,656.0,5782.0,1.095,0.957,4.34,1
2,0.02559,34.2685741,2.44,477.0,5083.0,0.872,0.815,4.468,1
1,0.03095,5.75321539,3.14,920.0,5445.0,0.929,1.017,4.51,1
1,0.015422,5.50860699,1.49,934.0,5448.0,0.883,0.877,4.489,1
1,0.024576,18.93055119,4.41,766.0,5015.0,1.643,0.955,3.987,1
1,0.405464,42.94386258,41.62,520.0,5750.0,0.94,0.808,4.4,0
1,0.022444,22.06402,2.67,712.0,6232.0,1.09,1.174,4.432,1
1,0.027905,5.756245244,2.24,773.0,4931.0,0.734,0.794,4.605,1
2,0.040286,148.4601819,3.61,285.0,5159.0,0.821,0.868,4.548,1
1,0.01638,0.934885365,3.21,2080.0,4777.0,1.795,0.953,3.909,1
2,0.022795,25.7626846,2.66,633.0,5739.0,1.069,1.002,4.381,1
2,0.012457,11.0317836,1.45,840.0,5739.0,1.069,1.002,4.381,1
2,0.00976,4.12511935,0.88,1016.0,5598.0,0.83,0.928,4.565,1
2,0.014262,13.12162167,1.99,913.0,6140.0,1.277,1.094,4.265,1
1,0.025794,49.6220669,3.33,546.0,5938.0,1.184,1.097,4.331,1
1,0.030765,8.08801663,2.94,792.0,5269.0,0.874,0.87,4.494,1
1,0.018791,11.55103848,2.17,845.0,5907.0,1.058,1.014,4.395,1
1,0.022136,4.469754641,2.26,1103.0,5988.0,0.934,1.021,4.507,1
1,0.016277,15.77382794,2.72,955.0,6283.0,1.531,1.15,4.129,1
2,0.01552,6.56226483,3.07,1290.0,5878.0,1.812,1.212,4.005,1
3,0.017394,20.67876365,2.42,749.0,5865.0,1.272,1.088,4.266,1
2,0.069067,50.79034648,10.6,612.0,6163.0,1.406,1.102,4.185,1
3,0.014963,9.59993246,2.08,967.0,5865.0,1.272,1.088,4.266,1
3,0.007277,2.0248205,1.01,1625.0,5865.0,1.272,1.088,4.266,1
1,0.021853,201.118319,2.28,300.0,5646.0,0.954,0.929,4.447,1
1,0.023093,24.7577652,2.44,644.0,6106.0,0.966,1.043,4.487,1
3,0.01815,12.7983174,2.88,908.0,5592.0,1.451,1.0,4.115,1
2,0.02728,10.13200555,1.67,574.0,4777.0,0.561,0.561,4.689,1
1,0.025468,38.505224,2.45,532.0,5974.0,0.881,0.904,4.504,1
2,0.011477,4.6126736,1.6,1294.0,6140.0,1.277,1.094,4.265,1
4,0.021018,8.67890312,2.56,905.0,5509.0,1.116,0.924,4.308,1
1,0.020516,39.3135699,2.07,540.0,6060.0,0.925,1.008,4.509,1
1,0.018129,5.94565516,1.12,568.0,3974.0,0.564,0.581,4.7,1
1,0.022705,1.52373073,1.26,818.0,3746.0,0.51,0.516,4.736,1
1,0.078185,4.225384543,9.0,1111.0,5574.0,1.054,1.025,4.403,1
1,0.020987,60.0853848,2.4,485.0,6028.0,1.047,1.149,4.459,1
1,0.025125,43.0343364,2.5,484.0,5550.0,0.911,0.906,4.476,1
1,0.024607,88.6440015,2.51,391.0,5661.0,0.934,0.941,4.471,1
1,0.023595,35.01190875,2.97,603.0,5872.0,1.153,1.041,4.332,1
2,0.023913,16.57099265,2.03,614.0,5483.0,0.779,0.865,4.589,1
1,0.017862,16.00496657,3.71,1040.0,6384.0,1.904,1.412,4.029,1
3,0.019224,1.954525966,2.38,1540.0,5741.0,1.136,1.01,4.331,1
1,0.019155,7.23400381,1.78,831.0,5411.0,0.85,0.879,4.523,1
1,0.020933,6.77408984,2.5,1058.0,6246.0,1.092,1.18,4.433,1
2,0.066137,20.17202467,6.24,564.0,5064.0,0.864,0.811,4.474,1
1,0.03051,26.41044199,2.45,512.0,5448.0,0.734,0.815,4.613,1
1,0.012663,8.27745764,2.46,1088.0,5129.0,1.781,0.887,3.884,1
1,0.017825,14.37504582,2.05,786.0,5931.0,1.053,1.023,4.403,1
1,0.032114,147.97391,3.33,329.0,5578.0,0.95,0.905,4.44,1
1,0.011651,13.24503482,1.77,887.0,5636.0,1.39,0.988,4.147,1
1,0.024976,77.2550726,3.7,548.0,6564.0,1.356,1.212,4.255,1
1,0.010442,3.85690686,0.93,972.0,5272.0,0.813,0.902,4.574,1
2,0.035703,116.3311739,3.26,323.0,5354.0,0.835,0.868,4.533,1
4,0.024241,6.31943553,2.71,986.0,5670.0,1.022,0.949,4.397,1
4,0.023354,12.20951755,2.61,791.0,5670.0,1.022,0.949,4.397,1
1,0.005188,2.11913005,1.35,2090.0,5799.0,2.377,1.339,3.813,0
1,0.011473,68.958447,1.11,402.0,5455.0,0.888,0.902,4.497,1
2,0.048106,18.79591276,7.39,852.0,6163.0,1.406,1.102,4.185,1
1,0.023298,63.0380366,2.59,465.0,5798.0,1.019,0.976,4.411,1
2,0.01176,9.69315023,1.89,1017.0,5683.0,1.472,1.014,4.108,1
1,0.021887,8.48031229,2.58,952.0,5910.0,1.078,0.982,4.364,0
3,0.019925,56.1886436,2.56,503.0,5700.0,1.176,1.071,4.327,1
1,0.023135,6.92101452,1.48,619.0,4461.0,0.585,0.571,4.661,1
1,0.014934,3.27344784,0.81,625.0,3758.0,0.496,0.528,4.769,1
2,0.01252,15.3789014,2.94,1039.0,5817.0,2.153,1.276,3.877,1
2,0.072121,134.4785189,10.52,412.0,5791.0,1.336,0.996,4.185,1
1,0.085729,24.68662378,48.04,1149.0,4648.0,5.132,0.95,2.996,0
1,0.081484,98.7179332,6.99,360.0,5808.0,0.786,0.871,4.583,1
2,0.06781,71.52543938,5.76,340.0,4855.0,0.778,0.769,4.542,1
1,0.099872,1.72086129,13.25,1647.0,5742.0,1.215,1.068,4.297,1
1,0.021706,56.4349933,2.37,465.0,5534.0,1.001,0.88,4.381,1
1,0.023375,33.7888028,2.71,611.0,6202.0,1.062,1.122,4.436,1
1,0.015061,3.215109385,1.54,1155.0,5541.0,0.934,0.942,4.472,1
2,0.008673,3.29276797,1.39,1458.0,5683.0,1.472,1.014,4.108,1
4,0.012888,13.72710334,2.38,1005.0,5951.0,1.693,1.086,4.017,1
4,0.012424,24.3110031,2.3,831.0,5951.0,1.693,1.086,4.017,1
4,0.014103,44.4304059,2.61,680.0,5951.0,1.693,1.086,4.017,1
4,0.008438,9.34145925,1.56,1143.0,5951.0,1.693,1.086,4.017,1
3,0.015682,4.97760447,1.75,1023.0,5353.0,1.023,0.87,4.358,1
2,0.012237,21.1285655,2.88,935.0,5817.0,2.153,1.276,3.877,1
1,0.021816,24.4851178,7.14,1179.0,6655.0,2.995,1.42,3.638,0
2,0.015061,7.51854537,1.42,784.0,5064.0,0.864,0.811,4.474,1
1,0.017211,25.96190067,3.25,850.0,6369.0,1.729,1.337,4.088,1
1,0.06946,130.3543929,7.7,369.0,5970.0,1.015,1.089,4.463,1
1,0.097147,1.855557556,10.05,1436.0,5657.0,0.947,0.903,4.441,1
1,0.671549,3.364425589,56.83,1106.0,5813.0,0.775,0.855,4.589,0
1,0.027823,16.78175788,2.25,545.0,4925.0,0.742,0.778,4.588,1
1,0.033268,105.3035093,3.18,351.0,5534.0,0.875,0.914,4.515,1
3,0.020119,2.549562652,1.11,682.0,3716.0,0.506,0.513,4.74,1
3,0.036995,13.96950181,2.04,387.0,3716.0,0.506,0.513,4.74,1
3,0.018794,5.21230171,1.04,537.0,3716.0,0.506,0.513,4.74,1
1,0.034334,17.76076524,1.93,368.0,3826.0,0.516,0.54,4.744,1
3,0.012634,10.55840479,1.41,796.0,5353.0,1.023,0.87,4.358,1
3,0.012445,6.98800953,1.39,914.0,5353.0,1.023,0.87,4.358,1
2,0.016692,22.8245144,3.36,946.0,6642.0,1.846,1.421,4.057,1
1,0.027082,49.1011093,3.28,498.0,5393.0,1.11,0.895,4.299,1
2,0.010978,7.05675145,1.68,1196.0,6388.0,1.402,1.259,4.244,1
2,0.025958,34.8536903,2.4,522.0,5818.0,0.848,0.937,4.554,1
1,0.012299,2.41434868,0.97,953.0,4507.0,0.724,0.715,4.573,1
1,0.251698,2.466070972,24.3,1260.0,5708.0,0.884,0.963,4.529,0
1,0.017299,4.30656389,1.95,1177.0,6108.0,1.03,1.132,4.466,1
1,0.353935,12.96471775,39.93,834.0,6210.0,1.033,1.093,4.45,0
1,0.537502,1.731079436,56.05,1541.0,6045.0,0.955,1.038,4.494,0
1,0.153996,7.794302043,16.51,882.0,5494.0,0.982,0.893,4.405,1
1,0.033083,14.5324483,3.11,664.0,5345.0,0.86,0.802,4.473,1
1,0.02569,5.248667607,2.84,1056.0,5807.0,1.012,1.021,4.437,1
1,0.024538,7.96431492,2.44,805.0,5185.0,0.91,0.831,4.44,1
1,0.130256,1.485710994,14.48,1562.0,5624.0,1.018,1.021,4.432,1
2,0.042352,71.3116598,4.94,475.0,6194.0,1.069,1.161,4.445,1
1,0.347304,15.44428875,37.58,731.0,5895.0,0.991,1.105,4.489,0
1,0.021233,1.411230023,1.71,1164.0,4575.0,0.737,0.726,4.564,1
1,0.027419,96.9151707,2.37,325.0,5162.0,0.791,0.826,4.559,1
1,0.02444,13.47472742,1.96,634.0,5395.0,0.734,0.821,4.615,1
1,0.011933,2.29503515,1.18,1304.0,5637.0,0.909,0.914,4.482,1
2,0.021247,27.495634,2.11,590.0,5657.0,0.911,0.762,4.401,1
1,0.027205,14.08826442,2.66,724.0,5853.0,0.895,0.99,4.529,1
1,0.13191,3.905081685,12.78,1046.0,5543.0,0.887,0.997,4.54,1
1,0.035366,110.9643706,2.11,239.0,4441.0,0.546,0.538,4.695,1
3,0.030784,6.94135824,2.96,876.0,5527.0,0.88,0.875,4.491,1
1,0.090661,17.27629668,7.31,538.0,4941.0,0.738,0.79,4.599,1
3,0.021609,31.7821117,2.08,528.0,5527.0,0.88,0.875,4.491,1
3,0.01828,4.36273233,1.76,1023.0,5527.0,0.88,0.875,4.491,1
2,0.032436,18.6848377,1.93,402.0,4156.0,0.545,0.559,4.712,1
2,0.020845,7.41634701,1.24,547.0,4156.0,0.545,0.559,4.712,1
2,0.021657,9.91724268,2.85,903.0,5539.0,1.207,0.932,4.244,1
1,0.038637,82.5341188,2.45,260.0,4316.0,0.58,0.584,4.678,1
1,0.022072,20.16037858,1.75,510.0,4975.0,0.724,0.818,4.614,1
2,0.026796,10.99470891,1.71,512.0,4302.0,0.586,0.573,4.661,1
1,0.012883,1.194812329,1.36,1806.0,6198.0,0.97,1.024,4.475,0
2,0.022196,12.18420006,2.59,819.0,5771.0,1.068,0.984,4.374,1
1,0.021335,3.76417012,1.7,908.0,5063.0,0.728,0.813,4.617,1
2,0.018387,5.92972237,1.92,972.0,5741.0,0.956,1.035,4.492,1
2,0.018189,12.2476121,1.9,763.0,5741.0,0.956,1.035,4.492,1
1,0.022536,13.59051547,2.4,724.0,5442.0,0.974,0.887,4.409,1
1,0.024183,46.8776724,2.62,484.0,5504.0,0.993,0.943,4.418,1
1,0.02697,89.1935737,3.81,483.0,6071.0,1.295,1.061,4.239,1
2,0.021118,13.09390911,2.2,752.0,5772.0,0.956,1.022,4.487,1
2,0.014007,4.915385452,1.46,1042.0,5772.0,0.956,1.022,4.487,1
1,0.304131,87.455958,70.11,728.0,7700.0,2.111,1.692,4.018,0
1,0.287836,0.805259257,63.55,2723.0,5872.0,2.022,1.256,3.926,0
1,0.027327,9.76785911,2.54,749.0,5371.0,0.852,0.864,4.513,1
1,0.024227,40.80957343,3.44,623.0,6183.0,1.3,1.241,4.301,1
1,0.054067,22.08551599,3.34,352.0,3828.0,0.565,0.6,4.712,1
1,0.021882,1.151166776,1.28,957.0,3951.0,0.535,0.561,4.73,1
1,0.111211,4.693305543,17.85,1389.0,6365.0,1.47,1.312,4.22,0
1,0.077925,3.246732048,12.4,1459.0,5763.0,1.457,1.093,4.15,1
2,0.012745,8.3606759,1.49,929.0,5771.0,1.068,0.984,4.374,0
2,0.029043,62.1385979,5.14,524.0,5123.0,1.621,0.941,3.992,1
1,0.287022,26.635216,27.64,536.0,5215.0,0.882,0.808,4.455,0
3,0.020563,17.84850835,3.29,888.0,6188.0,1.465,1.111,4.152,1
3,0.01751,26.1363443,2.8,782.0,6188.0,1.465,1.111,4.152,1
3,0.011323,11.1895709,1.81,1037.0,6188.0,1.465,1.111,4.152,1
1,0.015478,2.757977384,1.69,1332.0,5919.0,1.0,0.994,4.435,1
1,0.205493,18.6928606,14.81,528.0,5190.0,0.66,0.732,4.66,0
1,0.020773,14.80075082,17.38,1912.0,6327.0,7.663,2.646,3.092,1
2,0.026786,3.126861192,5.12,1391.0,4854.0,1.749,0.97,3.939,1
1,0.152059,87.24250316,15.86,390.0,5671.0,0.955,1.054,4.501,0
1,0.026718,16.87725775,2.54,642.0,5497.0,0.872,0.901,4.512,1
1,0.021488,12.05705659,1.96,689.0,5365.0,0.834,0.873,4.537,1
1,0.030268,28.26727385,2.93,517.0,5132.0,0.886,0.82,4.457,1
1,0.016172,3.770590654,2.13,1272.0,5714.0,1.208,0.999,4.274,1
1,0.007624,2.7073064,1.36,1709.0,6045.0,1.629,1.133,4.069,1
1,0.041515,66.4159789,3.44,376.0,5383.0,0.759,0.851,4.603,1
4,0.015473,8.0103929,1.88,940.0,5616.0,1.111,0.957,4.327,1
4,0.016826,27.6666375,2.04,622.0,5616.0,1.111,0.957,4.327,1
4,0.009719,5.19559398,1.18,1085.0,5616.0,1.111,0.957,4.327,1
3,0.034581,57.2488518,3.19,431.0,5642.0,0.846,0.91,4.542,1
3,0.034562,37.0551726,3.19,498.0,5642.0,0.846,0.91,4.542,1
4,0.019073,16.33269981,1.61,591.0,5208.0,0.772,0.796,4.563,1
4,0.010883,10.05550267,0.92,694.0,5208.0,0.772,0.796,4.563,1
1,0.023226,9.30413878,1.67,583.0,4458.0,0.658,0.645,4.611,1
2,0.017003,4.33722007,1.63,996.0,5390.0,0.876,0.883,4.499,1
2,0.010095,1.653889476,0.97,1373.0,5390.0,0.876,0.883,4.499,1
1,0.02302,150.8783198,4.37,423.0,5504.0,1.737,1.099,3.999,1
2,0.013709,3.553831111,1.62,1292.0,6015.0,1.081,0.998,4.37,1
2,0.01326,1.6783263,1.57,1659.0,6015.0,1.081,0.998,4.37,1
1,0.017893,5.65378163,1.82,1020.0,5988.0,0.934,1.021,4.507,1
1,0.014875,5.99185827,2.75,1355.0,6157.0,1.695,1.173,4.049,1
1,0.028322,120.0183551,4.54,473.0,6469.0,1.467,1.406,4.253,1
2,0.033025,14.30517579,3.05,693.0,5741.0,0.846,0.938,4.555,1
2,0.023538,9.18189122,2.17,804.0,5741.0,0.846,0.938,4.555,1
2,0.035096,2.935362067,3.15,1022.0,4922.0,0.823,0.79,4.505,1
1,0.010628,13.53953595,2.32,1079.0,6109.0,1.997,1.406,3.985,1
1,0.015865,22.7082375,1.72,677.0,6170.0,0.992,1.063,4.472,1
1,0.020226,7.97033985,1.81,839.0,5774.0,0.818,0.907,4.567,1
1,0.01362,5.33459393,0.79,627.0,4275.0,0.533,0.525,4.704,0
1,0.027616,8.49640437,2.14,702.0,5093.0,0.709,0.707,4.586,1
1,0.025433,66.1843646,2.72,436.0,5640.0,0.978,0.977,4.447,1
2,0.015039,2.032318856,1.12,1011.0,4670.0,0.682,0.761,4.635,1
2,0.012192,3.62275506,1.62,1304.0,5794.0,1.216,1.032,4.282,1
1,0.019577,2.892216772,1.31,794.0,4229.0,0.615,0.625,4.655,1
1,0.035869,187.746606,2.95,267.0,5303.0,0.753,0.734,4.55,1
2,0.011173,2.543063763,1.26,1319.0,5579.0,1.029,0.945,4.389,1
2,0.034227,3.177414601,2.65,997.0,5303.0,0.708,0.785,4.63,1
1,0.019923,2.168451063,2.41,1558.0,6153.0,1.109,1.077,4.382,1
2,0.015706,37.8154157,1.21,401.0,4856.0,0.705,0.79,4.624,1
2,0.015126,53.5783052,1.16,357.0,4856.0,0.705,0.79,4.624,1
4,0.029482,33.1362861,2.05,357.0,4245.0,0.637,0.649,4.641,1
4,0.024589,7.72513619,1.71,581.0,4245.0,0.637,0.649,4.641,1
1,0.034061,10.71253475,2.02,485.0,4175.0,0.544,0.561,4.715,1
2,0.021865,32.5635249,2.05,490.0,5225.0,0.859,0.861,4.505,1
1,0.023339,12.19140405,2.46,763.0,5516.0,0.967,0.856,4.399,1
1,0.007241,6.11784972,1.05,1211.0,6226.0,1.333,1.143,4.247,1
2,0.013018,3.97599629,1.11,936.0,5143.0,0.778,0.803,4.561,1
1,0.014831,7.68478504,1.47,830.0,5344.0,0.907,0.884,4.469,1
1,0.013418,0.990516282,3.52,2841.0,5975.0,2.399,1.194,3.755,0
2,0.009046,15.0447098,1.51,931.0,5798.0,1.525,0.899,4.025,1
1,0.013601,1.118547814,0.98,1174.0,4496.0,0.658,0.725,4.65,1
1,0.011701,6.42199919,1.25,1000.0,5985.0,0.981,1.03,4.468,1
1,0.019066,9.75374033,1.87,813.0,5806.0,0.899,0.996,4.528,1
1,0.023917,81.3153052,2.55,393.0,5325.0,0.975,0.852,4.39,1
1,0.025029,51.3283527,3.06,546.0,6119.0,1.119,1.027,4.353,1
1,0.022714,19.7919389,2.58,736.0,6285.0,1.039,1.084,4.441,1
2,0.01474,26.8475962,3.2,800.0,5508.0,1.988,1.136,3.897,1
1,0.02681,62.8917493,2.5,384.0,5052.0,0.855,0.805,4.48,1
2,0.027799,14.87149773,1.59,391.0,3825.0,0.524,0.561,4.749,1
2,0.024752,2.732767897,1.42,687.0,3825.0,0.524,0.561,4.749,1
1,0.365731,119.8401019,26.96,255.0,4602.0,0.675,0.733,4.637,0
1,0.026947,9.61375316,3.27,931.0,5997.0,1.11,1.037,4.364,1
3,0.016258,29.9685917,1.91,644.0,6249.0,1.076,1.13,4.428,1
2,0.01668,33.2407985,1.51,486.0,5382.0,0.827,0.928,4.571,1
1,0.009965,2.97600846,2.27,1892.0,6208.0,2.088,1.256,3.898,0
1,0.017654,15.18727049,1.94,789.0,6136.0,1.005,0.956,4.414,1
1,0.029427,28.6853212,2.69,547.0,5726.0,0.838,0.93,4.559,1
1,0.015848,0.588001053,0.99,1188.0,3814.0,0.57,0.576,4.687,1
1,0.025021,85.7357202,2.94,448.0,6096.0,1.077,1.054,4.397,1
1,0.018374,1.078389713,1.98,1667.0,5325.0,0.985,0.857,4.384,1
1,0.010281,5.03728033,1.55,1321.0,6387.0,1.381,1.306,4.271,1
2,0.013779,3.289726319,1.37,1116.0,5463.0,0.91,0.937,4.492,1
2,0.02206,7.18644594,2.19,860.0,5463.0,0.91,0.937,4.492,1
2,0.029718,15.94248453,2.62,616.0,5376.0,0.806,0.897,4.576,1
2,0.034114,41.0081117,2.64,425.0,5303.0,0.708,0.785,4.63,1
1,0.022688,11.55562042,2.11,703.0,5420.0,0.85,0.945,4.555,1
1,0.017657,12.2885046,3.22,913.0,5109.0,1.671,0.929,3.96,1
1,0.026597,17.13263125,2.31,611.0,5477.0,0.794,0.876,4.578,1
3,0.019553,19.0231361,2.04,647.0,5569.0,0.954,0.955,4.459,1
3,0.012971,4.57948235,1.35,1040.0,5569.0,0.954,0.955,4.459,1
1,0.019769,1.003931703,1.6,1419.0,4949.0,0.741,0.715,4.552,1
1,0.01832,0.614083885,2.55,2603.0,6521.0,1.276,1.334,4.352,0
1,0.026492,55.8224775,2.13,379.0,5162.0,0.736,0.817,4.611,1
1,0.007118,6.11010439,0.93,1125.0,6213.0,1.195,1.27,4.387,1
1,0.036172,4.286866229,4.14,1217.0,6228.0,1.049,1.107,4.441,1
1,0.017115,10.27380957,1.68,799.0,5806.0,0.899,0.996,4.528,1
3,0.006628,13.39155154,1.58,1180.0,6197.0,2.188,1.198,3.837,1
3,0.005805,5.62904396,1.39,1576.0,6197.0,2.188,1.198,3.837,1
3,0.006235,8.2562857,1.49,1387.0,6197.0,2.188,1.198,3.837,1
2,0.026543,12.33087921,2.34,671.0,5376.0,0.806,0.897,4.576,1
1,0.028726,4.421566535,2.19,729.0,4299.0,0.697,0.713,4.604,1
1,0.032661,15.72585941,2.69,602.0,5332.0,0.755,0.824,4.597,1
1,0.013107,1.252753881,2.44,2199.0,5907.0,1.705,1.165,4.041,1
1,0.024481,13.36019864,1.84,520.0,4500.0,0.688,0.768,4.638,1
1,0.018409,76.957056,2.09,451.0,5878.0,1.041,0.912,4.363,1
1,0.019043,8.84784273,1.15,479.0,3867.0,0.552,0.581,4.718,1
1,0.028075,9.98970266,2.48,705.0,5265.0,0.81,0.91,4.58,1
1,0.023204,5.63252508,2.04,844.0,5216.0,0.804,0.896,4.58,1
1,0.011979,1.442592305,2.67,2700.0,7216.0,2.043,1.462,3.983,1
2,0.01667,14.17222858,2.39,873.0,5845.0,1.314,0.998,4.2,1
2,0.00824,4.92031063,1.18,1242.0,5845.0,1.314,0.998,4.2,1
1,0.019847,56.4931698,4.43,681.0,6160.0,2.046,1.443,3.976,1
3,0.030937,13.82142084,2.2,560.0,4983.0,0.651,0.715,4.66,1
