Number of Planets,Planet-Star Radius Ratio,Orbit Period (Days),Planet Radius (Earth),Equalibrium Temp (K),Star Temp (K),Star Radius,Star Mass,Star Surface Gravity,Status
1,0.01717,176.17377,1.76,323.0,5957.0,0.937,1.026,4.506,0
1,0.014536,114.336052,2.09,429.0,5802.0,1.316,1.044,4.218,1
1,0.391944,0.63938062,51.53,2566.0,6607.0,1.204,1.224,4.363,0
1,0.013226,0.566801045,1.42,2348.0,6106.0,0.982,0.893,4.405,0
1,0.371507,0.992799002,40.12,1933.0,6217.0,0.989,1.056,4.472,0
1,0.013338,1.5184181,1.85,1926.0,6302.0,1.269,1.063,4.259,1
2,0.009652,0.96807117,0.72,1487.0,5367.0,0.687,0.757,4.639,0
1,0.004492,3.55661906,0.72,1518.0,6018.0,1.458,0.934,4.081,0
1,0.002073,0.56256804,0.63,5127.0,9005.0,2.773,1.941,3.84,0
1,0.629442,8.79991878,224.56,1979.0,8092.0,3.267,2.068,3.725,0
1,0.025262,349.03703,2.27,231.0,5583.0,0.824,0.899,4.559,0
1,0.018663,177.8135,1.83,310.0,5822.0,0.898,0.994,4.529,0
1,0.011344,101.952048,1.31,428.0,6210.0,1.054,1.028,4.407,1
1,0.009077,2.41795911,0.53,878.0,4623.0,0.534,0.545,4.719,0
1,0.021294,183.854867,2.4,345.0,6225.0,1.031,1.091,4.45,0
5,0.007881,12.4418003,0.57,576.0,4926.0,0.662,0.727,4.653,1
1,0.011798,293.60581,1.37,295.0,6167.0,1.064,1.149,4.444,0
1,0.003766,2.78801663,0.91,2287.0,7523.0,2.206,1.719,3.986,0
1,0.015963,3.94660745,1.4,981.0,5376.0,0.806,0.897,4.576,1
1,0.009222,4.99473798,0.82,917.0,5406.0,0.819,0.907,4.569,0
1,0.016523,368.48518,1.98,283.0,6140.0,1.096,0.989,4.354,0
2,0.01243,169.894419,2.66,492.0,6382.0,1.961,1.222,3.94,0
1,0.006643,26.190289,1.05,793.0,6434.0,1.441,1.224,4.208,0
1,0.012134,203.511886,2.07,442.0,6967.0,1.565,1.403,4.193,0
5,0.00829,6.18943952,0.65,783.0,5051.0,0.721,0.692,4.562,1
3,0.015641,8.70179611,1.37,750.0,5295.0,0.8,0.825,4.548,1
2,0.005223,0.933747395,1.24,2596.0,5574.0,2.174,1.134,3.818,0
1,0.444913,58.873429,76.18,679.0,7078.0,1.568,1.401,4.192,0
1,0.976575,14.1166583,238.66,1205.0,6526.0,2.238,1.398,3.883,0
1,0.01813,47.3128645,3.71,658.0,5749.0,1.876,1.288,4.002,1
2,0.009013,29.6990126,1.93,880.0,6382.0,1.961,1.222,3.94,0
1,0.007529,6.1082945,1.06,1267.0,6720.0,1.289,1.261,4.316,1
1,0.009797,119.72007,1.26,410.0,5963.0,1.176,1.056,4.321,0
1,0.004117,1.27839331,0.86,2853.0,7758.0,1.918,1.713,4.106,0
3,0.004505,7.545922037,0.68,1084.0,5788.0,1.376,1.039,4.178,1
1,0.194394,0.58675746,19.91,2157.0,5942.0,0.938,1.028,4.506,0
1,0.035859,373.74856,4.45,287.0,6343.0,1.137,1.213,4.411,0
1,0.033276,20.8822079,3.63,661.0,5780.0,1.0,1.0,4.438,0
1,0.013154,7.28171395,2.59,1086.0,4970.0,1.806,0.996,3.924,1
1,0.011063,8.0386699,1.18,926.0,6018.0,0.975,1.058,4.485,0
1,0.014216,6.67410577,1.62,1022.0,5949.0,1.041,0.968,4.389,0
1,0.022168,374.92478,1.67,171.0,4407.0,0.69,0.681,4.593,0
1,0.01066,4.60690612,0.9,950.0,5529.0,0.775,0.839,4.583,0
1,0.008605,1.50178705,0.93,1617.0,5964.0,0.987,1.049,4.471,0
1,0.005351,0.499664962,0.5,2056.0,5570.0,0.855,0.971,4.561,0
1,0.27579,17.4453935,32.01,770.0,6260.0,1.063,1.118,4.433,0
1,0.008525,1.4725859,0.93,1662.0,6077.0,0.999,1.077,4.471,0
1,0.0116,2.97607935,1.1,1144.0,5547.0,0.865,0.932,4.534,0
1,0.008182,1.44438449,1.08,1980.0,6667.0,1.213,1.233,4.358,0
5,0.00789,7.74347801,0.62,727.0,5051.0,0.721,0.692,4.562,1
1,0.013128,5.60473115,1.11,866.0,5401.0,0.777,0.871,4.593,1
1,0.095058,132.778041,10.38,357.0,5780.0,1.0,1.0,4.438,0
1,0.018639,184.568,1.53,282.0,5680.0,0.75,0.807,4.595,0
1,0.008777,2.48882685,1.05,1477.0,6246.0,1.092,1.18,4.433,0
1,0.011111,367.19796,1.08,253.0,6054.0,0.889,0.966,4.525,0
1,0.017131,17.6604653,1.76,690.0,5910.0,0.94,1.032,4.505,0
1,0.009013,1.69999106,0.55,934.0,4289.0,0.554,0.541,4.684,0
1,0.005874,4.2059745,0.75,1263.0,5960.0,1.163,0.964,4.291,0
1,0.004218,0.566803216,0.54,2642.0,6473.0,1.182,1.087,4.33,0
1,0.02091,365.13981,1.86,228.0,5610.0,0.815,0.887,4.564,0
1,0.019982,37.809539,1.79,483.0,5595.0,0.82,0.917,4.57,0
1,0.028557,381.18654,2.29,193.0,4977.0,0.734,0.799,4.607,0
1,0.008007,5.17624997,1.31,1243.0,5578.0,1.497,1.001,4.088,1
1,0.017123,370.62071,2.12,295.0,6432.0,1.136,1.131,4.382,0
1,0.011524,0.589458602,0.98,1848.0,5286.0,0.776,0.722,4.517,0
1,0.009856,3.91794676,0.94,1030.0,5500.0,0.87,0.974,4.547,1
1,0.010403,0.614701901,0.82,1656.0,4954.0,0.724,0.699,4.563,0
1,0.003357,0.934181579,0.79,3268.0,7624.0,2.152,1.803,4.029,0
1,0.00841,379.65261,1.2,330.0,6471.0,1.302,0.855,4.141,0
1,0.005853,1.215181097,0.87,2230.0,6717.0,1.365,1.266,4.268,0
1,0.00952,21.5324915,1.47,876.0,6737.0,1.41,1.232,4.228,0
1,0.008772,3.74779583,1.06,1324.0,6341.0,1.111,1.154,4.409,0
1,0.19889,0.91842238,16.07,1525.0,5288.0,0.74,0.828,4.613,0
1,0.011871,373.43233,1.48,290.0,6146.0,1.141,0.954,4.303,0
5,0.01212,9.74048508,0.95,673.0,5051.0,0.721,0.692,4.562,1
1,0.019753,397.73781,2.2,264.0,6194.0,1.02,1.086,4.457,0
1,0.008114,5.35745121,1.65,1457.0,6123.0,1.86,1.208,3.982,0
1,0.010582,2.16132662,0.5,687.0,3754.0,0.43,0.443,4.818,0
1,0.00678,6.76289308,1.21,1337.0,6547.0,1.63,1.289,4.122,1
1,0.006626,1.09844642,1.73,2921.0,6403.0,2.391,1.233,3.772,0
1,0.014952,25.94947,1.22,508.0,5348.0,0.748,0.838,4.609,0
1,0.005224,1.8789138,1.9,3330.0,8046.0,3.339,2.06,3.704,0
1,0.013675,41.8681996,1.25,492.0,5852.0,0.837,0.928,4.559,1
1,0.006045,0.514771509,0.57,2113.0,5730.0,0.87,0.968,4.545,0
1,0.011032,8.61742738,1.01,733.0,5009.0,0.84,0.797,4.491,1
1,0.007877,35.945188,1.5,789.0,6578.0,1.744,1.36,4.087,0
1,0.006848,5.00749378,1.68,1499.0,5242.0,2.243,0.808,3.644,0
1,0.022558,196.436796,2.33,292.0,5462.0,0.946,0.924,4.452,1
1,0.00626,0.566810643,0.52,1976.0,5776.0,0.758,0.832,4.598,0
1,0.028333,262.477098,1.92,178.0,4227.0,0.62,0.614,4.641,0
1,0.008874,2.21030572,1.06,1572.0,6355.0,1.09,1.134,4.418,0
1,0.012997,5.99321872,1.23,952.0,5853.0,0.868,0.961,4.544,0
1,0.010659,0.70544189,1.04,1960.0,5838.0,0.897,0.992,4.529,0
1,0.012319,0.981399749,1.21,1820.0,6038.0,0.898,0.982,4.524,0
1,0.00355,0.933728755,0.72,2777.0,6652.0,1.863,1.378,4.036,0
1,0.014678,12.60759142,1.61,809.0,6047.0,1.002,1.081,4.47,0
1,0.007524,0.734573766,0.86,2061.0,5602.0,1.051,0.851,4.325,0
1,0.014163,289.86046,1.5,279.0,5914.0,0.971,0.973,4.451,0
2,0.016564,357.13089,1.62,246.0,5838.0,0.897,0.992,4.529,0
1,0.01886,370.50684,2.06,277.0,6360.0,0.999,1.044,4.458,0
1,0.006457,1.332580225,2.18,3111.0,6858.0,3.096,1.88,3.731,0
3,0.01394,7.99144696,1.53,901.0,5700.0,1.006,1.003,4.434,1
1,0.003526,2.9039446,1.17,2637.0,7846.0,3.05,2.29,3.829,0
1,0.029056,68.538296,25.77,1031.0,4687.0,8.123,0.988,2.613,0
1,0.030558,369.7985,2.53,225.0,5680.0,0.757,0.797,4.582,0
2,0.006416,6.5588346,0.7,973.0,5780.0,1.0,1.0,4.438,0
1,0.007706,0.643007769,0.35,1070.0,3925.0,0.421,0.432,4.825,0
1,0.006582,1.061937837,0.68,1757.0,5893.0,0.941,1.033,4.505,0
1,0.020577,15.07277287,1.73,635.0,5521.0,0.771,0.864,4.594,0
1,0.010881,1.71659304,1.17,1607.0,6192.0,0.987,1.037,4.467,0
1,0.026495,358.818895,2.66,262.0,6056.0,0.918,0.908,4.47,0
1,0.020295,181.3537,2.11,317.0,5900.0,0.951,1.065,4.509,0
1,0.008421,3.74786694,0.89,1176.0,5957.0,0.971,1.083,4.498,0
1,0.006722,0.913244995,0.77,1967.0,5923.0,1.049,1.013,4.402,0
1,0.006846,2.97599368,0.79,1395.0,6202.0,1.055,1.003,4.394,0
1,0.007715,0.584148495,0.87,2130.0,5427.0,1.031,0.861,4.347,0
2,0.184616,0.824180121,17.8,1912.0,5977.0,0.883,0.929,4.514,0
1,0.025773,0.579770948,2.4,1953.0,5561.0,0.854,0.968,4.561,0
1,0.007939,0.92225589,1.29,2206.0,5631.0,1.485,1.046,4.114,0
1,0.01349,0.75499096,1.39,1949.0,5743.0,0.946,0.953,4.466,0
1,0.028255,353.40191,2.35,202.0,4957.0,0.763,0.772,4.561,0
1,0.006925,1.428596987,1.62,2637.0,6745.0,2.144,1.336,3.901,0
1,0.005058,2.21701025,1.16,2371.0,7524.0,2.092,1.863,4.067,0
1,0.330482,43.0759115,213.46,1032.0,4766.0,5.915,1.059,2.919,0
1,0.021943,372.62637,2.38,258.0,6014.0,0.993,1.101,4.486,0
1,0.005259,1.02087831,0.64,1903.0,5750.0,1.106,0.968,4.337,0
1,0.009772,1.26132769,0.14,447.0,2900.0,0.132,0.107,5.224,0
1,0.299764,6.09406648,54.54,1417.0,6785.0,1.666,1.47,4.162,0
1,0.006983,1.1578141,1.24,2133.0,5412.0,1.629,0.845,3.941,0
1,0.020096,0.566800926,2.19,2200.0,5780.0,1.0,1.0,4.438,0
1,0.830494,24.1876477,118.8,782.0,6437.0,1.31,1.175,4.273,0
1,0.009284,2.44926655,0.76,1033.0,4840.0,0.749,0.727,4.551,0
1,0.009175,2.17812826,0.81,1206.0,5426.0,0.805,0.903,4.579,0
1,0.008846,1.33259494,0.89,1665.0,6063.0,0.918,0.994,4.51,0
1,0.007054,2.05048377,0.66,1339.0,5568.0,0.854,0.752,4.451,0
1,0.004868,1.19550618,0.78,2152.0,6088.0,1.463,1.103,4.15,0
1,0.011709,0.683082998,9.92,6757.0,8247.0,7.762,3.253,3.17,0
1,0.246702,0.791771167,82.71,3419.0,6218.0,3.07,1.639,3.678,0
1,0.00842,0.894172544,0.68,1461.0,4982.0,0.736,0.771,4.591,0
1,0.007065,1.68207624,1.01,1980.0,6495.0,1.311,0.972,4.191,0
2,0.01076,9.8480917,0.88,711.0,5289.0,0.748,0.717,4.546,0
1,0.003239,0.566800593,0.48,2783.0,6476.0,1.353,1.202,4.255,0
1,0.009636,0.969602551,0.69,1334.0,4856.0,0.66,0.701,4.643,0
1,0.00865,9.25801294,1.73,1229.0,6200.0,1.834,1.162,3.977,0
1,0.012861,25.9554044,1.46,656.0,6058.0,1.038,1.004,4.408,0
1,0.011137,3.74788208,0.94,979.0,5340.0,0.777,0.871,4.593,0
1,0.215214,0.93479255,24.75,2040.0,6018.0,1.053,0.864,4.33,0
1,0.015211,361.43653,1.56,268.0,6028.0,0.938,0.802,4.398,0
1,0.008471,0.89628253,0.76,1670.0,5561.0,0.818,0.915,4.572,0
1,0.005588,1.67495622,0.77,1843.0,6323.0,1.263,1.15,4.296,0
1,0.007838,8.2344072,1.49,1263.0,6148.0,1.741,1.016,3.964,0
1,0.010746,2.15052332,1.17,1410.0,5780.0,1.0,1.0,4.438,0
1,0.292665,32.6122381,31.96,570.0,5780.0,1.0,1.0,4.438,0
1,0.252275,0.967073359,28.15,1867.0,5755.0,1.022,0.96,4.402,0
1,0.010518,3.5564279,0.8,972.0,5404.0,0.694,0.789,4.638,0
1,0.020573,0.942997994,1.56,1283.0,4499.0,0.693,0.681,4.59,0
1,0.015523,0.566796775,0.61,931.0,3453.0,0.358,0.364,4.892,0
1,0.008279,13.6471211,1.25,913.0,5771.0,1.382,0.89,4.106,1
1,0.019767,16.473474,1.63,612.0,5364.0,0.754,0.702,4.529,1
1,0.014631,3.74788322,1.32,1031.0,5514.0,0.826,0.926,4.569,0
1,0.008025,0.705455349,0.64,1693.0,5383.0,0.736,0.824,4.614,0
1,0.02411,488.67353,2.03,188.0,5218.0,0.772,0.867,4.596,0
1,0.007843,1.08906057,0.75,1511.0,5087.0,0.881,0.822,4.463,0
1,0.022918,1.48922187,2.5,1594.0,5780.0,1.0,1.0,4.438,0
1,0.011089,0.716709761,1.42,2394.0,6109.0,1.173,0.85,4.229,0
1,0.017093,4.1083812,1.62,1058.0,5730.0,0.87,0.968,4.545,0
1,0.007549,1.962282625,0.81,1448.0,5726.0,0.979,0.915,4.418,1
1,0.009546,0.523629052,46.33,9801.0,4136.0,44.448,1.777,1.392,0
1,0.009341,1.04588635,1.1,1972.0,6249.0,1.076,1.13,4.428,0
1,0.013995,419.92898,1.51,255.0,6047.0,0.988,0.962,4.431,0
1,0.008924,1.23521458,0.93,1713.0,5999.0,0.959,1.045,4.494,0
1,0.014698,1.085229874,1.37,1632.0,5713.0,0.851,0.948,4.554,0
1,0.00812,1.540379557,0.81,1581.0,5812.0,0.914,0.781,4.408,0
5,0.00634,3.60011712,0.5,938.0,5051.0,0.721,0.692,4.562,1
2,0.017152,9.32867952,1.62,806.0,5749.0,0.864,0.961,4.547,1
1,0.01341,6.38671206,1.19,811.0,5071.0,0.811,0.768,4.505,1
1,2.675912,158.348345,372.86,409.0,6521.0,1.276,1.334,4.352,0
1,0.153052,0.93376962,16.3,1937.0,6056.0,0.975,0.973,4.448,0
1,0.036359,322.48381,3.5,259.0,5968.0,0.881,0.97,4.534,0
1,0.013845,0.739404894,0.94,1256.0,4205.0,0.624,0.614,4.635,0
1,0.009814,25.94964132,2.06,753.0,5109.0,1.922,1.006,3.873,0
1,0.005978,1.71051215,1.04,2004.0,5925.0,1.589,0.898,3.989,0
1,0.022926,62.869463,1.96,349.0,4762.0,0.781,0.762,4.535,1
1,0.391951,84.8062818,36.51,388.0,5735.0,0.853,0.889,4.525,0
1,0.032143,29.9632816,2.24,391.0,4463.0,0.638,0.624,4.623,1
1,0.41359,17.99643716,30.08,468.0,4438.0,0.666,0.653,4.606,0
3,0.015413,11.63486009,2.61,961.0,5570.0,1.548,1.019,4.066,1
1,0.0095,10.8118317,1.24,922.0,6025.0,1.196,1.119,4.331,1
1,0.012387,1.208528832,1.25,1725.0,6072.0,0.923,1.005,4.51,0
1,0.018221,208.1871179,1.99,307.0,5780.0,1.0,1.0,4.438,0
1,0.208884,0.93198504,17.72,1647.0,5470.0,0.777,0.71,4.509,0
1,0.843141,0.60818508,96.03,2298.0,5981.0,1.043,0.933,4.372,0
1,0.010218,1.65320144,0.74,1059.0,4544.0,0.661,0.647,4.609,0
1,0.006825,3.37487541,0.75,1287.0,6181.0,1.006,1.074,4.464,0
1,0.009628,0.962825082,5.18,3265.0,4898.0,4.928,1.443,3.212,0
1,0.015842,309.494217,2.79,399.0,6908.0,1.614,1.155,4.085,0
2,0.022182,24.2382519,2.19,597.0,5763.0,0.904,1.002,4.527,0
2,0.016319,24.2416103,1.61,596.0,5763.0,0.904,1.002,4.527,0
1,0.021708,69.3788597,2.07,421.0,5806.0,0.874,0.943,4.529,0
1,0.02561,29.3493852,2.02,451.0,4987.0,0.722,0.784,4.613,1
1,0.013581,449.57274,3.08,333.0,5691.0,2.079,1.096,3.842,0
1,0.011831,245.059374,1.63,356.0,6036.0,1.265,0.781,4.127,0
1,0.016379,0.708726708,0.92,1302.0,4607.0,0.515,0.522,4.733,0
1,0.008566,283.72675,1.18,341.0,6496.0,1.257,1.153,4.301,0
1,0.022031,373.60683,2.5,271.0,6184.0,1.038,1.1,4.448,0
2,0.009763,4.29388808,1.68,1532.0,6615.0,1.574,1.343,4.173,0
1,0.371471,13.5437884,32.21,658.0,5463.0,0.794,0.883,4.582,0
1,0.028187,65.6491001,2.52,390.0,5436.0,0.819,0.919,4.573,1
1,0.017285,25.1593389,1.76,619.0,5973.0,0.935,1.024,4.506,1
2,0.014837,31.7787564,1.5,564.0,5638.0,0.928,0.773,4.391,1
1,0.004874,1.332568744,0.58,1941.0,6620.0,1.081,1.097,4.411,0
3,0.012789,9.0194714,1.07,789.0,5775.0,0.768,0.838,4.59,1
1,0.007855,0.814278961,0.76,1762.0,5537.0,0.886,0.989,4.539,0
1,0.008963,2.1890751,0.87,1399.0,6077.0,0.891,0.974,4.526,0
1,0.005252,2.42649862,0.75,1638.0,6033.0,1.316,0.948,4.176,0
2,0.02037,8.80854183,2.69,1000.0,6017.0,1.21,1.064,4.3,0
1,0.012462,219.74735,3.24,427.0,5127.0,2.38,0.825,3.602,0
1,0.006734,19.7639874,1.19,900.0,6195.0,1.617,1.127,4.072,0
1,0.011561,6.05919881,1.21,976.0,5734.0,0.962,0.977,4.462,1
3,0.005597,7.5143967,0.96,1199.0,6206.0,1.573,1.305,4.159,1
3,0.018978,33.1981761,3.21,678.0,5570.0,1.548,1.019,4.066,1
2,0.0085,5.32784157,0.86,1023.0,5638.0,0.928,0.773,4.391,1
1,0.023361,31.827649,4.98,668.0,4774.0,1.954,0.959,3.838,1
2,0.013728,0.824000125,0.42,746.0,3396.0,0.28,0.28,4.991,1
1,0.019555,0.772152075,4.44,2966.0,5951.0,2.08,0.967,3.787,0
1,0.010794,1.08469871,1.11,1757.0,5942.0,0.938,1.028,4.506,0
1,0.119898,5.660274452,11.02,950.0,5615.0,0.842,0.778,4.478,0
1,0.003674,1.23512429,0.38,1642.0,5798.0,0.941,1.038,4.507,0
1,0.008874,1.381257093,1.1,1728.0,5861.0,1.131,1.13,4.385,0
1,0.00629,2.41810158,0.85,1602.0,6258.0,1.239,1.135,4.307,1
1,0.021125,33.4203001,2.46,581.0,5731.0,1.066,0.977,4.372,1
1,0.284985,58.3437362,93.55,779.0,5896.0,3.006,1.472,3.65,0
1,0.00626,1.070982122,0.98,2122.0,5717.0,1.433,0.964,4.109,0
1,0.093998,23.81578356,8.4,560.0,5561.0,0.818,0.915,4.572,0
1,0.012989,31.1748311,1.31,585.0,6086.0,0.921,1.003,4.511,1
1,0.013399,0.474811162,1.28,2206.0,5799.0,0.878,0.975,4.539,0
1,0.03515,47.0568476,2.84,411.0,5288.0,0.74,0.828,4.613,1
2,0.020645,367.73299,2.1,266.0,6225.0,0.931,0.958,4.481,0
1,0.157758,0.743495989,11.82,1617.0,5345.0,0.686,0.747,4.639,0
1,0.01333,1.405887031,0.95,1086.0,4440.0,0.653,0.646,4.618,0
1,0.008377,1.45728997,0.93,1665.0,6063.0,1.012,1.117,4.476,0
1,0.005958,1.245331397,1.61,2678.0,6106.0,2.477,1.352,3.781,0
1,0.012281,1.52593737,1.39,1697.0,6184.0,1.038,1.1,4.448,0
1,0.008153,8.21429932,1.66,1312.0,6277.0,1.869,1.138,3.951,0
1,0.00436,1.54945486,1.34,3006.0,7382.0,2.804,1.976,3.838,0
1,0.009648,8.42943991,1.19,1029.0,6353.0,1.132,1.104,4.375,0
1,0.00769,10.60052083,1.09,987.0,6035.0,1.303,1.009,4.212,1
1,0.027476,21.8634638,2.37,551.0,5383.0,0.789,0.885,4.587,1
1,0.315734,86.4392931,35.31,442.0,6208.0,1.024,1.086,4.454,0
5,0.028278,63.3354719,1.18,202.0,3526.0,0.383,0.394,4.866,1
1,0.389436,14.77820911,44.48,809.0,6258.0,1.046,1.102,4.442,0
1,0.435461,15.60862948,39.42,648.0,5569.0,0.829,0.928,4.566,0
1,0.017136,389.14115,1.67,250.0,6043.0,0.894,0.933,4.505,0
1,0.026964,365.78863,2.21,215.0,5407.0,0.752,0.794,4.585,0
1,0.006008,2.4826619,0.8,1619.0,6356.0,1.225,1.068,4.292,0
1,0.008001,2.17811908,0.8,1412.0,6039.0,0.921,0.992,4.505,0
1,0.010031,1.11205787,1.02,1799.0,6098.0,0.932,0.976,4.488,0
1,0.023516,224.447413,2.05,260.0,5489.0,0.798,0.872,4.574,0
1,0.015998,21.8660922,1.88,730.0,6309.0,1.077,1.062,4.402,0
1,0.004733,5.09506,2.14,2247.0,6700.0,4.146,1.893,3.48,0
1,0.009888,0.689967868,0.78,1539.0,4872.0,0.726,0.814,4.615,1
1,0.003928,1.89132292,0.9,2799.0,8482.0,2.106,1.987,4.089,0
1,0.007276,0.918420801,1.14,2374.0,6210.0,1.434,1.098,4.166,0
1,0.011194,0.573709256,7.05,4415.0,5261.0,5.769,1.639,3.13,0
2,0.03272,13.8353959,3.78,809.0,6020.0,1.057,1.03,4.403,1
1,0.009291,46.9434911,1.57,669.0,6253.0,1.55,1.107,4.102,0
3,0.016179,19.5906103,2.64,819.0,5794.0,1.496,1.072,4.118,1
3,0.014368,8.23983041,2.35,1093.0,5794.0,1.496,1.072,4.118,1
1,0.011533,427.65334,1.97,284.0,5325.0,1.565,0.9,4.004,0
5,0.039819,412.041857,3.77,217.0,5485.0,0.867,0.986,4.556,0
1,0.008812,0.9628348,0.81,1648.0,5559.0,0.838,0.917,4.554,0
1,0.011441,1.57017249,0.82,1232.0,5300.0,0.66,0.731,4.66,0
1,0.005808,0.566798364,0.66,2272.0,5864.0,1.04,1.014,4.411,0
1,0.006465,3.22452656,24.48,4883.0,3857.0,34.674,0.954,1.338,0
1,0.00538,1.89127438,2.03,3342.0,7919.0,3.46,2.01,3.663,0
1,0.004206,1.33256944,0.46,1624.0,5655.0,0.998,0.979,4.431,0
1,0.020972,66.6504521,1.56,308.0,4550.0,0.679,0.713,4.627,1
1,0.016079,55.7002642,1.18,309.0,4267.0,0.67,0.662,4.608,0
3,0.009926,3.54553077,1.62,1448.0,5794.0,1.496,1.072,4.118,1
1,0.380234,10.88241656,29.69,632.0,4946.0,0.715,0.694,4.57,0
1,0.478535,25.19830439,46.14,604.0,5955.0,0.883,0.972,4.534,0
1,0.013588,0.50727675,1.7,2449.0,5970.0,1.143,1.195,4.399,0
1,0.012402,1.316398648,1.09,1374.0,5088.0,0.806,0.763,4.508,0
1,0.010271,419.4596,2.1,303.0,5248.0,1.869,0.98,3.886,0
1,0.114161,14.2005007,13.28,843.0,6332.0,1.065,1.048,4.406,0
1,0.010037,1.318347743,1.23,1861.0,6143.0,1.121,1.025,4.351,0
1,0.009401,5.5834987,1.41,1317.0,6517.0,1.375,1.203,4.241,0
1,0.006086,1.12401084,0.61,1719.0,5941.0,0.911,1.001,4.519,0
1,0.005118,1.21374652,0.59,1880.0,6238.0,1.049,1.022,4.407,0
5,0.007159,5.24970432,0.67,954.0,5528.0,0.853,0.838,4.499,1
1,0.036504,45.4333769,2.23,315.0,4371.0,0.559,0.587,4.712,0
1,0.028378,56.6746666,4.01,522.0,5541.0,1.295,0.945,4.189,1
1,0.374251,63.9005941,25.91,353.0,5204.0,0.634,0.624,4.63,0
1,0.012961,16.2951259,1.15,574.0,4915.0,0.812,0.781,4.512,1
1,0.259673,18.17304501,24.39,650.0,5799.0,0.86,0.955,4.548,0
1,0.363648,14.12678065,31.13,670.0,5656.0,0.784,0.873,4.583,0
1,0.012051,358.56462,0.99,219.0,5375.0,0.752,0.7,4.531,0
1,0.00591,1.337561836,1.11,2322.0,6406.0,1.715,1.219,4.056,0
1,0.009255,2.23755641,0.93,1397.0,6026.0,0.924,0.995,4.505,0
1,0.010183,1.035268597,1.34,2136.0,6332.0,1.205,1.08,4.311,0
1,0.014538,359.3259,3.6,410.0,6570.0,2.27,1.5,3.902,0
1,0.005506,0.566805268,0.65,2492.0,6403.0,1.086,1.127,4.418,0
1,0.015746,12.27057043,1.67,811.0,6075.0,0.969,1.048,4.486,1
1,0.015374,13.2274753,1.94,867.0,6269.0,1.155,1.237,4.405,1
1,0.00726,0.559517155,1.04,2762.0,6462.0,1.309,1.153,4.266,0
1,0.500076,29.47316279,48.98,565.0,5838.0,0.897,0.992,4.529,0
1,0.009278,0.580725004,0.85,1939.0,5471.0,0.841,0.874,4.53,0
1,0.180979,1.94468659,69.59,3334.0,7894.0,3.521,1.995,3.644,0
1,0.016223,7.28116667,1.4,744.0,5008.0,0.788,0.844,4.572,1
1,0.022087,383.10017,2.18,248.0,6011.0,0.902,0.988,4.522,0
1,0.009338,0.605556082,0.86,2120.0,6123.0,0.846,0.941,4.556,0
1,0.012616,4.36125889,1.2,1000.0,5520.0,0.873,0.972,4.544,1
1,0.007501,1.19087362,0.73,1489.0,5158.0,0.888,0.836,4.464,0
1,0.006036,1.06484622,0.72,2034.0,6445.0,1.087,1.125,4.417,0
1,0.004479,0.969824139,0.49,1839.0,5780.0,1.0,1.0,4.438,0
1,0.011402,190.60563,1.6,386.0,6200.0,1.287,0.99,4.214,0
1,0.017544,8.480305,1.33,661.0,4895.0,0.696,0.775,4.631,0
1,0.013424,410.11676,1.41,242.0,5587.0,0.965,0.801,4.372,0
1,0.029482,54.5091549,1.94,308.0,4406.0,0.603,0.621,4.67,1
1,0.014102,14.1959621,1.66,818.0,6214.0,1.076,1.169,4.442,1
1,0.23157,11.52482874,22.56,756.0,5592.0,0.892,0.862,4.472,0
1,3.720483,46.84008579,428.62,552.0,6006.0,1.055,0.867,4.33,0
1,0.244048,0.992798625,29.26,1967.0,6055.0,1.098,1.126,4.407,0
1,0.016898,186.72243,1.84,329.0,6040.0,0.999,1.07,4.469,0
1,0.019307,118.4039,3.46,517.0,6486.0,1.64,1.213,4.091,0
1,0.020631,182.281992,1.67,280.0,5503.0,0.742,0.69,4.536,0
1,0.010497,10.0102876,0.69,522.0,4214.0,0.601,0.588,4.65,0
1,0.007242,1.366964704,0.79,1640.0,5780.0,1.0,1.0,4.438,0
1,0.007646,0.77957913,0.71,1819.0,5699.0,0.853,0.95,4.553,0
1,0.005106,0.544561598,44.9,11804.0,3715.0,80.529,1.678,0.851,0
1,0.016192,17.4453133,5.38,1066.0,4927.0,3.04,0.881,3.417,0
1,0.007324,1.97515457,0.92,1504.0,5571.0,1.145,0.976,4.31,0
1,0.284532,21.993112,23.21,523.0,5205.0,0.747,0.827,4.604,0
1,0.04461,27.6853358,3.11,461.0,5216.0,0.639,0.704,4.673,0
1,0.023364,35.6225528,2.24,523.0,5799.0,0.878,0.975,4.539,1
1,0.010644,7.1403113,1.18,1036.0,6354.0,1.016,1.067,4.454,0
1,0.007445,2.69487041,0.97,1440.0,5823.0,1.187,0.986,4.283,0
1,0.020068,112.303136,1.3,241.0,4401.0,0.595,0.613,4.677,1
1,0.251507,49.5387264,20.52,436.0,5683.0,0.747,0.835,4.605,0
1,0.004875,3.39155966,0.49,1183.0,5896.0,0.914,1.0,4.516,0
1,0.02183,1.33254897,32.84,4664.0,4894.0,13.777,1.928,2.445,0
1,0.017325,18.2260472,1.85,648.0,5440.0,0.98,0.972,4.444,0
1,0.215782,0.630539713,21.07,1936.0,5458.0,0.894,0.884,4.482,0
1,0.006671,1.018347376,1.92,2832.0,5858.0,2.638,1.358,3.729,0
1,0.328292,0.659299289,30.54,1979.0,5791.0,0.852,0.885,4.524,0
