Kepler_OI_Name,Number_of_Planets,Planet_Radius_Earth,Equalibrium_Temp_K,Orbit_Period_Days,Star_Radius_Sun,Star_Temp_K,Star_Mass_Sun,Star_Surface_Gravity,Planet_Star_Radius_Ratio,Status
K04825.01,1,0.78,1530.0,1.29019586,0.842,5693.0,0.938,4.558,0.008445,0
K04897.01,1,0.95,759.0,8.48032079,0.728,5415.0,0.695,4.556,0.011917,0
K04899.01,1,1.79,394.0,227.6258,1.549,6240.0,1.111,4.103,0.010563,0
K03286.01,1,1.41,433.0,18.1373788,0.602,4257.0,0.589,4.648,0.021423,1
K03287.01,1,1.6,478.0,51.1104797,0.881,5968.0,0.97,4.534,0.016631,1
K03288.01,1,3.35,493.0,47.9869119,0.981,5641.0,0.899,4.408,0.031301,1
K01192.02,2,7.76,260.0,359.047933,1.048,5609.0,0.889,4.346,0.067781,0
K03289.01,1,24.73,505.0,29.8042694,0.827,5223.0,0.767,4.488,0.273807,0
K07699.01,1,42.5,1714.0,1.003049079,0.844,5775.0,0.856,4.518,0.461141,0
K04757.01,1,7.29,2202.0,0.933157032,1.169,6499.0,1.191,4.378,0.057092,0
K04758.01,1,1.71,492.0,37.1083458,0.86,5591.0,0.977,4.559,0.018237,0
K04828.01,1,13.68,2129.0,1.02104719,1.2,6444.0,1.248,4.376,0.104426,0
K04829.02,2,2.09,932.0,12.083457,1.175,6422.0,1.161,4.364,0.016291,0
K04830.01,1,1.01,256.0,401.5907,0.939,6170.0,0.976,4.482,0.009877,0
K03221.01,1,4.25,697.0,53.91278363,2.02,6085.0,1.228,3.917,0.019261,0
K04901.01,1,0.77,2317.0,1.23142395,1.73,6011.0,1.021,3.971,0.004073,0
K04903.01,1,6.54,340.0,386.828262,1.615,6384.0,1.216,4.107,0.037095,0
K03291.01,1,8.15,830.0,15.8733803,1.054,6161.0,0.763,4.276,0.070791,0
K03292.01,1,3.23,580.0,42.3991752,1.121,6133.0,1.071,4.37,0.026381,0
K03293.01,1,39.94,680.0,25.95198823,1.035,6363.0,1.083,4.444,0.35336,0
K03294.01,1,42.91,572.0,25.9522401,0.904,5659.0,1.005,4.528,0.434667,0
K03295.01,1,1.6,781.0,14.12809896,0.988,6072.0,1.05,4.47,0.014858,0
K04760.01,1,1.12,770.0,13.6917833,0.931,5906.0,0.857,4.433,0.01105,0
K04761.01,1,9.75,618.0,25.95633,0.881,6139.0,0.959,4.53,0.101345,0
K03204.01,1,1.57,3271.0,0.572937573,1.593,7338.0,1.553,4.225,0.009023,0
K03213.01,1,90.09,1910.0,14.15849823,3.746,8753.0,2.385,3.668,0.220225,0
K04831.01,1,1.57,316.0,207.471349,1.033,5731.0,0.889,4.359,0.013888,0
K04832.01,1,81.01,1253.0,12.3748247,3.598,5165.0,1.462,3.491,0.206179,0
K03501.01,1,2722.92,834.0,14.54178117,1.148,5997.0,0.968,4.304,21.720514,0
K03502.01,1,3.8,724.0,12.4261177,0.851,5713.0,0.948,4.554,0.040899,0
K03503.01,2,0.79,676.0,21.1876185,0.849,6355.0,0.925,4.547,0.008483,1
K03504.01,2,2.52,733.0,12.42560404,0.893,5713.0,1.01,4.541,0.025794,0
K03505.01,1,89.18,1064.0,30.9604688,3.558,5367.0,0.758,3.216,0.229528,0
K07717.01,1,30.94,1858.0,1.041619932,0.991,5838.0,0.848,4.374,0.285924,0
K03588.01,1,109.72,1608.0,2.544594443,1.616,5503.0,1.026,4.033,0.62174,0
K03589.01,1,21.93,358.0,56.40651043,0.647,5011.0,0.632,4.617,0.310418,0
K03590.01,1,61.54,633.0,7.964400574,0.715,4478.0,0.706,4.578,0.788182,0
K03591.01,1,51.77,1042.0,6.399101307,0.988,6233.0,1.054,4.472,0.479811,0
K01873.02,2,2.39,602.0,34.9168399,1.069,6194.0,1.161,4.445,0.020479,1
K07778.01,1,0.88,1661.0,0.56678228,0.749,4796.0,0.742,4.56,0.010717,0
K03592.01,1,22.25,762.0,8.480303653,0.787,5385.0,0.832,4.565,0.258948,0
K03365.01,1,3.94,721.0,22.1270885,1.445,5312.0,0.963,4.103,0.024942,1
K03366.01,1,1.12,712.0,10.6784787,0.797,5459.0,0.893,4.583,0.012911,0
K03369.01,1,51.86,487.0,42.55926555,0.863,5764.0,0.959,4.548,0.550314,0
K03435.01,1,1.58,596.0,24.2157996,0.885,5659.0,0.849,4.473,0.016361,0
K03436.01,1,1.14,409.0,44.2018402,0.753,5002.0,0.723,4.543,0.013886,1
K03437.01,2,2.18,928.0,15.0330623,1.601,5849.0,1.114,4.076,0.012497,1
K03506.01,1,87.2,1214.0,12.62530918,1.844,6878.0,1.278,4.012,0.433038,0
K03510.01,1,49.34,362.0,124.9357674,0.941,5887.0,0.97,4.477,0.480155,0
K01803.02,3,1.37,589.0,12.72029843,0.724,4914.0,0.783,4.61,0.017319,0
K03511.01,1,193.91,847.0,119.6798032,3.251,8275.0,2.053,3.726,0.546213,0
K03512.01,1,59.15,1031.0,6.399107136,0.935,6133.0,0.868,4.435,0.579279,0
K03513.01,1,65.0,1504.0,8.480304281,2.21,7059.0,1.571,3.946,0.269348,0
K03593.01,1,45.43,575.0,117.6813778,2.079,6429.0,1.25,3.899,0.20011,0
K03594.01,1,35.18,692.0,17.72722648,0.895,6021.0,0.967,4.52,0.359916,0
K07779.01,1,1.2,1766.0,1.71024931,1.171,6418.0,1.241,4.395,0.00937,0
K03595.01,1,26.0,420.0,100.4013273,1.1,5903.0,0.995,4.353,0.216421,0
K03596.01,1,59.23,928.0,11.32028788,1.127,6153.0,0.928,4.302,0.481306,0
K03597.01,1,40.46,1977.0,1.219034103,1.271,5914.0,0.972,4.217,0.291493,0
K03370.02,2,1.23,797.0,5.94228603,0.805,4891.0,0.776,4.516,0.014007,1
K03373.01,1,22.31,455.0,57.0599992,0.863,5931.0,0.953,4.545,0.236723,0
K03438.01,1,1.08,787.0,14.5565618,1.061,6065.0,1.163,4.452,0.009286,1
K01731.02,2,1.26,1478.0,0.837898153,0.797,4748.0,0.776,4.526,0.014435,0
K07747.01,1,36.0,2459.0,0.603086711,1.134,6353.0,1.174,4.397,0.290753,0
K03439.01,1,2.19,608.0,41.7084063,1.138,6434.0,1.169,4.394,0.017621,1
K03441.01,1,56.02,665.0,25.36699067,1.024,6208.0,1.086,4.454,0.500955,0
K03514.01,1,49.76,220.0,428.3217393,0.806,5662.0,0.808,4.532,0.565342,0
K03515.01,1,197.85,640.0,82.13761,2.012,6395.0,1.183,3.904,0.900513,0
K07766.01,1,0.83,1284.0,3.06026014,1.01,5878.0,0.993,4.426,0.007509,0
K03516.01,1,83.77,749.0,24.0612744,1.138,6461.0,1.027,4.338,0.674114,0
K03517.01,1,61.42,420.0,66.36099916,0.857,5583.0,0.778,4.463,0.656265,0
K03518.01,1,153.32,1407.0,8.939461148,2.225,6461.0,1.266,3.846,0.631007,0
K03520.01,1,89.83,429.0,135.5860768,1.301,6401.0,1.304,4.324,0.632266,0
K03598.01,1,55.07,575.0,18.79862195,0.796,5334.0,0.893,4.585,0.633582,0
K03599.01,1,29.34,803.0,6.30828538,0.78,5069.0,0.742,4.524,0.344431,0
K03600.01,1,44.3,1270.0,4.80912667,1.166,6462.0,1.166,4.371,0.347886,0
K03601.01,1,140.22,1594.0,2.33211505,1.094,6384.0,0.97,4.348,1.173726,0
K01875.02,2,1.67,2386.0,0.53835407,1.207,5539.0,0.932,4.244,0.012638,1
K03602.01,1,48.69,308.0,249.3621183,1.02,5940.0,0.853,4.352,0.437151,0
K07736.01,1,0.46,2343.0,0.664727127,1.116,6143.0,1.001,4.344,0.003748,0
K03374.01,2,1.65,1131.0,9.5084871,1.668,6144.0,1.296,4.106,0.009069,1
K03375.01,1,2.57,497.0,47.0563327,0.924,5889.0,0.967,4.492,0.025508,1
K03443.01,1,2.07,321.0,96.169569,0.702,5340.0,0.783,4.633,0.026984,1
K07748.01,1,1.11,3190.0,1.55090374,2.968,7612.0,1.969,3.787,0.003415,0
K03445.01,1,4.47,485.0,82.303914,1.425,5602.0,0.997,4.13,0.028716,1
K03521.01,1,147.83,457.0,131.9782774,2.182,4916.0,0.905,3.717,0.620414,0
K07768.01,1,0.69,1527.0,0.789171236,0.811,4776.0,0.788,4.516,0.007785,0
K01806.02,3,2.8,1002.0,17.9346606,1.775,6426.0,1.182,4.013,0.014464,1
K03522.01,1,76.53,699.0,241.0707458,2.777,9414.0,2.148,3.883,0.252353,0
K03523.01,1,54.91,441.0,106.1759381,1.141,6038.0,0.852,4.254,0.440724,0
K03524.01,1,72.8,320.0,184.6467208,1.023,5713.0,0.99,4.414,0.651649,0
K03525.01,1,144.85,1029.0,6.282033445,0.976,6074.0,0.979,4.45,1.359118,0
K03603.01,1,43.06,932.0,5.519188936,0.897,5324.0,0.805,4.439,0.43965,0
K03604.01,1,51.32,1595.0,4.818863794,1.935,6313.0,1.179,3.936,0.242856,0
K03605.01,1,34.07,256.0,178.2680204,0.696,5126.0,0.668,4.578,0.448226,0
K03606.01,1,91.3,1730.0,2.181555909,1.246,6584.0,1.218,4.331,0.671032,0
K03607.01,1,172.25,2731.0,0.895276162,2.55,5242.0,1.015,3.631,0.618592,0
K03608.01,1,38.3,307.0,244.8327497,0.993,6105.0,0.997,4.443,0.353195,0
K03379.01,1,2.6,624.0,30.4544418,0.984,6283.0,1.047,4.472,0.0242,1
K03380.01,1,1.65,828.0,10.26558924,0.98,5774.0,1.006,4.458,0.015409,0
K03382.01,1,16.74,639.0,18.9257333,0.909,5455.0,0.795,4.421,0.168616,0
K03383.01,1,2.09,479.0,37.8862977,0.818,5513.0,0.868,4.551,0.023418,1
K03446.01,1,2.24,847.0,11.9615433,1.046,6142.0,1.143,4.456,0.019583,0
K03449.01,1,38.61,402.0,62.12767713,0.807,5344.0,0.74,4.494,0.438163,0
K03450.01,1,1.09,530.0,31.9730649,0.811,5811.0,0.898,4.571,0.012353,0
K03526.01,1,53.3,321.0,143.1188694,0.851,5713.0,0.948,4.554,0.573511,0
K03527.01,1,46.61,379.0,76.81985465,0.774,5654.0,0.865,4.59,0.551423,0
K03528.01,1,112.86,514.0,165.40575,2.185,6061.0,0.999,3.759,0.472994,0
K03529.01,1,55.04,365.0,71.66191516,0.824,5075.0,0.777,4.497,0.611676,0
K03530.01,1,68.38,813.0,9.44942685,0.905,5754.0,1.021,4.534,0.691937,0
K07781.01,1,25.52,1656.0,0.715802309,0.757,5239.0,0.841,4.6,0.308722,0
K03531.01,1,50.88,435.0,70.58284717,0.904,5973.0,0.98,4.516,0.515411,0
K03609.01,1,112.12,1791.0,2.995357359,1.94,5949.0,1.07,3.892,0.529249,0
K03610.01,2,39.38,1077.0,3.840485025,0.823,5731.0,0.841,4.532,0.438215,0
K03611.01,1,44.35,892.0,10.4433418,1.005,6137.0,0.972,4.421,0.404139,0
K07737.01,1,505.94,7040.0,4.75307877,180.013,3486.0,3.735,0.5,0.025738,0
K03612.01,1,53.03,588.0,19.51501329,0.851,5349.0,0.897,4.531,0.570606,0
K01628.02,3,1.02,1685.0,1.772451066,1.149,6243.0,1.226,4.406,0.008154,1
K03384.02,2,1.41,728.0,19.9158863,1.092,6047.0,1.059,4.387,0.011866,1
K03385.01,1,88.28,514.0,54.06132811,1.112,5786.0,0.937,4.318,0.727029,0
K03386.01,1,54.35,607.0,34.52599018,1.049,6123.0,0.999,4.396,0.474437,0
K03387.01,1,1.08,625.0,14.2821417,0.726,5374.0,0.744,4.588,0.013573,0
K03452.01,1,61.81,656.0,18.64532882,0.845,5931.0,0.933,4.554,0.669838,0
K03454.01,1,66.27,737.0,20.88212542,1.072,6335.0,1.12,4.427,0.566124,0
K03456.01,2,1.08,525.0,30.8609783,0.833,5627.0,0.902,4.552,0.011914,1
K07769.01,1,0.89,1015.0,3.652810043,0.831,5213.0,0.777,4.489,0.009764,0
K03457.01,1,118.33,1396.0,15.65134872,3.289,6552.0,1.521,3.586,0.329463,0
K01806.03,3,2.39,1292.0,8.37159554,1.775,6426.0,1.182,4.013,0.012311,1
K03532.01,1,63.23,276.0,286.1755875,0.946,5904.0,0.966,4.471,0.61205,0
K03533.01,1,53.89,362.0,152.151448,0.989,6217.0,1.056,4.472,0.498993,0
K07783.01,1,1.39,2659.0,0.542636318,1.633,5277.0,0.888,3.96,0.0078,0
K03534.01,1,47.83,471.0,29.91133406,0.704,5303.0,0.785,4.632,0.622126,0
K03535.01,1,125.68,1402.0,5.877122485,1.821,5702.0,0.774,3.807,0.632037,0
K03618.01,1,64.91,1110.0,10.63630585,1.345,6781.0,1.097,4.221,0.441963,0
K03619.01,1,36.63,1238.0,2.1032389,0.786,5546.0,0.88,4.587,0.426764,0
K03620.01,1,38.79,468.0,46.69820093,0.756,5772.0,0.687,4.518,0.469839,0
K01905.02,3,1.04,550.0,15.99560373,0.721,4955.0,0.774,4.61,0.013216,1
K03621.01,1,65.76,554.0,4.39451798,0.483,3695.0,0.504,4.773,1.246769,0
K03388.01,1,35.1,645.0,25.9518795,1.078,5753.0,0.918,4.335,0.298163,0
K03390.01,1,42.62,400.0,56.04809669,0.78,5222.0,0.73,4.518,0.500413,0
K07751.01,1,1.14,2934.0,2.25161215,2.184,9464.0,2.272,4.116,0.004761,0
K03392.01,1,31.66,492.0,50.35545898,0.965,5936.0,1.075,4.501,0.300401,0
K03458.01,1,1.45,783.0,14.0328775,1.001,6063.0,1.079,4.47,0.013277,1
K03459.01,1,1.75,740.0,13.2226149,0.863,5931.0,0.953,4.545,0.018529,1
K07770.01,1,1.69,1795.0,3.54828691,1.987,6573.0,1.475,4.01,0.007771,0
K03461.01,2,2.04,509.0,18.79852,0.715,4808.0,0.723,4.589,0.026189,0
K03536.01,1,61.44,367.0,156.516574,1.084,6002.0,0.969,4.354,0.519054,0
K03537.01,1,43.45,1403.0,1.366946478,0.757,5353.0,0.704,4.527,0.525639,0
K03538.01,1,47.52,207.0,313.0927507,0.673,5067.0,0.651,4.596,0.646575,0
K07782.01,1,0.77,2269.0,0.566813677,0.966,6106.0,1.043,4.487,0.00732,0
K03539.01,1,56.66,351.0,157.3226394,0.989,6109.0,1.056,4.472,0.524595,0
K03540.01,1,60.49,805.0,9.53040216,0.912,5501.0,0.833,4.438,0.607369,0
K03627.01,2,16.67,1189.0,4.218512654,0.991,6185.0,1.06,4.472,0.154013,0
K03627.02,2,44.86,940.0,8.529991199,0.991,6185.0,1.06,4.472,0.414572,0
K03629.01,1,70.65,1827.0,1.922862476,1.303,6408.0,1.087,4.246,0.496555,0
K00352.02,2,2.99,838.0,16.00747237,1.305,5857.0,0.993,4.204,0.020964,1
K03393.01,1,2.64,538.0,54.6493679,1.282,5751.0,1.028,4.234,0.018829,1
K01650.02,2,4.35,364.0,100.8276725,0.977,5301.0,0.856,4.391,0.040808,1
K07753.01,1,0.77,1780.0,0.905675699,0.903,5730.0,0.981,4.518,0.007777,0
K03464.01,1,90.37,1143.0,15.9750417,3.456,5220.0,1.443,3.52,0.239459,0
K03465.01,1,0.81,630.0,16.0505464,0.853,5428.0,0.971,4.563,0.008729,1
K07771.01,1,1.35,2165.0,0.805267592,1.1,6268.0,1.188,4.429,0.011222,0
K03466.01,1,48.38,793.0,11.08262263,0.922,5831.0,0.988,4.503,0.480493,0
K03541.01,1,54.16,335.0,421.4284819,1.708,6235.0,1.152,4.034,0.290386,0
K01823.02,2,168.68,1726.0,1.096587245,0.942,5869.0,1.054,4.513,1.639758,0
K03542.01,1,58.77,1388.0,3.012476415,1.088,6015.0,0.92,4.329,0.494689,0
K03543.01,1,97.39,404.0,204.7410476,1.44,6517.0,1.234,4.211,0.619359,0
K07727.01,1,0.67,2059.0,0.759740194,1.007,6046.0,1.111,4.478,0.006119,0
K03544.01,1,278.81,1683.0,4.664186517,3.579,5062.0,1.53,3.515,0.713388,0
K03545.01,1,40.74,1164.0,1.092066399,0.576,4556.0,0.566,4.67,0.64771,0
K03613.01,1,35.35,1035.0,3.053578643,0.714,5414.0,0.792,4.625,0.453323,0
K03614.01,1,60.35,1476.0,2.992662857,1.837,4927.0,0.94,3.883,0.300827,0
K03615.01,1,52.09,1221.0,4.664188563,1.215,5699.0,0.838,4.192,0.392575,0
K07738.01,1,0.81,2325.0,0.954873008,1.363,6092.0,0.881,4.114,0.005473,0
K03616.01,1,33.4,1458.0,0.56493412,0.534,4748.0,0.556,4.729,0.57282,0
K03617.01,1,150.48,3055.0,1.674984844,2.451,8285.0,2.05,3.971,0.562236,0
K03398.01,3,5.05,1682.0,7.31945294,3.955,5745.0,1.801,3.499,0.011683,1
K07754.01,1,0.67,1724.0,0.790049989,0.808,5427.0,0.807,4.53,0.00763,0
K03399.01,1,29.61,495.0,14.15402615,0.661,4352.0,0.65,4.61,0.410192,0
K03467.01,1,138.25,618.0,33.93754213,1.066,6220.0,1.07,4.414,1.187681,0
K03468.01,1,3.22,967.0,20.7057153,2.437,5668.0,1.338,3.792,0.012104,1
K07772.01,1,0.74,1182.0,3.7228679,0.927,6046.0,1.011,4.509,0.007308,0
K01781.03,3,3.46,354.0,58.0198583,0.72,4920.0,0.822,4.62,0.044054,1
K03546.01,1,25.8,686.0,4.286103033,0.591,4206.0,0.587,4.663,0.399778,0
K03547.01,1,45.27,222.0,290.7778719,0.734,5207.0,0.756,4.585,0.564828,0
K03548.01,1,41.75,1229.0,5.017239915,1.079,6519.0,1.091,4.41,0.354356,0
K07728.01,1,0.52,1588.0,0.937923475,0.805,5398.0,0.902,4.58,0.005928,0
K03549.01,1,57.35,272.0,204.0329342,0.806,5553.0,0.903,4.577,0.65162,0
K03550.01,1,49.6,1009.0,2.148219541,0.672,4694.0,0.657,4.6,0.675881,0
K03551.01,1,40.43,385.0,58.62157882,0.725,5232.0,0.686,4.554,0.51068,0
K03622.01,1,110.58,2087.0,3.125821128,2.852,6137.0,1.505,3.705,0.355068,0
K03623.01,1,44.35,1221.0,1.032068851,0.711,4387.0,0.712,4.587,0.571264,0
K07739.01,1,1.09,890.0,6.6751871,0.818,5774.0,0.907,4.567,0.012257,0
K03624.01,1,92.78,2675.0,1.450205839,1.893,7564.0,1.621,4.093,0.448824,0
K03625.01,1,79.08,1456.0,3.224486463,1.16,6389.0,1.046,4.331,0.624301,0
K03626.01,1,62.24,504.0,44.14579777,0.896,5876.0,0.91,4.492,0.636114,0
K03400.01,1,2.55,416.0,33.3239576,0.555,5192.0,0.572,4.707,0.042066,0
K07756.01,1,1.41,2761.0,0.94102954,2.409,5766.0,1.283,3.783,0.00535,0
K03402.01,1,33.27,546.0,36.51437404,1.0,5811.0,1.066,4.465,0.304683,0
K03403.01,2,2.23,650.0,39.818832,1.524,5710.0,1.003,4.073,0.013418,1
K03470.02,2,2.0,667.0,25.4337864,1.158,5806.0,1.024,4.321,0.015845,1
K03471.01,1,36.7,562.0,67.451045,2.191,4847.0,0.93,3.726,0.153381,0
K03474.01,1,1.83,553.0,52.6095103,1.294,5881.0,1.109,4.259,0.012978,1
K01830.02,2,3.56,258.0,198.7106251,0.8,5180.0,0.825,4.548,0.040799,1
K03552.01,1,630.53,962.0,15.8733806,1.895,5622.0,1.056,3.907,3.047001,0
K03553.01,1,41.22,371.0,65.58366557,0.666,5516.0,0.721,4.65,0.566724,0
K03554.01,1,52.16,235.0,394.6781627,0.83,5780.0,0.803,4.505,0.575438,0
K03555.01,1,63.68,539.0,111.3198052,2.58,5022.0,0.887,3.562,0.226038,0
K03556.01,1,37.88,362.0,110.2951268,0.895,5753.0,0.931,4.503,0.387633,0
K03334.01,1,28.75,272.0,95.17831793,0.653,4523.0,0.641,4.615,0.403168,0
K03335.01,1,2.29,635.0,31.2543238,1.092,6246.0,1.18,4.433,0.019192,1
K03336.01,1,22.76,438.0,61.4911479,0.876,5830.0,0.97,4.54,0.237907,0
K00284.04,4,1.41,414.0,110.2867031,1.101,5931.0,0.929,4.322,0.011693,1
K03403.02,2,1.2,1212.0,6.15828666,1.524,5710.0,1.003,4.073,0.007218,1
K07757.01,1,0.76,758.0,10.82882574,0.785,5862.0,0.865,4.584,0.008842,0
K03404.01,1,1.82,400.0,82.292865,0.957,5626.0,0.977,4.467,0.017445,1
K03407.01,1,2.89,348.0,92.436978,0.741,5595.0,0.808,4.606,0.035765,1
K03409.01,1,7.34,1108.0,11.08260553,2.196,5125.0,0.831,3.674,0.03062,0
K03475.01,1,1.33,759.0,22.7832776,1.159,6517.0,1.181,4.382,0.010545,0
K03476.01,1,53.27,620.0,23.73795284,1.0,5559.0,0.903,4.394,0.487862,0
K03477.01,1,19.89,722.0,21.4618453,1.213,5806.0,1.028,4.283,0.150178,0
K03479.01,2,26.21,359.0,75.13194883,0.729,5365.0,0.747,4.586,0.32928,0
K03557.01,1,56.63,365.0,243.8212213,1.316,6370.0,1.064,4.228,0.394089,0
K03558.01,1,46.52,599.0,16.22754867,0.795,5297.0,0.905,4.587,0.535852,0
K03559.01,1,66.71,484.0,47.189437,0.972,5458.0,0.828,4.381,0.628464,0
K03560.01,1,90.92,1905.0,1.501760172,1.29,6327.0,1.257,4.315,0.645438,0
K03561.01,1,1668.79,1191.0,4.05325447,1.039,6022.0,1.116,4.453,14.708329,0
K01833.02,3,2.58,583.0,7.68433346,0.572,4402.0,0.575,4.682,0.041382,1
K07740.01,1,136.64,2141.0,1.549979213,2.058,5408.0,0.925,3.777,0.608012,0
K03338.01,2,40.17,978.0,10.99381963,1.157,6553.0,1.136,4.366,0.317936,0
K03338.02,2,5.33,978.0,10.9938087,1.157,6553.0,1.136,4.366,0.042171,0
K03410.01,2,2.09,821.0,16.5860329,1.389,5626.0,0.991,4.149,0.013767,1
K03412.01,1,3.65,801.0,16.7525077,1.802,4807.0,0.955,3.906,0.018524,1
K03413.01,1,57.08,536.0,49.61275752,1.031,6241.0,1.088,4.45,0.506988,0
K03482.01,1,1.91,821.0,15.3317719,1.285,5726.0,1.018,4.228,0.013624,1
K03484.01,1,4.17,537.0,84.704139,1.634,6085.0,1.271,4.115,0.02339,1
K07731.01,1,76.26,2412.0,0.755105584,1.19,6592.0,1.211,4.369,0.58683,0
K03562.01,1,44.0,435.0,101.2633628,1.062,6309.0,1.058,4.413,0.37945,0
K03563.01,1,41.71,291.0,120.5816718,0.673,5294.0,0.744,4.651,0.567504,0
K03564.01,1,35.12,1182.0,1.558544209,0.708,4868.0,0.7,4.582,0.454191,0
K03565.01,1,76.02,1242.0,2.63757408,0.953,5639.0,1.071,4.509,0.730483,0
K03566.01,1,54.24,1033.0,8.64636188,1.134,6444.0,1.128,4.382,0.438049,0
K07741.01,1,1.5,363.0,125.288206,0.973,5881.0,1.044,4.48,0.014142,0
K03567.01,1,129.04,692.0,112.4635889,2.463,7426.0,1.769,3.903,0.479766,0
K03342.01,1,44.7,542.0,42.39930429,0.962,6153.0,1.036,4.487,0.425527,0
K03414.01,1,22.32,330.0,27.00980738,0.534,3900.0,0.555,4.727,0.382756,0
K03415.01,1,1.77,874.0,15.0219784,1.382,5831.0,1.011,4.162,0.011751,1
K03417.01,1,3.26,415.0,91.078624,1.008,5915.0,1.014,4.437,0.029618,1
K03418.01,1,3.85,443.0,85.272459,1.057,5922.0,0.911,4.349,0.033383,1
K03485.01,1,2.66,790.0,12.42592675,0.971,5952.0,1.057,4.489,0.025106,0
K03487.01,1,38.01,363.0,89.7398137,0.747,5777.0,0.832,4.608,0.465939,0
K03489.01,1,49.2,666.0,90.08255562,2.343,6523.0,1.371,3.835,0.192307,0
K07732.01,1,0.64,1737.0,0.759768478,0.815,5481.0,0.914,4.574,0.007174,0
K03490.01,1,37.39,671.0,42.2011587,1.449,6200.0,1.043,4.135,0.23628,0
K03568.01,1,78.3,792.0,15.65129028,1.103,6137.0,1.165,4.418,0.650096,0
K03569.01,1,15.49,661.0,9.014220178,0.73,4842.0,0.729,4.573,0.194303,0
K03570.01,1,55.44,1680.0,1.824653341,0.941,6413.0,0.76,4.372,0.539549,0
K03571.01,1,92.5,1564.0,3.185090259,1.279,6516.0,1.055,4.249,0.662324,0
K07742.01,1,3.66,242.0,372.76888,0.894,5800.0,0.951,4.514,0.037443,0
K01833.03,3,1.51,644.0,5.70940795,0.572,4402.0,0.575,4.682,0.024186,1
K03572.01,1,1543.74,1645.0,2.086076372,1.119,6124.0,0.839,4.265,12.633445,0
K03344.02,3,1.68,1238.0,3.63898953,1.166,5533.0,0.934,4.275,0.013212,1
K03345.01,1,1.54,613.0,38.1303324,1.106,6370.0,1.148,4.41,0.012762,1
K03346.01,1,1.53,783.0,14.42735088,1.04,5929.0,1.0,4.403,0.013498,1
K03347.01,1,1.49,675.0,12.90235874,0.788,5530.0,0.882,4.586,0.017349,1
K03348.01,2,2.2,561.0,36.4337867,1.099,5566.0,0.938,4.329,0.018302,1
K03419.01,1,149.98,707.0,58.5850357,1.994,6379.0,1.222,3.925,0.688798,0
K01707.02,2,4.2,291.0,265.47847,1.005,5792.0,0.875,4.375,0.038304,1
K01792.02,3,0.77,1578.0,1.546222068,1.073,5611.0,1.026,4.388,0.00654,0
K03491.01,1,8.02,558.0,89.3313828,1.467,6860.0,1.35,4.233,0.050079,0
K03492.01,1,1.5,760.0,22.2941485,1.392,5915.0,1.183,4.223,0.009837,0
K03493.01,1,2.03,531.0,46.7162336,1.092,5856.0,1.057,4.386,0.016994,1
K03573.01,1,80.02,624.0,43.56225858,1.216,6411.0,1.091,4.307,0.602613,0
K03574.01,1,41.72,279.0,198.443477,0.868,5420.0,0.874,4.502,0.440177,0
K03575.01,1,282.86,746.0,17.90766473,1.041,6173.0,1.104,4.447,2.488302,0
K07743.01,1,0.85,1662.0,2.4044122,1.249,6398.0,1.07,4.276,0.006215,0
K03576.01,1,104.17,835.0,22.77196484,1.557,6049.0,1.032,4.067,0.612697,0
K03577.01,1,23.38,275.0,184.5201539,0.776,5341.0,0.718,4.514,0.275861,0
K03349.01,1,2.24,441.0,82.175197,0.954,6247.0,1.022,4.489,0.021508,1
K03350.01,1,1183.06,592.0,29.01585293,0.941,5783.0,0.841,4.415,11.513161,0
K03351.01,1,41.66,362.0,77.36241476,0.79,5359.0,0.848,4.57,0.482947,0
K07761.01,1,4.41,330.0,495.71095,1.953,6054.0,1.135,3.911,0.020671,0
K03352.01,1,1.68,860.0,10.35857039,1.02,5893.0,1.005,4.423,0.015084,1
K03423.01,1,2.8,660.0,30.2541186,1.161,6277.0,1.239,4.402,0.022052,1
K03424.01,1,39.24,585.0,17.08120242,0.708,5431.0,0.769,4.623,0.507526,0
K03425.01,3,2.24,967.0,20.034708,2.0,6120.0,1.251,3.934,0.010243,1
K03496.01,2,2.18,903.0,23.2385587,1.685,6602.0,1.333,4.108,0.011845,1
K07734.01,1,7.23,786.0,118.314913,4.763,6190.0,1.811,3.34,0.013895,0
K03497.01,1,0.8,276.0,20.35971899,0.344,3419.0,0.346,4.904,0.021227,1
K03498.01,1,48.52,721.0,43.798566,2.227,5611.0,1.259,3.842,0.199499,0
K03578.01,1,54.38,413.0,131.7363049,1.669,5102.0,0.932,3.962,0.298387,0
K03579.01,1,93.01,1454.0,4.301031137,1.548,6386.0,1.408,4.208,0.550225,0
K03580.01,1,38.49,260.0,198.0137918,0.708,5359.0,0.673,4.566,0.497851,0
K03581.01,1,52.69,627.0,10.9938268,0.743,4856.0,0.721,4.554,0.649357,0
K01837.02,2,1.06,1270.0,1.682934607,0.834,5201.0,0.948,4.573,0.011608,1
K03582.01,1,42.78,259.0,114.9086242,0.737,4412.0,0.729,4.565,0.531564,0
K03353.01,1,1.7,674.0,11.55532445,0.803,5149.0,0.755,4.506,0.019441,1
K03356.01,1,1.35,598.0,26.0841212,0.835,6083.0,0.933,4.563,0.014818,1
K03357.01,1,75.82,472.0,52.80276758,0.901,5835.0,0.918,4.492,0.770634,0
K03427.01,1,50.2,516.0,39.20680865,0.861,5945.0,0.95,4.545,0.53388,0
